onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.01	4.5	1.4200	-0.99	easy_par	10	10.025	2 months	60	0.000042	y	1	 17.43	 20.53	0	1	16.012	1.42	easy_par	-35.8333	n/a
 21.26	4.5	2.6965	-0.99	easy_par	5	 5.000	2 days	2	0.000042	b	0	 23.95	 25.77	5.25	2	21.2562	2.6965	easy_par	-93.8333	n/a
 31.76	4.5	1.8327	 1.90	easy_par	5	 8.654	2 months	60	0.012180	y	1	 33.59	 36.28	15.75	4	31.7613	1.8327	easy_par	-35.8333	n/a
 37.01	4.5	1.2259	-0.95	easy_par	10	10.004	2 days	2	0.000210	b	0	 38.23	 41.52	21	5	37.0055	1.2259	easy_par	-93.8333	n/a
 42.27	4.5	1.3817	-0.05	hard_par	10	10.080	2 days	2	0.003990	y	1	 43.65	 46.78	26.25	6	42.2665	1.3817	hard_par	n/a	-93.8333
 47.51	4.5	1.3449	 0.01	hard_par	10	10.891	3 weeks	21	0.004242	y	1	 48.86	 52.02	31.5	7	47.5108	1.3449	hard_par	n/a	-74.8333
 52.76	4.5	1.2055	 1.90	easy_par	10	10.244	2 days	2	0.012180	y	1	 53.96	 57.27	36.75	8	52.7551	1.2055	easy_par	-93.8333	n/a
 58.02	4.5	1.7193	-0.99	easy_par	10	10.050	4 months	120	0.000042	b	0	 59.74	 62.53	42	9	58.0159	1.7193	easy_par	24.1667	n/a
 63.26	4.5	2.4613	-0.05	hard_par	5	12.282	1 year	365	0.003990	b	0	 65.72	 67.77	47.25	10	63.2602	2.4613	hard_par	n/a	269.1667
 68.50	4.5	1.2472	-0.01	hard_par	10	10.873	3 weeks	21	0.004158	y	1	 69.75	 73.02	52.5	11	68.5044	1.2472	hard_par	n/a	-74.8333
 73.77	4.5	1.0420	 1.90	easy_par	10	24.616	4 months	120	0.012180	y	1	 74.81	 78.28	57.75	12	73.7654	1.042	easy_par	24.1667	n/a
 79.01	4.5	2.3756	 0.01	hard_par	10	10.297	1 week	7	0.004242	y	1	 81.39	 83.52	63	13	79.0096	2.3756	hard_par	n/a	-88.8333
 84.25	4.5	1.0329	 2.00	easy_par	10	12.646	3 weeks	21	0.012600	y	1	 85.29	 88.77	68.25	14	84.2539	1.0329	easy_par	-74.8333	n/a
 89.51	4.5	2.1665	-0.01	hard_par	5	12.588	1 year	365	0.004158	b	0	 91.68	 94.03	73.5	15	89.5147	2.1665	hard_par	n/a	269.1667
 94.76	4.5	1.9792	 1.90	easy_par	5	 5.122	2 days	2	0.012180	b	0	 96.74	 99.27	78.75	16	94.759	1.9792	easy_par	-93.8333	n/a
105.26	4.5	1.0478	 0.05	hard_par	10	26.097	1 year	365	0.004410	y	1	106.31	109.78	89.25	18	105.2641	1.0478	hard_par	n/a	269.1667
110.51	4.5	1.2852	-0.05	hard_par	5	 5.419	3 weeks	21	0.003990	y	1	111.79	115.02	94.5	19	110.5084	1.2852	hard_par	n/a	-74.8333
115.75	4.5	1.5847	-0.01	hard_par	10	10.291	1 week	7	0.004158	y	1	117.34	120.27	99.75	20	115.7526	1.5847	hard_par	n/a	-88.8333
121.01	4.5	1.9733	-0.95	easy_par	5	 5.002	2 days	2	0.000210	y	1	122.99	125.53	105	21	121.0135	1.9733	easy_par	-93.8333	n/a
126.26	4.5	1.4449	 0.01	hard_par	5	 5.148	1 week	7	0.004242	y	1	127.70	130.77	110.25	22	126.2579	1.4449	hard_par	n/a	-88.8333
131.50	4.5	0.8345	 0.01	hard_par	5	 5.445	3 weeks	21	0.004242	y	1	132.34	136.02	115.5	23	131.5021	0.8345	hard_par	n/a	-74.8333
136.76	4.5	1.6846	-0.01	hard_par	10	12.495	2 months	60	0.004158	y	1	138.45	141.28	120.75	24	136.7629	1.6846	hard_par	n/a	-35.8333
142.01	4.5	1.0194	-0.01	hard_par	10	10.083	2 days	2	0.004158	y	1	143.03	146.52	126	25	142.0073	1.0194	hard_par	n/a	-93.8333
147.25	4.5	0.7172	 0.05	hard_par	5	 5.154	1 week	7	0.004410	y	1	147.97	151.77	131.25	26	147.2515	0.7172	hard_par	n/a	-88.8333
152.51	4.5	1.6068	-0.05	hard_par	10	14.788	4 months	120	0.003990	y	1	154.12	157.03	136.5	27	152.5124	1.6068	hard_par	n/a	24.1667
157.76	4.5	0.8284	-0.05	hard_par	10	24.563	1 year	365	0.003990	y	1	158.59	162.27	141.75	28	157.7566	0.8284	hard_par	n/a	269.1667
163.00	4.5	1.6713	-0.95	easy_par	5	 5.126	4 months	120	0.000210	y	1	164.67	167.51	147	29	163.0009	1.6713	easy_par	24.1667	n/a
168.26	4.5	1.2985	-0.95	easy_par	10	10.015	1 week	7	0.000210	b	0	169.56	172.78	152.25	30	168.2617	1.2985	easy_par	-88.8333	n/a
178.77	4.5	0.9201	-0.95	easy_par	10	10.126	2 months	60	0.000210	b	0	179.69	183.28	162.75	32	178.7669	0.9201	easy_par	-35.8333	n/a
184.01	4.5	0.9003	 2.00	easy_par	5	 8.780	2 months	60	0.012600	b	0	184.91	188.53	168	33	184.0112	0.9003	easy_par	-35.8333	n/a
189.26	4.5	0.6815	 0.01	hard_par	5	 7.545	4 months	120	0.004242	b	0	189.94	193.77	173.25	34	189.2555	0.6815	hard_par	n/a	24.1667
194.52	4.5	0.8755	 2.00	easy_par	10	10.252	2 days	2	0.012600	b	0	195.39	199.03	178.5	35	194.5164	0.8755	easy_par	-93.8333	n/a
199.76	4.5	0.8720	 0.05	hard_par	5	 7.646	4 months	120	0.004410	b	0	200.63	204.27	183.75	36	199.7606	0.872	hard_par	n/a	24.1667
205.00	4.5	0.8659	 0.01	hard_par	5	 5.042	2 days	2	0.004242	b	0	205.87	209.52	189	37	205.0048	0.8659	hard_par	n/a	-93.8333
210.27	4.5	1.4937	-0.01	hard_par	10	25.177	1 year	365	0.004158	b	0	211.76	214.78	194.25	38	210.2658	1.4937	hard_par	n/a	269.1667
215.51	4.5	0.7626	-0.05	hard_par	5	 5.040	2 days	2	0.003990	b	0	216.27	220.02	199.5	39	215.51	0.7626	hard_par	n/a	-93.8333
220.75	4.5	0.8211	-0.01	hard_par	5	 5.437	3 weeks	21	0.004158	b	0	221.58	225.27	204.75	40	220.7542	0.8211	hard_par	n/a	-74.8333
226.02	4.5	1.1855	-0.99	easy_par	10	10.003	1 week	7	0.000042	b	0	227.20	230.53	210	41	226.0152	1.1855	easy_par	-88.8333	n/a
231.26	4.5	0.9479	 0.01	hard_par	10	12.545	2 months	60	0.004242	b	0	232.21	235.77	215.25	42	231.2594	0.9479	hard_par	n/a	-35.8333
236.50	4.5	1.4983	 2.00	easy_par	5	27.995	1 year	365	0.012600	y	1	238.00	241.02	220.5	43	236.5037	1.4983	easy_par	269.1667	n/a
241.76	4.5	2.0755	 0.01	hard_par	10	15.090	4 months	120	0.004242	b	0	243.84	246.28	225.75	44	241.7646	2.0755	hard_par	n/a	24.1667
252.25	4.5	1.3067	 1.90	easy_par	5	12.308	4 months	120	0.012180	b	0	253.56	256.77	236.25	46	252.2531	1.3067	easy_par	24.1667	n/a
257.51	4.5	1.3192	-0.01	hard_par	5	 5.146	1 week	7	0.004158	b	0	258.83	262.03	241.5	47	257.514	1.3192	hard_par	n/a	-88.8333
262.76	4.5	0.7531	-0.01	hard_par	5	 5.042	2 days	2	0.004158	b	0	263.51	267.27	246.75	48	262.7583	0.7531	hard_par	n/a	-93.8333
268.00	4.5	0.9170	 0.05	hard_par	10	10.309	1 week	7	0.004410	b	0	268.92	272.52	252	49	268.0024	0.917	hard_par	n/a	-88.8333
273.26	4.5	0.8076	-0.05	hard_par	10	10.279	1 week	7	0.003990	b	0	274.07	277.78	257.25	50	273.2634	0.8076	hard_par	n/a	-88.8333
278.51	4.5	0.6037	 0.01	hard_par	10	10.085	2 days	2	0.004242	b	0	279.11	283.02	262.5	51	278.5077	0.6037	hard_par	n/a	-93.8333
283.75	4.5	1.1436	 0.05	hard_par	10	12.646	2 months	60	0.004410	b	0	284.90	288.27	267.75	52	283.7519	1.1436	hard_par	n/a	-35.8333
289.01	4.5	1.6181	 2.00	easy_par	10	10.882	1 week	7	0.012600	b	0	290.63	293.53	273	53	289.0128	1.6181	easy_par	-88.8333	n/a
294.26	4.5	1.0065	-0.99	easy_par	5	 5.077	1 year	365	0.000042	b	0	295.26	298.77	278.25	54	294.2571	1.0065	easy_par	269.1667	n/a
299.50	4.5	0.7253	-0.05	hard_par	10	10.838	3 weeks	21	0.003990	b	0	300.23	304.02	283.5	55	299.5013	0.7253	hard_par	n/a	-74.8333
304.76	4.5	1.1524	 0.01	hard_par	10	25.483	1 year	365	0.004242	y	1	305.91	309.28	288.75	56	304.7623	1.1524	hard_par	n/a	269.1667
310.01	4.5	0.7695	 0.05	hard_par	5	 6.323	2 months	60	0.004410	b	0	310.78	314.52	294	57	310.0065	0.7695	hard_par	n/a	-35.8333
315.25	4.5	0.5443	 2.00	easy_par	5	 5.441	1 week	7	0.012600	b	0	315.80	319.76	299.25	58	315.2508	0.5443	easy_par	-88.8333	n/a
325.76	4.5	0.9406	 1.90	easy_par	5	 6.279	3 weeks	21	0.012180	b	0	326.70	330.27	309.75	60	325.7559	0.9406	easy_par	-74.8333	n/a
331.02	4.5	0.5689	-0.99	easy_par	5	 5.004	3 weeks	21	0.000042	b	0	331.59	335.53	315	61	331.0167	0.5689	easy_par	-74.8333	n/a
336.26	4.5	0.8625	 0.05	hard_par	10	10.926	3 weeks	21	0.004410	b	0	337.12	340.78	320.25	62	336.261	0.8625	hard_par	n/a	-74.8333
341.51	4.5	0.9426	-0.01	hard_par	5	 7.495	4 months	120	0.004158	b	0	342.45	346.02	325.5	63	341.5052	0.9426	hard_par	n/a	24.1667
346.77	4.5	0.6669	 0.01	hard_par	5	 6.273	2 months	60	0.004242	b	0	347.43	351.28	330.75	64	346.7662	0.6669	hard_par	n/a	-35.8333
352.01	4.5	0.9593	 1.90	easy_par	5	 5.426	1 week	7	0.012180	b	0	352.97	356.52	336	65	352.0105	0.9593	easy_par	-88.8333	n/a
357.25	4.5	0.4565	-0.99	easy_par	5	 5.025	4 months	120	0.000042	b	0	357.71	361.77	341.25	66	357.2547	0.4565	easy_par	24.1667	n/a
362.52	4.5	0.7254	 2.00	easy_par	10	25.120	4 months	120	0.012600	y	1	363.24	367.03	346.5	67	362.5156	0.7254	easy_par	24.1667	n/a
367.76	4.5	0.7301	-0.01	hard_par	5	 6.247	2 months	60	0.004158	b	0	368.49	372.27	351.75	68	367.7598	0.7301	hard_par	n/a	-35.8333
373.00	4.5	1.2765	 1.90	easy_par	5	27.228	1 year	365	0.012180	y	1	374.28	377.52	357	69	373.0041	1.2765	easy_par	269.1667	n/a
378.26	4.5	0.6477	-0.99	easy_par	5	 5.013	2 months	60	0.000042	b	0	378.91	382.78	362.25	70	378.265	0.6477	easy_par	-35.8333	n/a
383.51	4.5	1.0981	-0.01	hard_par	10	14.990	4 months	120	0.004158	b	0	384.61	388.02	367.5	71	383.5093	1.0981	hard_par	n/a	24.1667
388.75	4.5	0.7814	 1.90	easy_par	10	12.558	3 weeks	21	0.012180	b	0	389.53	393.27	372.75	72	388.7535	0.7814	easy_par	-74.8333	n/a
399.26	4.5	1.6371	-0.99	easy_par	10	10.001	2 days	2	0.000042	b	0	400.90	403.77	383.25	74	399.2586	1.6371	easy_par	-93.8333	n/a
404.50	4.5	1.5759	 0.05	hard_par	5	13.048	1 year	365	0.004410	b	0	406.08	409.02	388.5	75	404.503	1.5759	hard_par	n/a	269.1667
409.76	4.5	0.9881	 0.05	hard_par	10	15.292	4 months	120	0.004410	b	0	410.75	414.28	393.75	76	409.7638	0.9881	hard_par	n/a	24.1667
415.01	4.5	0.8154	 1.90	easy_par	10	10.853	1 week	7	0.012180	b	0	415.82	419.52	399	77	415.0081	0.8154	easy_par	-88.8333	n/a
420.25	4.5	2.1254	 1.90	easy_par	10	54.457	1 year	365	0.012180	y	1	422.38	424.77	404.25	78	420.2524	2.1254	easy_par	269.1667	n/a
425.51	4.5	1.3374	 2.00	easy_par	5	12.560	4 months	120	0.012600	b	0	426.85	430.03	409.5	79	425.5133	1.3374	easy_par	24.1667	n/a
430.76	4.5	0.8680	 2.00	easy_par	5	 6.323	3 weeks	21	0.012600	b	0	431.63	435.27	414.75	80	430.7576	0.868	easy_par	-74.8333	n/a
436.00	4.5	0.5190	-0.99	easy_par	5	 5.001	1 week	7	0.000042	b	0	436.52	440.52	420	81	436.0018	0.519	easy_par	-88.8333	n/a
441.26	4.5	0.5781	-0.99	easy_par	10	10.153	1 year	365	0.000042	b	0	441.84	445.78	425.25	82	441.2627	0.5781	easy_par	269.1667	n/a
446.51	4.5	0.9171	-0.95	easy_par	10	10.252	4 months	120	0.000210	b	0	447.42	451.02	430.5	83	446.5069	0.9171	easy_par	24.1667	n/a
451.75	4.5	1.1061	-0.05	hard_par	5	 7.394	4 months	120	0.003990	b	0	452.86	456.27	435.75	84	451.7512	1.1061	hard_par	n/a	24.1667
457.01	4.5	0.4685	-0.95	easy_par	5	 5.022	3 weeks	21	0.000210	b	0	457.48	461.53	441	85	457.012	0.4685	easy_par	-74.8333	n/a
462.26	4.5	0.7592	-0.95	easy_par	10	10.767	1 year	365	0.000210	b	0	463.02	466.77	446.25	86	462.2563	0.7592	easy_par	269.1667	n/a
