onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_orig	duration_orig	trial_type_orig
0.0126895599996715	2	1.05277605600077	1	BALOON	b	ACCEPT	1	0.25	0.75	0.25	0.0127	1.0528	accept
2.55110433099981	2	0.377153768000426	1	BALOON	b	ACCEPT	1	0.25	1	0.25	2.5511	0.3772	accept
4.72525548700014	2	0.396194832999754	1	BALOON	b	ACCEPT	1	0.25	1.25	0.25	4.7253	0.3962	accept
6.63374510799986	2	0.326755076000154	1	BALOON	b	ACCEPT	1	0.25	1.5	0.25	6.6337	0.3268	accept
8.45919235499969	2	0.340821333000349	1	BALOON	b	ACCEPT	1	0.25	1.75	0.25	8.4592	0.3408	accept
10.1021093059999	2	0.368698764999863	1	BALOON	b	ACCEPT	1	0.25	2	0.25	10.1021	0.3687	accept
11.6290953590005	2	0.452670931999819	1	BALOON	b	ACCEPT	1	0.25	2.25	0.25	11.6291	0.4527	accept
13.2389287169999	2	0	1	BALOON	n/a	EXPLODE	1	0	2.25	0.25	13.2389	0.3378	explode
16.6244201279997	2	0.432374782000807	2	BALOON	b	ACCEPT	1	0.25	0.75	0.25	16.6244	0.4324	accept
18.665625564	2	0.295452911000211	2	BALOON	b	ACCEPT	1	0.25	1	0.25	18.6656	0.2955	accept
20.0596948900002	2	0.317636013000083	2	BALOON	b	ACCEPT	1	0.25	1.25	0.25	20.0597	0.3176	accept
21.4870427639999	2	0.306064793000587	2	BALOON	b	ACCEPT	1	0.25	1.5	0.25	21.487	0.3061	accept
23.1298271080004	2	0.391503828999703	2	BALOON	b	ACCEPT	1	0.25	1.75	0.25	23.1298	0.3915	accept
25.2542090240004	2	0.347963683999296	2	BALOON	b	ACCEPT	1	0.25	2	0.25	25.2542	0.348	accept
27.0299883489997	2	0	2	BALOON	n/a	EXPLODE	1	0	2	0.25	27.03	0.3378	explode
31.0294570900005	2	0.363042690999464	3	BALOON	b	ACCEPT	0	0.25	0.75	0.25	31.0295	0.363	accept
32.8052470370003	2	0.26790698700006	3	BALOON	b	ACCEPT	0	0.25	1	0.25	32.8052	0.2679	accept
34.4483807750003	2	0.400738073999491	3	BALOON	b	ACCEPT	0	0.25	1.25	0.25	34.4484	0.4007	accept
35.8921262710001	2	0.357251809000445	3	BALOON	b	ACCEPT	0	0.25	1.5	0.25	35.8921	0.3573	accept
37.7508479850003	2	0.794498401000055	3	BALOON	b	ACCEPT	0	0.25	1.75	0.25	37.7508	0.7945	accept
40.1737783870003	2	0.506781676000173	3	BALOON	y	CASHOUT	0	0	1.75	0.25	40.1738	0.5068	reject
44.1069827190004	2	0.366354125999351	4	BALOON	b	ACCEPT	0	0.25	0.75	0.25	44.107	0.3664	accept
45.6171439589998	2	0.32000771300045	4	BALOON	b	ACCEPT	0	0.25	1	0.25	45.6171	0.32	accept
47.9573629060005	2	0.379338076999375	4	BALOON	b	ACCEPT	0	0.25	1.25	0.25	47.9574	0.3793	accept
50.2308475299997	2	0.653984773000047	4	BALOON	b	ACCEPT	0	0.25	1.5	0.25	50.2308	0.654	accept
52.8199352110005	2	0.35753501399995	4	BALOON	b	ACCEPT	0	0.25	1.75	0.25	52.8199	0.3575	accept
54.4295170599999	2	0.507245014000546	4	BALOON	y	CASHOUT	0	0	1.75	0.25	54.4295	0.5072	reject
59.5411072289999	2	0.332029494999915	5	BALOON	b	ACCEPT	1	0.25	0.75	0.25	59.5411	0.332	accept
61.4163525889999	2	0.240312764000009	5	BALOON	b	ACCEPT	1	0.25	1	0.25	61.4164	0.2403	accept
63.573983626	2	0.0424657619996651	5	BALOON	b	ACCEPT	1	0.25	1.25	0.25	63.574	0.0425	accept
65.1172719839997	2	0.259119945000748	5	BALOON	b	ACCEPT	1	0.25	1.5	0.25	65.1173	0.2591	accept
66.67728429	2	0.29887058300028	5	BALOON	b	ACCEPT	1	0.25	1.75	0.25	66.6773	0.2989	accept
68.3534828510001	2	0.334749902000112	5	BALOON	b	ACCEPT	1	0.25	2	0.25	68.3535	0.3347	accept
70.6437179539998	2	0	5	BALOON	n/a	EXPLODE	1	0	2	0.25	70.6437	0.3378	explode
74.5768831679998	2	0.360310812000534	6	BALOON	b	ACCEPT	1	0.25	0.75	0.25	74.5769	0.3603	accept
76.0041727099997	2	0.292113029000575	6	BALOON	b	ACCEPT	1	0.25	1	0.25	76.0042	0.2921	accept
78.1118114689998	2	0.432719315000213	6	BALOON	b	ACCEPT	1	0.25	1.25	0.25	78.1118	0.4327	accept
