16.016300	2.549300	269.166667
26.504700	3.175900	-88.833333
42.254100	2.019600	-93.833333
68.508700	1.591400	-93.833333
73.753000	1.991400	-88.833333
94.763300	1.349300	-35.833333
121.001200	1.858900	24.166667
152.516800	1.749100	269.166667
173.510400	1.210800	-93.833333
194.503900	2.394000	-35.833333
205.009300	1.746600	-35.833333
210.253500	1.461500	24.166667
220.758600	3.121900	-88.833333
241.752200	1.609200	-74.833333
247.013100	2.083100	-74.833333
268.006700	1.627000	269.166667
283.756200	1.421500	-88.833333
289.017100	1.225500	-35.833333
294.261400	1.692900	-93.833333
310.010800	1.801300	-93.833333
315.255000	1.147500	-88.833333
331.004500	1.309600	24.166667
336.265300	1.376700	269.166667
352.014700	1.611500	-74.833333
357.259100	1.989200	-93.833333
362.503300	1.356900	269.166667
367.764200	1.700200	-93.833333
383.513500	1.530100	24.166667
388.757900	1.532300	-35.833333
394.002000	1.447500	-35.833333
409.751500	1.417800	24.166667
420.256700	1.137900	24.166667
425.500900	1.643500	-88.833333
436.006000	1.211300	-35.833333
441.266800	1.232500	-74.833333
457.016300	2.922300	-88.833333
462.260700	3.246700	-74.833333
467.504900	1.098100	269.166667
483.254300	1.564700	269.166667
488.515200	1.645400	-74.833333
493.759500	1.427700	-88.833333
499.003800	1.436800	24.166667
504.264600	1.088100	-74.833333
509.508900	2.397500	269.166667
514.753100	1.515100	24.166667
525.258200	1.862200	-74.833333
541.007700	1.689700	-35.833333
551.512900	1.010400	-93.833333
