onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.02	4.5	2.5493	 1.90	easy_par	5	15.056	1 year	365	0.005510	y	 1	 18.57	 20.53	0	1	16.0163	4.5	easy_par	0.4792	n/a
 21.26	4.5	2.5046	 0.05	hard_par	10	17.282	1 year	365	0.001995	y	 1	 23.77	 25.77	5.25	2	21.2605	4.5	hard_par	n/a	-1.7083
 26.50	4.5	3.1759	-0.95	easy_par	5	 5.003	1 week	7	0.000095	b	 0	 29.68	 31.02	10.5	3	26.5047	4.5	easy_par	-0.5208	n/a
 37.01	4.5	4.1920	-0.01	hard_par	10	11.129	2 months	60	0.001881	b	 0	 41.20	 41.52	21	5	37.0098	4.5	hard_par	n/a	-2.7083
 42.25	4.5	2.0196	 1.90	easy_par	5	 5.055	2 days	2	0.005510	y	 1	 44.27	 46.77	26.25	6	42.2541	4.5	easy_par	0.4792	n/a
 47.51	4.5	0.0000	 0.01	hard_par	5	 5.201	3 weeks	21	0.001919	n/a	99	  0.00	 52.03	31.5	7	47.5149	4.5	hard_par	n/a	96.2917
 52.76	4.5	0.9158	-0.01	hard_par	10	16.866	1 year	365	0.001881	y	 1	 53.68	 57.27	36.75	8	52.7594	4.5	hard_par	n/a	-1.7083
 58.00	4.5	2.2216	 0.01	hard_par	5	 5.576	2 months	60	0.001919	b	 0	 60.23	 62.52	42	9	58.0036	4.5	hard_par	n/a	-2.7083
 63.26	4.5	2.0881	 0.05	hard_par	5	 5.209	3 weeks	21	0.001995	b	 0	 65.35	 67.78	47.25	10	63.2644	4.5	hard_par	n/a	-2.7083
 68.51	4.5	1.5914	-0.95	easy_par	5	 5.001	2 days	2	0.000095	b	 0	 70.10	 73.02	52.5	11	68.5087	4.5	easy_par	-0.5208	n/a
 73.75	4.5	1.9914	-0.99	easy_par	5	 5.001	1 week	7	0.000019	b	 0	 75.74	 78.27	57.75	12	73.753	4.5	easy_par	-0.5208	n/a
 79.01	4.5	2.4105	 0.05	hard_par	10	11.197	2 months	60	0.001995	y	 1	 81.42	 83.53	63	13	79.0139	4.5	hard_par	n/a	-1.7083
 84.26	4.5	1.6322	-0.05	hard_par	5	 5.190	3 weeks	21	0.001805	b	 0	 85.89	 88.77	68.25	14	84.2581	4.5	hard_par	n/a	-2.7083
 89.50	4.5	1.3541	 0.05	hard_par	5	 5.598	2 months	60	0.001995	b	 0	 90.86	 94.02	73.5	15	89.5024	4.5	hard_par	n/a	-2.7083
 94.76	4.5	1.3493	-0.95	easy_par	5	 5.029	2 months	60	0.000095	b	 0	 96.11	 99.28	78.75	16	94.7633	4.5	easy_par	-0.5208	n/a
100.01	4.5	2.3555	-0.05	hard_par	10	10.036	2 days	2	0.001805	y	 1	102.36	104.52	84	17	100.0075	4.5	hard_par	n/a	-1.7083
110.51	4.5	2.3602	-0.05	hard_par	10	16.588	1 year	365	0.001805	y	 1	112.87	115.03	94.5	19	110.5127	4.5	hard_par	n/a	-1.7083
115.76	4.5	2.6210	 0.01	hard_par	10	10.403	3 weeks	21	0.001919	y	 1	118.38	120.27	99.75	20	115.7569	4.5	hard_par	n/a	-1.7083
121.00	4.5	1.8589	-0.99	easy_par	10	10.023	4 months	120	0.000019	b	 0	122.86	125.52	105	21	121.0012	4.5	easy_par	-0.5208	n/a
126.26	4.5	3.9666	-0.05	hard_par	5	 6.083	4 months	120	0.001805	b	 0	130.23	130.78	110.25	22	126.2621	4.5	hard_par	n/a	-2.7083
131.51	4.5	1.4402	 0.01	hard_par	10	17.004	1 year	365	0.001919	y	 1	132.95	136.02	115.5	23	131.5064	4.5	hard_par	n/a	-1.7083
136.77	4.5	2.8415	-0.05	hard_par	5	 5.063	1 week	7	0.001805	b	 0	139.61	141.28	120.75	24	136.7673	4.5	hard_par	n/a	-2.7083
142.01	4.5	2.8769	-0.05	hard_par	10	10.379	3 weeks	21	0.001805	y	 1	144.89	146.53	126	25	142.0115	4.5	hard_par	n/a	-1.7083
147.26	4.5	2.4409	-0.01	hard_par	5	 6.129	4 months	120	0.001881	y	 1	149.70	151.77	131.25	26	147.2558	4.5	hard_par	n/a	-1.7083
152.52	4.5	1.7491	-0.95	easy_par	5	 5.173	1 year	365	0.000095	b	 0	154.27	157.03	136.5	27	152.5168	4.5	easy_par	-0.5208	n/a
157.76	4.5	2.4410	-0.01	hard_par	10	10.132	1 week	7	0.001881	b	 0	160.20	162.28	141.75	28	157.7609	4.5	hard_par	n/a	-2.7083
163.01	4.5	2.8471	-0.01	hard_par	10	12.257	4 months	120	0.001881	y	 1	165.85	167.52	147	29	163.0052	4.5	hard_par	n/a	-1.7083
168.27	4.5	3.5374	-0.05	hard_par	5	 8.294	1 year	365	0.001805	b	 0	171.80	172.78	152.25	30	168.2661	4.5	hard_par	n/a	-2.7083
173.51	4.5	1.2108	-0.95	easy_par	10	10.002	2 days	2	0.000095	b	 0	174.72	178.02	157.5	31	173.5104	4.5	easy_par	-0.5208	n/a
184.02	4.5	2.5238	-0.01	hard_par	10	10.395	3 weeks	21	0.001881	y	 1	186.54	188.53	168	33	184.0156	4.5	hard_par	n/a	-1.7083
189.26	4.5	1.7250	 0.05	hard_par	10	12.394	4 months	120	0.001995	y	 1	190.98	193.77	173.25	34	189.2598	4.5	hard_par	n/a	-1.7083
194.50	4.5	2.3940	 1.90	easy_par	5	 6.653	2 months	60	0.005510	y	 1	196.90	199.02	178.5	35	194.5039	4.5	easy_par	0.4792	n/a
199.76	4.5	4.0471	-0.01	hard_par	5	 8.433	1 year	365	0.001881	b	 0	203.81	204.28	183.75	36	199.7649	4.5	hard_par	n/a	-2.7083
205.01	4.5	1.7466	 1.90	easy_par	10	13.306	2 months	60	0.005510	y	 1	206.76	209.52	189	37	205.0093	4.5	easy_par	0.4792	n/a
210.25	4.5	1.4615	-0.99	easy_par	5	 5.011	4 months	120	0.000019	b	 0	211.71	214.77	194.25	38	210.2535	4.5	easy_par	-0.5208	n/a
215.51	4.5	2.9017	 0.01	hard_par	5	 6.151	4 months	120	0.001919	y	 1	218.42	220.03	199.5	39	215.5142	4.5	hard_par	n/a	-1.7083
220.76	4.5	3.1219	-0.95	easy_par	10	10.007	1 week	7	0.000095	y	 1	223.88	225.27	204.75	40	220.7586	4.5	easy_par	0.4792	n/a
226.00	4.5	3.5037	-0.05	hard_par	5	 5.542	2 months	60	0.001805	b	 0	229.51	230.52	210	41	226.0028	4.5	hard_par	n/a	-2.7083
231.26	4.5	1.5124	 0.05	hard_par	5	 6.197	4 months	120	0.001995	y	 1	232.78	235.78	215.25	42	231.2637	4.5	hard_par	n/a	-1.7083
236.51	4.5	1.6523	-0.01	hard_par	5	 5.198	3 weeks	21	0.001881	b	 0	238.16	241.02	220.5	43	236.508	4.5	hard_par	n/a	-2.7083
241.75	4.5	1.6092	-0.95	easy_par	5	 5.010	3 weeks	21	0.000095	b	 0	243.36	246.27	225.75	44	241.7522	4.5	easy_par	-0.5208	n/a
247.01	4.5	2.0831	 1.90	easy_par	5	 5.579	3 weeks	21	0.005510	y	 1	249.10	251.53	231	45	247.0131	4.5	easy_par	0.4792	n/a
257.50	4.5	3.3307	 0.01	hard_par	5	 5.067	1 week	7	0.001919	y	 1	260.83	262.02	241.5	47	257.5017	4.5	hard_par	n/a	-1.7083
262.76	4.5	1.9984	 0.01	hard_par	10	11.151	2 months	60	0.001919	y	 1	264.76	267.28	246.75	48	262.7626	4.5	hard_par	n/a	-1.7083
268.01	4.5	1.6270	-0.95	easy_par	10	10.347	1 year	365	0.000095	b	 0	269.63	272.52	252	49	268.0067	4.5	easy_par	-0.5208	n/a
273.25	4.5	2.6233	 0.05	hard_par	10	10.419	3 weeks	21	0.001995	y	 1	275.87	277.77	257.25	50	273.2511	4.5	hard_par	n/a	-1.7083
278.51	4.5	4.3859	 0.01	hard_par	5	 8.502	1 year	365	0.001919	b	 0	282.90	283.03	262.5	51	278.512	4.5	hard_par	n/a	-2.7083
283.76	4.5	1.4215	-0.99	easy_par	10	10.001	1 week	7	0.000019	b	 0	285.18	288.27	267.75	52	283.7562	4.5	easy_par	-0.5208	n/a
289.02	4.5	1.2255	 2.00	easy_par	5	 6.710	2 months	60	0.005700	y	 1	290.24	293.53	273	53	289.0171	4.5	easy_par	0.4792	n/a
294.26	4.5	1.6929	 1.90	easy_par	10	10.110	2 days	2	0.005510	y	 1	295.95	298.78	278.25	54	294.2614	4.5	easy_par	0.4792	n/a
299.51	4.5	2.1509	 0.01	hard_par	10	10.134	1 week	7	0.001919	b	 0	301.66	304.02	283.5	55	299.5057	4.5	hard_par	n/a	-2.7083
304.77	4.5	2.2121	-0.05	hard_par	10	10.126	1 week	7	0.001805	y	 1	306.98	309.28	288.75	56	304.7665	4.5	hard_par	n/a	-1.7083
310.01	4.5	1.8013	 2.00	easy_par	10	10.114	2 days	2	0.005700	y	 1	311.81	314.52	294	57	310.0108	4.5	easy_par	0.4792	n/a
315.25	4.5	1.1475	 2.00	easy_par	10	10.399	1 week	7	0.005700	y	 1	316.40	319.77	299.25	58	315.255	4.5	easy_par	0.4792	n/a
320.52	4.5	2.9026	-0.05	hard_par	10	12.166	4 months	120	0.001805	y	 1	323.42	325.03	304.5	59	320.5158	4.5	hard_par	n/a	-1.7083
331.00	4.5	1.3096	-0.95	easy_par	10	10.114	4 months	120	0.000095	b	 0	332.31	335.52	315	61	331.0045	4.5	easy_par	-0.5208	n/a
336.27	4.5	1.3767	-0.99	easy_par	5	 5.035	1 year	365	0.000019	b	 0	337.64	340.78	320.25	62	336.2653	4.5	easy_par	-0.5208	n/a
341.51	4.5	2.5243	-0.01	hard_par	5	 5.564	2 months	60	0.001881	b	 0	344.03	346.02	325.5	63	341.5096	4.5	hard_par	n/a	-2.7083
346.75	4.5	2.2804	 0.05	hard_par	5	 5.070	1 week	7	0.001995	y	 1	349.03	351.27	330.75	64	346.7539	4.5	hard_par	n/a	-1.7083
352.01	4.5	1.6115	-0.99	easy_par	5	 5.002	3 weeks	21	0.000019	b	 0	353.63	356.53	336	65	352.0147	4.5	easy_par	-0.5208	n/a
357.26	4.5	1.9892	 2.00	easy_par	5	 5.057	2 days	2	0.005700	y	 1	359.25	361.77	341.25	66	357.2591	4.5	easy_par	0.4792	n/a
