onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.00	4.5	2.4530	 1.90	easy_par	5	317.787	1 year	365	0.171390	y	1	 18.46	 20.52	0	1	16.0046	4.5	easy_par	0.5417	n/a
 21.27	4.5	1.5583	 0.05	hard_par	10	236.501	1 year	365	0.062055	y	1	 22.82	 25.78	5.25	2	21.2655	4.5	hard_par	n/a	0.4583
 26.51	4.5	1.5421	-0.95	easy_par	5	  5.103	1 week	7	0.002955	b	0	 28.05	 31.02	10.5	3	26.5098	4.5	easy_par	-0.4583	n/a
 37.01	4.5	2.3311	-0.01	hard_par	10	 45.105	2 months	60	0.058509	y	1	 39.35	 41.53	21	5	37.0149	4.5	hard_par	n/a	0.4583
 42.26	4.5	1.3679	 1.90	easy_par	5	  6.714	2 days	2	0.171390	b	0	 43.63	 46.77	26.25	6	42.2592	4.5	easy_par	-0.4583	n/a
 47.50	4.5	1.7890	 0.01	hard_par	5	 11.268	3 weeks	21	0.059691	b	0	 49.29	 52.02	31.5	7	47.5034	4.5	hard_par	n/a	-0.5417
 52.76	4.5	1.2465	-0.01	hard_par	10	223.558	1 year	365	0.058509	y	1	 54.01	 57.28	36.75	8	52.7644	4.5	hard_par	n/a	0.4583
 58.01	4.5	1.7705	 0.01	hard_par	5	 22.907	2 months	60	0.059691	y	1	 59.78	 62.52	42	9	58.0086	4.5	hard_par	n/a	0.4583
 63.25	4.5	1.6321	 0.05	hard_par	5	 11.516	3 weeks	21	0.062055	b	0	 64.88	 67.77	47.25	10	63.2528	4.5	hard_par	n/a	-0.5417
 68.51	4.5	1.0354	-0.95	easy_par	5	  5.030	2 days	2	0.002955	b	0	 69.55	 73.03	52.5	11	68.5138	4.5	easy_par	-0.4583	n/a
 73.76	4.5	1.2366	-0.99	easy_par	5	  5.021	1 week	7	0.000591	b	0	 74.99	 78.27	57.75	12	73.758	4.5	easy_par	-0.4583	n/a
 79.00	4.5	1.8013	 0.05	hard_par	10	 47.233	2 months	60	0.062055	y	1	 80.80	 83.52	63	13	79.0023	4.5	hard_par	n/a	0.4583
 84.26	4.5	1.7227	-0.05	hard_par	5	 10.895	3 weeks	21	0.056145	b	0	 85.99	 88.78	68.25	14	84.2632	4.5	hard_par	n/a	-0.5417
 89.51	4.5	1.8788	 0.05	hard_par	5	 23.617	2 months	60	0.062055	b	0	 91.39	 94.02	73.5	15	89.5074	4.5	hard_par	n/a	-0.5417
 94.75	4.5	1.3144	-0.95	easy_par	5	  5.887	2 months	60	0.002955	b	0	 96.07	 99.27	78.75	16	94.7517	4.5	easy_par	-0.4583	n/a
100.01	4.5	1.5818	-0.05	hard_par	10	 11.123	2 days	2	0.056145	b	0	101.59	104.53	84	17	100.0127	4.5	hard_par	n/a	-0.5417
110.50	4.5	1.0789	-0.05	hard_par	10	214.929	1 year	365	0.056145	y	1	111.58	115.02	94.5	19	110.5012	4.5	hard_par	n/a	0.4583
115.76	4.5	1.9478	 0.01	hard_par	10	 22.535	3 weeks	21	0.059691	b	0	117.71	120.28	99.75	20	115.762	4.5	hard_par	n/a	-0.5417
121.01	4.5	1.3010	-0.99	easy_par	10	 10.709	4 months	120	0.000591	b	0	122.31	125.52	105	21	121.0061	4.5	easy_par	-0.4583	n/a
126.27	4.5	1.7271	-0.05	hard_par	5	 38.687	4 months	120	0.056145	y	1	127.99	130.78	110.25	22	126.2672	4.5	hard_par	n/a	0.4583
