onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
115.77	4.5	1.8008	-0.01	hard_par	10	10.471	1 week	7	0.006732	y	1	117.57	120.28	99.75	20	115.7668	4.5	hard_par	n/a	0.3125
121.01	4.5	1.0524	-0.95	easy_par	5	 5.003	2 days	2	0.000340	b	0	122.06	125.53	105	21	121.011	4.5	easy_par	-0.5	n/a
126.26	4.5	1.4818	 0.01	hard_par	5	 5.240	1 week	7	0.006868	y	1	127.74	130.77	110.25	22	126.2553	4.5	hard_par	n/a	0.3125
131.52	4.5	1.1782	 0.01	hard_par	5	 5.721	3 weeks	21	0.006868	y	1	132.69	136.03	115.5	23	131.5161	4.5	hard_par	n/a	0.3125
136.76	4.5	2.1030	-0.01	hard_par	10	14.039	2 months	60	0.006732	y	1	138.86	141.27	120.75	24	136.7604	4.5	hard_par	n/a	0.3125
142.00	4.5	2.0732	-0.01	hard_par	10	10.135	2 days	2	0.006732	y	1	144.08	146.52	126	25	142.0048	4.5	hard_par	n/a	0.3125
147.27	4.5	1.1402	 0.05	hard_par	5	 5.250	1 week	7	0.007140	y	1	148.41	151.78	131.25	26	147.2655	4.5	hard_par	n/a	0.3125
152.51	4.5	1.9044	-0.05	hard_par	10	17.752	4 months	120	0.006460	b	0	154.41	157.02	136.5	27	152.5099	4.5	hard_par	n/a	-0.6875
157.75	4.5	2.7496	-0.05	hard_par	10	33.579	1 year	365	0.006460	b	0	160.50	162.27	141.75	28	157.7542	4.5	hard_par	n/a	-0.6875
163.01	4.5	1.6087	-0.95	easy_par	5	 5.204	4 months	120	0.000340	b	0	164.62	167.53	147	29	163.015	4.5	easy_par	-0.5	n/a
168.26	4.5	1.7716	-0.95	easy_par	10	10.024	1 week	7	0.000340	y	1	170.03	172.77	152.25	30	168.2593	4.5	easy_par	0.5	n/a
178.76	4.5	2.7543	-0.95	easy_par	10	10.204	2 months	60	0.000340	y	1	181.52	183.28	162.75	32	178.7644	4.5	easy_par	0.5	n/a
184.01	4.5	1.3178	 2.00	easy_par	5	11.120	2 months	60	0.020400	y	1	185.33	188.52	168	33	184.0087	4.5	easy_par	0.5	n/a
189.25	4.5	2.2194	 0.01	hard_par	5	 9.121	4 months	120	0.006868	b	0	191.47	193.77	173.25	34	189.253	4.5	hard_par	n/a	-0.6875
194.51	4.5	1.6196	 2.00	easy_par	10	10.408	2 days	2	0.020400	y	1	196.13	199.03	178.5	35	194.5138	4.5	easy_par	0.5	n/a
199.76	4.5	1.4878	 0.05	hard_par	5	 9.284	4 months	120	0.007140	b	0	201.25	204.27	183.75	36	199.7581	4.5	hard_par	n/a	-0.6875
205.00	4.5	1.3549	 0.01	hard_par	5	 5.069	2 days	2	0.006868	y	1	206.36	209.52	189	37	205.0023	4.5	hard_par	n/a	0.3125
210.26	4.5	2.3022	-0.01	hard_par	10	34.572	1 year	365	0.006732	y	1	212.57	214.78	194.25	38	210.2632	4.5	hard_par	n/a	0.3125
215.51	4.5	1.0755	-0.05	hard_par	5	 5.065	2 days	2	0.006460	y	1	216.58	220.02	199.5	39	215.5075	4.5	hard_par	n/a	0.3125
220.75	4.5	1.3923	-0.01	hard_par	5	 5.707	3 weeks	21	0.006732	y	1	222.14	225.27	204.75	40	220.7518	4.5	hard_par	n/a	0.3125
226.01	4.5	2.3569	-0.99	easy_par	10	10.005	1 week	7	0.000068	b	0	228.37	230.53	210	41	226.0126	4.5	easy_par	-0.5	n/a
231.26	4.5	1.7497	 0.01	hard_par	10	14.121	2 months	60	0.006868	y	1	233.01	235.77	215.25	42	231.2569	4.5	hard_par	n/a	0.3125
236.50	4.5	2.4583	 2.00	easy_par	5	42.230	1 year	365	0.020400	y	1	238.96	241.02	220.5	43	236.5012	4.5	easy_par	0.5	n/a
241.76	4.5	3.2837	 0.01	hard_par	10	18.242	4 months	120	0.006868	y	1	245.05	246.28	225.75	44	241.762	4.5	hard_par	n/a	0.3125
252.27	4.5	1.7882	 1.90	easy_par	5	16.832	4 months	120	0.019720	b	0	254.06	256.78	236.25	46	252.2671	4.5	easy_par	-0.5	n/a
257.51	4.5	1.4459	-0.01	hard_par	5	 5.236	1 week	7	0.006732	y	1	258.96	262.03	241.5	47	257.5114	4.5	hard_par	n/a	0.3125
262.76	4.5	1.0099	-0.01	hard_par	5	 5.067	2 days	2	0.006732	y	1	263.77	267.27	246.75	48	262.7558	4.5	hard_par	n/a	0.3125
268.02	4.5	1.1026	 0.05	hard_par	10	10.500	1 week	7	0.007140	y	1	269.12	272.53	252	49	268.0167	4.5	hard_par	n/a	0.3125
273.26	4.5	0.9769	-0.05	hard_par	10	10.452	1 week	7	0.006460	y	1	274.24	277.78	257.25	50	273.2608	4.5	hard_par	n/a	0.3125
278.51	4.5	1.3905	 0.01	hard_par	10	10.137	2 days	2	0.006868	y	1	279.90	283.02	262.5	51	278.5051	4.5	hard_par	n/a	0.3125
283.77	4.5	1.7449	 0.05	hard_par	10	14.284	2 months	60	0.007140	y	1	285.51	288.28	267.75	52	283.7661	4.5	hard_par	n/a	0.3125
289.01	4.5	1.5710	 2.00	easy_par	10	11.428	1 week	7	0.020400	y	1	290.58	293.52	273	53	289.0103	4.5	easy_par	0.5	n/a
294.25	4.5	1.4149	-0.99	easy_par	5	 5.124	1 year	365	0.000068	b	0	295.67	298.77	278.25	54	294.2545	4.5	easy_par	-0.5	n/a
299.52	4.5	1.3897	-0.05	hard_par	10	11.357	3 weeks	21	0.006460	y	1	300.91	304.03	283.5	55	299.5154	4.5	hard_par	n/a	0.3125
304.76	4.5	1.6381	 0.01	hard_par	10	35.068	1 year	365	0.006868	y	1	306.40	309.27	288.75	56	304.7597	4.5	hard_par	n/a	0.3125
310.00	4.5	1.8850	 0.05	hard_par	5	 7.142	2 months	60	0.007140	y	1	311.89	314.52	294	57	310.004	4.5	hard_par	n/a	0.3125
315.26	4.5	1.7909	 2.00	easy_par	5	 5.714	1 week	7	0.020400	y	1	317.06	319.78	299.25	58	315.2648	4.5	easy_par	0.5	n/a
325.75	4.5	1.1740	 1.90	easy_par	5	 7.071	3 weeks	21	0.019720	y	1	326.93	330.27	309.75	60	325.7534	4.5	easy_par	0.5	n/a
331.01	4.5	1.0405	-0.99	easy_par	5	 5.007	3 weeks	21	0.000068	b	0	332.05	335.53	315	61	331.0143	4.5	easy_par	-0.5	n/a
336.26	4.5	1.6941	 0.05	hard_par	10	11.499	3 weeks	21	0.007140	y	1	337.95	340.77	320.25	62	336.2586	4.5	hard_par	n/a	0.3125
341.50	4.5	1.2990	-0.01	hard_par	5	 9.039	4 months	120	0.006732	b	0	342.80	346.02	325.5	63	341.5028	4.5	hard_par	n/a	-0.6875
346.76	4.5	2.1622	 0.01	hard_par	5	 7.060	2 months	60	0.006868	y	1	348.93	351.28	330.75	64	346.7637	4.5	hard_par	n/a	0.3125
352.01	4.5	2.0735	 1.90	easy_par	5	 5.690	1 week	7	0.019720	y	1	354.08	356.52	336	65	352.008	4.5	easy_par	0.5	n/a
357.25	4.5	1.7965	-0.99	easy_par	5	 5.041	4 months	120	0.000068	b	0	359.05	361.77	341.25	66	357.2521	4.5	easy_par	-0.5	n/a
362.51	4.5	1.5409	 2.00	easy_par	10	34.480	4 months	120	0.020400	y	1	364.05	367.03	346.5	67	362.513	4.5	easy_par	0.5	n/a
367.76	4.5	2.6355	-0.01	hard_par	5	 7.020	2 months	60	0.006732	y	1	370.39	372.27	351.75	68	367.7574	4.5	hard_par	n/a	0.3125
373.00	4.5	1.5158	 1.90	easy_par	5	40.989	1 year	365	0.019720	y	1	374.52	377.52	357	69	373.0016	4.5	easy_par	0.5	n/a
378.26	4.5	1.8402	-0.99	easy_par	5	 5.020	2 months	60	0.000068	y	1	380.10	382.78	362.25	70	378.2624	4.5	easy_par	0.5	n/a
383.51	4.5	3.1313	-0.01	hard_par	10	18.078	4 months	120	0.006732	y	1	386.64	388.02	367.5	71	383.5068	4.5	hard_par	n/a	0.3125
388.75	4.5	1.4093	 1.90	easy_par	10	14.141	3 weeks	21	0.019720	y	1	390.16	393.27	372.75	72	388.7509	4.5	easy_par	0.5	n/a
399.26	4.5	1.7577	-0.99	easy_par	10	10.001	2 days	2	0.000068	b	0	401.01	403.77	383.25	74	399.2562	4.5	easy_par	-0.5	n/a
404.52	4.5	1.8267	 0.05	hard_par	5	18.030	1 year	365	0.007140	b	0	406.34	409.03	388.5	75	404.5171	4.5	hard_par	n/a	-0.6875
409.76	4.5	2.2548	 0.05	hard_par	10	18.568	4 months	120	0.007140	y	1	412.02	414.28	393.75	76	409.7613	4.5	hard_par	n/a	0.3125
415.01	4.5	1.0481	 1.90	easy_par	10	11.380	1 week	7	0.019720	y	1	416.05	419.52	399	77	415.0057	4.5	easy_par	0.5	n/a
420.27	4.5	1.3191	 1.90	easy_par	10	81.978	1 year	365	0.019720	y	1	421.59	424.78	404.25	78	420.2664	4.5	easy_par	0.5	n/a
425.51	4.5	3.0633	 2.00	easy_par	5	17.240	4 months	120	0.020400	b	0	428.57	430.02	409.5	79	425.5107	4.5	easy_par	-0.5	n/a
430.76	4.5	2.1788	 2.00	easy_par	5	 7.142	3 weeks	21	0.020400	y	1	432.93	435.27	414.75	80	430.755	4.5	easy_par	0.5	n/a
436.02	4.5	1.5261	-0.99	easy_par	5	 5.002	1 week	7	0.000068	b	0	437.54	440.53	420	81	436.0159	4.5	easy_par	-0.5	n/a
441.26	4.5	1.3730	-0.99	easy_par	10	10.248	1 year	365	0.000068	b	0	442.63	445.77	425.25	82	441.2602	4.5	easy_par	-0.5	n/a
446.50	4.5	1.1838	-0.95	easy_par	10	10.408	4 months	120	0.000340	b	0	447.69	451.02	430.5	83	446.5044	4.5	easy_par	-0.5	n/a
451.77	4.5	1.2290	-0.05	hard_par	5	 8.876	4 months	120	0.006460	b	0	452.99	456.28	435.75	84	451.7653	4.5	hard_par	n/a	-0.6875
457.01	4.5	1.8870	-0.95	easy_par	5	 5.036	3 weeks	21	0.000340	b	0	458.90	461.52	441	85	457.0096	4.5	easy_par	-0.5	n/a
462.25	4.5	1.5999	-0.95	easy_par	10	11.241	1 year	365	0.000340	b	0	463.85	466.77	446.25	86	462.2538	4.5	easy_par	-0.5	n/a
472.76	4.5	0.9588	 0.05	hard_par	5	 5.071	2 days	2	0.007140	b	0	473.72	477.27	456.75	88	472.759	4.5	hard_par	n/a	-0.6875
478.00	4.5	1.5086	 2.00	easy_par	10	22.240	2 months	60	0.020400	y	1	479.51	482.52	462	89	478.0031	4.5	easy_par	0.5	n/a
483.26	4.5	1.4861	-0.95	easy_par	5	 5.102	2 months	60	0.000340	b	0	484.75	487.78	467.25	90	483.2641	4.5	easy_par	-0.5	n/a
488.51	4.5	1.4821	-0.95	easy_par	10	10.071	3 weeks	21	0.000340	b	0	489.99	493.02	472.5	91	488.5091	4.5	easy_par	-0.5	n/a
493.75	4.5	2.5184	-0.05	hard_par	10	13.876	2 months	60	0.006460	y	1	496.27	498.27	477.75	92	493.7527	4.5	hard_par	n/a	0.3125
499.01	4.5	1.7529	-0.05	hard_par	5	 5.226	1 week	7	0.006460	y	1	500.77	503.53	483	93	499.0135	4.5	hard_par	n/a	0.3125
504.26	4.5	2.3342	 2.00	easy_par	5	 5.204	2 days	2	0.020400	y	1	506.59	508.77	488.25	94	504.2578	4.5	easy_par	0.5	n/a
509.50	4.5	2.3672	 0.05	hard_par	5	 5.750	3 weeks	21	0.007140	y	1	511.87	514.02	493.5	95	509.502	4.5	hard_par	n/a	0.3125
514.76	4.5	2.7750	-0.05	hard_par	5	 6.938	2 months	60	0.006460	b	0	517.54	519.28	498.75	96	514.763	4.5	hard_par	n/a	-0.6875
520.01	4.5	1.2789	 2.00	easy_par	10	84.460	1 year	365	0.020400	y	1	521.29	524.52	504	97	520.0072	4.5	easy_par	0.5	n/a
525.25	4.5	1.1629	-0.99	easy_par	10	10.014	3 weeks	21	0.000068	b	0	526.41	529.77	509.25	98	525.2515	4.5	easy_par	-0.5	n/a
530.51	4.5	1.6567	 0.05	hard_par	10	10.143	2 days	2	0.007140	b	0	532.17	535.03	514.5	99	530.5124	4.5	hard_par	n/a	-0.6875
535.76	4.5	1.6109	 1.90	easy_par	10	21.832	2 months	60	0.019720	y	1	537.37	540.27	519.75	100	535.7565	4.5	easy_par	0.5	n/a
546.26	4.5	1.0733	-0.95	easy_par	5	 5.012	1 week	7	0.000340	b	0	547.34	550.78	530.25	102	546.2617	4.5	easy_par	-0.5	n/a
551.51	4.5	1.1674	-0.95	easy_par	5	 5.621	1 year	365	0.000340	b	0	552.67	556.02	535.5	103	551.5061	4.5	easy_par	-0.5	n/a
556.77	4.5	1.5273	 0.01	hard_par	5	17.534	1 year	365	0.006868	b	0	558.29	561.28	540.75	104	556.7668	4.5	hard_par	n/a	-0.6875
