onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.00	4.5	0.0000	-0.05	hard_par	10	15.548	1 year	365	0.001520	n/a	99	  0.00	 20.52	0	1	16.001	4.5	hard_par	n/a	96.375
 21.26	4.5	1.3098	 1.90	easy_par	10	26.936	1 year	365	0.004640	y	 1	 22.57	 25.78	5.25	2	21.2619	4.5	easy_par	-3.4792	n/a
 26.51	4.5	1.8261	 0.05	hard_par	5	 5.017	2 days	2	0.001680	b	 0	 28.33	 31.02	10.5	3	26.5062	4.5	hard_par	n/a	-2.625
 37.01	4.5	0.9982	-0.99	easy_par	5	 5.010	4 months	120	0.000016	b	 0	 38.01	 41.53	21	5	37.0113	4.5	easy_par	-4.4792	n/a
 42.26	4.5	1.2557	-0.99	easy_par	10	10.000	2 days	2	0.000016	b	 0	 43.51	 46.77	26.25	6	42.2555	4.5	easy_par	-4.4792	n/a
 47.52	4.5	2.0274	 0.01	hard_par	10	10.113	1 week	7	0.001616	b	 0	 49.54	 52.03	31.5	7	47.5164	4.5	hard_par	n/a	-2.625
 52.76	4.5	1.6907	 2.00	easy_par	5	13.760	1 year	365	0.004800	r	99	 54.45	 57.27	36.75	8	52.7606	4.5	easy_par	94.5208	n/a
 58.01	4.5	1.6523	 1.90	easy_par	5	 6.392	2 months	60	0.004640	r	99	 59.66	 62.52	42	9	58.005	4.5	easy_par	94.5208	n/a
 63.27	4.5	2.7459	 0.05	hard_par	5	 5.504	2 months	60	0.001680	y	 1	 66.01	 67.78	47.25	10	63.2657	4.5	hard_par	n/a	-1.625
 68.51	4.5	4.0376	-0.99	easy_par	5	 5.000	2 days	2	0.000016	b	 0	 72.55	 73.02	52.5	11	68.51	4.5	easy_par	-4.4792	n/a
 73.75	4.5	3.1255	-0.95	easy_par	10	10.096	4 months	120	0.000080	b	 0	 76.88	 78.27	57.75	12	73.7544	4.5	easy_par	-4.4792	n/a
