onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.01	4.5	2.6651	 1.90	easy_par	10	10.670	3 weeks	21	0.003190	b	0	 18.68	 20.53	0	1	16.0115	4.5	easy_par	-0.2917	n/a
 21.26	4.5	1.8044	-0.95	easy_par	10	10.001	2 days	2	0.000055	b	0	 23.06	 25.77	5.25	2	21.2557	4.5	easy_par	-0.2917	n/a
 31.76	4.5	4.1991	 2.00	easy_par	5	 6.980	4 months	120	0.003300	b	0	 35.96	 36.28	15.75	4	31.7608	4.5	easy_par	-0.2917	n/a
 37.01	4.5	1.2163	-0.99	easy_par	5	 5.020	1 year	365	0.000011	b	0	 38.22	 41.52	21	5	37.0053	4.5	easy_par	-0.2917	n/a
 42.27	4.5	2.8836	-0.01	hard_par	10	13.975	1 year	365	0.001089	b	0	 45.15	 46.78	26.25	6	42.2661	4.5	hard_par	n/a	-0.0208
 47.51	4.5	1.7114	 1.90	easy_par	5	 5.112	1 week	7	0.003190	y	1	 49.22	 52.02	31.5	7	47.5103	4.5	easy_par	0.7083	n/a
 52.75	4.5	1.6108	-0.95	easy_par	10	10.201	1 year	365	0.000055	b	0	 54.37	 57.27	36.75	8	52.7546	4.5	easy_par	-0.2917	n/a
 58.02	4.5	1.0622	-0.99	easy_par	5	 5.003	2 months	60	0.000011	b	0	 59.08	 62.53	42	9	58.0154	4.5	easy_par	-0.2917	n/a
 63.26	4.5	1.9082	-0.05	hard_par	10	10.627	2 months	60	0.001045	b	0	 65.17	 67.77	47.25	10	63.2598	4.5	hard_par	n/a	-0.0208
 68.50	4.5	1.0213	-0.05	hard_par	10	10.073	1 week	7	0.001045	b	0	 69.53	 73.02	52.5	11	68.5039	4.5	hard_par	n/a	-0.0208
 73.76	4.5	1.4425	-0.01	hard_par	10	10.076	1 week	7	0.001089	b	0	 75.21	 78.28	57.75	12	73.765	4.5	hard_par	n/a	-0.0208
 79.01	4.5	1.1005	 1.90	easy_par	10	10.064	2 days	2	0.003190	b	0	 80.11	 83.52	63	13	79.0091	4.5	easy_par	-0.2917	n/a
 84.25	4.5	2.4722	 2.00	easy_par	5	 5.346	3 weeks	21	0.003300	y	1	 86.73	 88.77	68.25	14	84.2534	4.5	easy_par	0.7083	n/a
 89.51	4.5	3.1153	 2.00	easy_par	10	10.693	3 weeks	21	0.003300	b	0	 92.63	 94.03	73.5	15	89.5143	4.5	easy_par	-0.2917	n/a
 94.76	4.5	2.3280	 2.00	easy_par	10	22.045	1 year	365	0.003300	y	1	 97.09	 99.27	78.75	16	94.7586	4.5	easy_par	0.7083	n/a
105.26	4.5	2.1679	-0.01	hard_par	5	 6.987	1 year	365	0.001089	b	0	107.43	109.78	89.25	18	105.2636	4.5	hard_par	n/a	-0.0208
110.51	4.5	1.1309	 0.01	hard_par	10	10.022	2 days	2	0.001111	b	0	111.64	115.02	94.5	19	110.508	4.5	hard_par	n/a	-0.0208
115.75	4.5	1.6134	 0.05	hard_par	5	 5.012	2 days	2	0.001155	b	0	117.37	120.27	99.75	20	115.7522	4.5	hard_par	n/a	-0.0208
121.01	4.5	0.9845	 1.90	easy_par	5	 5.032	2 days	2	0.003190	b	0	122.00	125.53	105	21	121.0131	4.5	easy_par	-0.2917	n/a
126.26	4.5	1.5800	-0.01	hard_par	10	10.022	2 days	2	0.001089	b	0	127.84	130.77	110.25	22	126.2574	4.5	hard_par	n/a	-0.0208
131.50	4.5	1.4501	 0.01	hard_par	10	10.078	1 week	7	0.001111	b	0	132.95	136.02	115.5	23	131.5017	4.5	hard_par	n/a	-0.0208
136.76	4.5	2.0207	-0.95	easy_par	10	10.066	4 months	120	0.000055	b	0	138.78	141.28	120.75	24	136.7624	4.5	easy_par	-0.2917	n/a
142.01	4.5	1.2789	 2.00	easy_par	5	 5.033	2 days	2	0.003300	b	0	143.29	146.52	126	25	142.0068	4.5	easy_par	-0.2917	n/a
147.25	4.5	2.9885	 0.05	hard_par	5	 5.693	4 months	120	0.001155	b	0	150.24	151.77	131.25	26	147.251	4.5	hard_par	n/a	-0.0208
152.51	4.5	2.0212	 2.00	easy_par	5	 5.115	1 week	7	0.003300	y	1	154.53	157.03	136.5	27	152.5119	4.5	easy_par	0.7083	n/a
157.76	4.5	2.5960	 0.01	hard_par	5	 5.117	3 weeks	21	0.001111	b	0	160.35	162.27	141.75	28	157.7561	4.5	hard_par	n/a	-0.0208
163.02	4.5	2.7279	 0.05	hard_par	5	 5.346	2 months	60	0.001155	b	0	165.75	167.53	147	29	163.0171	4.5	hard_par	n/a	-0.0208
168.26	4.5	1.1600	 0.05	hard_par	10	10.023	2 days	2	0.001155	b	0	169.42	172.78	152.25	30	168.2613	4.5	hard_par	n/a	-0.0208
178.77	4.5	3.1927	-0.95	easy_par	5	 5.017	2 months	60	0.000055	b	0	181.96	183.28	162.75	32	178.7665	4.5	easy_par	-0.2917	n/a
184.01	4.5	1.6206	 0.05	hard_par	5	 5.040	1 week	7	0.001155	b	0	185.63	188.52	168	33	184.0108	4.5	hard_par	n/a	-0.0208
189.26	4.5	1.9455	 0.01	hard_par	5	 5.039	1 week	7	0.001111	b	0	191.20	193.77	173.25	34	189.2551	4.5	hard_par	n/a	-0.0208
194.52	4.5	1.6333	 1.90	easy_par	10	21.643	1 year	365	0.003190	y	1	196.15	199.03	178.5	35	194.5159	4.5	easy_par	0.7083	n/a
199.76	4.5	1.1525	-0.99	easy_par	10	10.001	1 week	7	0.000011	b	0	200.91	204.27	183.75	36	199.7603	4.5	easy_par	-0.2917	n/a
205.00	4.5	1.2653	-0.01	hard_par	5	 5.011	2 days	2	0.001089	b	0	206.27	209.52	189	37	205.0045	4.5	hard_par	n/a	-0.0208
210.27	4.5	2.2925	 0.01	hard_par	5	 7.028	1 year	365	0.001111	b	0	212.56	214.78	194.25	38	210.2652	4.5	hard_par	n/a	-0.0208
215.51	4.5	3.1365	 0.01	hard_par	10	14.055	1 year	365	0.001111	y	1	218.65	220.02	199.5	39	215.5096	4.5	hard_par	n/a	0.9792
220.75	4.5	1.1994	-0.01	hard_par	5	 5.114	3 weeks	21	0.001089	b	0	221.95	225.27	204.75	40	220.7538	4.5	hard_par	n/a	-0.0208
226.01	4.5	1.0148	-0.99	easy_par	5	 5.007	4 months	120	0.000011	b	0	227.03	230.53	210	41	226.0146	4.5	easy_par	-0.2917	n/a
231.26	4.5	3.4027	 2.00	easy_par	10	13.960	4 months	120	0.003300	y	1	234.66	235.77	215.25	42	231.259	4.5	easy_par	0.7083	n/a
236.50	4.5	1.4876	 0.05	hard_par	5	 7.108	1 year	365	0.001155	b	0	237.99	241.02	220.5	43	236.5032	4.5	hard_par	n/a	-0.0208
241.76	4.5	1.0579	-0.95	easy_par	10	10.004	1 week	7	0.000055	b	0	242.82	246.28	225.75	44	241.7641	4.5	easy_par	-0.2917	n/a
252.25	4.5	1.0082	-0.95	easy_par	10	10.033	2 months	60	0.000055	b	0	253.26	256.77	236.25	46	252.2528	4.5	easy_par	-0.2917	n/a
257.51	4.5	1.1241	-0.95	easy_par	5	 5.033	4 months	120	0.000055	b	0	258.64	262.03	241.5	47	257.5136	4.5	easy_par	-0.2917	n/a
262.76	4.5	2.5860	-0.05	hard_par	10	11.254	4 months	120	0.001045	b	0	265.34	267.27	246.75	48	262.7578	4.5	hard_par	n/a	-0.0208
268.00	4.5	1.3349	 1.90	easy_par	10	10.223	1 week	7	0.003190	b	0	269.34	272.52	252	49	268.0022	4.5	easy_par	-0.2917	n/a
273.26	4.5	1.2622	-0.99	easy_par	10	10.013	4 months	120	0.000011	b	0	274.53	277.78	257.25	50	273.2628	4.5	easy_par	-0.2917	n/a
278.51	4.5	2.7402	-0.05	hard_par	10	13.814	1 year	365	0.001045	b	0	281.25	283.02	262.5	51	278.5072	4.5	hard_par	n/a	-0.0208
283.75	4.5	1.9500	 2.00	easy_par	10	11.980	2 months	60	0.003300	y	1	285.70	288.27	267.75	52	283.7515	4.5	easy_par	0.7083	n/a
289.01	4.5	1.0899	-0.99	easy_par	10	10.000	2 days	2	0.000011	b	0	290.10	293.53	273	53	289.0124	4.5	easy_par	-0.2917	n/a
294.26	4.5	1.6693	-0.05	hard_par	10	10.219	3 weeks	21	0.001045	b	0	295.93	298.77	278.25	54	294.2565	4.5	hard_par	n/a	-0.0208
299.50	4.5	2.3613	 0.05	hard_par	5	 5.121	3 weeks	21	0.001155	b	0	301.86	304.02	283.5	55	299.5009	4.5	hard_par	n/a	-0.0208
304.76	4.5	0.8851	-0.99	easy_par	10	10.040	1 year	365	0.000011	b	0	305.65	309.28	288.75	56	304.7618	4.5	easy_par	-0.2917	n/a
310.01	4.5	3.1275	 1.90	easy_par	5	 5.957	2 months	60	0.003190	y	1	313.13	314.52	294	57	310.006	4.5	easy_par	0.7083	n/a
315.27	4.5	3.4826	 0.01	hard_par	10	11.333	4 months	120	0.001111	b	0	318.75	319.78	299.25	58	315.2669	4.5	hard_par	n/a	-0.0208
325.76	4.5	0.9462	-0.95	easy_par	5	 5.002	1 week	7	0.000055	b	0	326.70	330.27	309.75	60	325.7554	4.5	easy_par	-0.2917	n/a
331.02	4.5	1.0875	-0.99	easy_par	10	10.002	3 weeks	21	0.000011	b	0	332.10	335.53	315	61	331.0163	4.5	easy_par	-0.2917	n/a
336.26	4.5	2.0023	-0.01	hard_par	10	10.653	2 months	60	0.001089	b	0	338.26	340.77	320.25	62	336.2606	4.5	hard_par	n/a	-0.0208
341.50	4.5	1.0300	 0.05	hard_par	10	10.081	1 week	7	0.001155	b	0	342.53	346.02	325.5	63	341.5048	4.5	hard_par	n/a	-0.0208
346.77	4.5	1.0910	 0.01	hard_par	10	10.233	3 weeks	21	0.001111	b	0	347.86	351.28	330.75	64	346.7658	4.5	hard_par	n/a	-0.0208
352.01	4.5	1.7906	-0.95	easy_par	5	 5.001	2 days	2	0.000055	b	0	353.80	356.52	336	65	352.0099	4.5	easy_par	-0.2917	n/a
357.26	4.5	1.9030	-0.05	hard_par	5	 5.313	2 months	60	0.001045	b	0	359.16	361.77	341.25	66	357.2562	4.5	hard_par	n/a	-0.0208
362.52	4.5	0.6688	-0.99	easy_par	5	 5.000	1 week	7	0.000011	b	0	363.18	367.03	346.5	67	362.5152	4.5	easy_par	-0.2917	n/a
367.76	4.5	2.4063	-0.05	hard_par	5	 5.627	4 months	120	0.001045	b	0	370.17	372.27	351.75	68	367.7594	4.5	hard_par	n/a	-0.0208
373.00	4.5	0.8122	-0.95	easy_par	5	 5.006	3 weeks	21	0.000055	b	0	373.82	377.52	357	69	373.0038	4.5	easy_par	-0.2917	n/a
378.26	4.5	1.8478	 2.00	easy_par	5	 5.990	2 months	60	0.003300	y	1	380.11	382.78	362.25	70	378.2647	4.5	easy_par	0.7083	n/a
383.51	4.5	1.0285	-0.99	easy_par	10	10.007	2 months	60	0.000011	b	0	384.54	388.02	367.5	71	383.5088	4.5	easy_par	-0.2917	n/a
388.75	4.5	1.1520	-0.05	hard_par	5	 5.110	3 weeks	21	0.001045	b	0	389.91	393.27	372.75	72	388.7532	4.5	hard_par	n/a	-0.0208
399.26	4.5	0.8472	-0.05	hard_par	10	10.021	2 days	2	0.001045	b	0	400.11	403.77	383.25	74	399.2582	4.5	hard_par	n/a	-0.0208
404.50	4.5	3.2910	 1.90	easy_par	5	 5.335	3 weeks	21	0.003190	b	0	407.79	409.02	388.5	75	404.5025	4.5	easy_par	-0.2917	n/a
409.76	4.5	2.3967	-0.01	hard_par	10	10.229	3 weeks	21	0.001089	b	0	412.16	414.28	393.75	76	409.7634	4.5	hard_par	n/a	-0.0208
415.01	4.5	1.7499	-0.01	hard_par	5	 5.327	2 months	60	0.001089	b	0	416.76	419.52	399	77	415.0076	4.5	hard_par	n/a	-0.0208
420.25	4.5	1.5648	 0.05	hard_par	10	10.243	3 weeks	21	0.001155	b	0	421.82	424.77	404.25	78	420.252	4.5	hard_par	n/a	-0.0208
425.51	4.5	0.9884	 2.00	easy_par	10	10.066	2 days	2	0.003300	b	0	426.50	430.03	409.5	79	425.5128	4.5	easy_par	-0.2917	n/a
430.76	4.5	1.3938	-0.01	hard_par	5	 5.038	1 week	7	0.001089	b	0	432.15	435.27	414.75	80	430.7572	4.5	hard_par	n/a	-0.0208
436.00	4.5	4.0283	 0.05	hard_par	10	11.386	4 months	120	0.001155	b	0	440.03	440.52	420	81	436.0014	4.5	hard_par	n/a	-0.0208
441.26	4.5	3.7952	 1.90	easy_par	5	10.822	1 year	365	0.003190	y	1	445.06	445.78	425.25	82	441.2623	4.5	easy_par	0.7083	n/a
446.51	4.5	2.7882	-0.01	hard_par	10	11.307	4 months	120	0.001089	b	0	449.29	451.02	430.5	83	446.5065	4.5	hard_par	n/a	-0.0208
