onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
483.26	4.5	0.9185	 2.00	easy_par	5	 10.639	3 weeks	21	0.053700	y	1	484.18	487.78	467.25	90	483.2619	4.5	easy_par	0.5208	n/a
488.51	4.5	1.1533	 0.01	hard_par	10	 13.797	3 weeks	21	0.018079	y	1	489.66	493.02	472.5	91	488.5062	4.5	hard_par	n/a	0.4792
493.77	4.5	1.1540	 2.00	easy_par	5	  5.537	2 days	2	0.053700	y	1	494.92	498.28	477.75	92	493.7671	4.5	easy_par	0.5208	n/a
499.01	4.5	1.6169	-0.95	easy_par	5	  5.031	1 week	7	0.000895	y	1	500.63	503.53	483	93	499.0114	4.5	easy_par	0.5208	n/a
504.26	4.5	1.4440	-0.05	hard_par	10	 11.190	1 week	7	0.017005	y	1	505.70	508.77	488.25	94	504.2556	4.5	hard_par	n/a	0.4792
509.52	4.5	1.8385	-0.05	hard_par	10	 20.203	2 months	60	0.017005	y	1	511.36	514.03	493.5	95	509.5165	4.5	hard_par	n/a	0.4792
514.76	4.5	1.4085	 2.00	easy_par	10	 42.220	2 months	60	0.053700	y	1	516.17	519.27	498.75	96	514.7607	4.5	easy_par	0.5208	n/a
520.01	4.5	1.6137	 2.00	easy_par	10	206.005	1 year	365	0.053700	y	1	521.62	524.52	504	97	520.0051	4.5	easy_par	0.5208	n/a
525.27	4.5	1.8158	 1.90	easy_par	5	  6.817	1 week	7	0.051910	y	1	527.08	529.78	509.25	98	525.266	4.5	easy_par	0.5208	n/a
530.51	4.5	1.4433	-0.01	hard_par	5	 37.341	1 year	365	0.017721	y	1	531.95	535.02	514.5	99	530.5102	4.5	hard_par	n/a	0.4792
535.75	4.5	1.2066	 0.01	hard_par	10	 75.988	1 year	365	0.018079	y	1	536.96	540.27	519.75	100	535.7545	4.5	hard_par	n/a	0.4792
541.02	4.5	1.8530	-0.95	easy_par	5	  5.537	4 months	120	0.000895	b	0	542.87	545.53	525	101	541.0154	4.5	easy_par	-0.4792	n/a
551.50	4.5	1.2191	-0.05	hard_par	5	  5.170	2 days	2	0.017005	y	1	552.72	556.02	535.5	103	551.5038	4.5	hard_par	n/a	0.4792
556.76	4.5	1.6380	 0.05	hard_par	5	  6.973	3 weeks	21	0.018795	y	1	558.40	561.28	540.75	104	556.7649	4.5	hard_par	n/a	0.4792
