onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.01	4.5	2.1990	-0.05	hard_par	10	 72.068	1 year	365	0.017005	b	0	 18.21	 20.52	0	1	16.0073	4.5	hard_par	n/a	-0.5208
 21.25	4.5	1.9714	 1.90	easy_par	10	199.471	1 year	365	0.051910	y	1	 23.22	 25.77	5.25	2	21.2515	4.5	easy_par	0.5208	n/a
 26.51	4.5	1.5853	 0.05	hard_par	5	  5.188	2 days	2	0.018795	b	0	 28.10	 31.03	10.5	3	26.5124	4.5	hard_par	n/a	-0.5208
 37.00	4.5	1.3381	-0.99	easy_par	5	  5.107	4 months	120	0.000179	b	0	 38.34	 41.52	21	5	37.001	4.5	easy_par	-0.4792	n/a
 42.26	4.5	1.8856	-0.99	easy_par	10	 10.004	2 days	2	0.000179	b	0	 44.15	 46.78	26.25	6	42.2618	4.5	easy_par	-0.4792	n/a
 47.51	4.5	1.8317	 0.01	hard_par	10	 11.266	1 week	7	0.018079	b	0	 49.34	 52.02	31.5	7	47.5062	4.5	hard_par	n/a	-0.5208
 52.77	4.5	2.0901	 2.00	easy_par	5	103.002	1 year	365	0.053700	y	1	 54.86	 57.28	36.75	8	52.767	4.5	easy_par	0.5208	n/a
 58.01	4.5	1.4940	 1.90	easy_par	5	 20.573	2 months	60	0.051910	y	1	 59.51	 62.53	42	9	58.0113	4.5	easy_par	0.5208	n/a
 63.26	4.5	2.4018	 0.05	hard_par	5	 10.639	2 months	60	0.018795	b	0	 65.66	 67.77	47.25	10	63.2554	4.5	hard_par	n/a	-0.5208
 68.52	4.5	1.5503	-0.99	easy_par	5	  5.002	2 days	2	0.000179	b	0	 70.07	 73.03	52.5	11	68.5164	4.5	easy_par	-0.4792	n/a
 73.76	4.5	1.3318	-0.95	easy_par	10	 11.074	4 months	120	0.000895	b	0	 75.09	 78.27	57.75	12	73.7607	4.5	easy_par	-0.4792	n/a
 79.00	4.5	2.3500	 1.90	easy_par	10	 72.292	4 months	120	0.051910	y	1	 81.35	 83.52	63	13	79.005	4.5	easy_par	0.5208	n/a
 84.27	4.5	1.6152	 0.05	hard_par	10	 13.947	3 weeks	21	0.018795	b	0	 85.88	 88.78	68.25	14	84.2658	4.5	hard_par	n/a	-0.5208
 89.51	4.5	2.1085	 1.90	easy_par	5	 36.146	4 months	120	0.051910	y	1	 91.62	 94.02	73.5	15	89.5101	4.5	easy_par	0.5208	n/a
 94.75	4.5	2.1844	-0.05	hard_par	5	 10.101	2 months	60	0.017005	y	1	 96.94	 99.27	78.75	16	94.7544	4.5	hard_par	n/a	0.4792
100.02	4.5	1.6454	 1.90	easy_par	5	 99.736	1 year	365	0.051910	y	1	101.66	104.53	84	17	100.0152	4.5	easy_par	0.5208	n/a
110.50	4.5	1.5775	 0.01	hard_par	5	  6.898	3 weeks	21	0.018079	b	0	112.08	115.02	94.5	19	110.5038	4.5	hard_par	n/a	-0.5208
115.76	4.5	1.2935	-0.05	hard_par	5	  5.595	1 week	7	0.017005	b	0	117.06	120.28	99.75	20	115.7646	4.5	hard_par	n/a	-0.5208
121.01	4.5	1.6248	 2.00	easy_par	5	 21.110	2 months	60	0.053700	y	1	122.63	125.52	105	21	121.0089	4.5	easy_par	0.5208	n/a
126.25	4.5	1.0054	-0.99	easy_par	10	 10.215	4 months	120	0.000179	b	0	127.26	130.77	110.25	22	126.2531	4.5	easy_par	-0.4792	n/a
131.51	4.5	1.4641	 0.05	hard_par	10	 78.602	1 year	365	0.018795	y	1	132.98	136.03	115.5	23	131.514	4.5	hard_par	n/a	0.4792
136.76	4.5	1.7914	 0.01	hard_par	5	 15.847	4 months	120	0.018079	y	1	138.55	141.27	120.75	24	136.7583	4.5	hard_par	n/a	0.4792
142.00	4.5	1.3025	 2.00	easy_par	5	  6.880	1 week	7	0.053700	b	0	143.31	146.52	126	25	142.0026	4.5	easy_par	-0.4792	n/a
147.26	4.5	1.1450	-0.95	easy_par	5	  5.009	2 days	2	0.000895	b	0	148.41	151.78	131.25	26	147.2635	4.5	easy_par	-0.4792	n/a
152.51	4.5	0.9895	-0.95	easy_par	10	 10.188	3 weeks	21	0.000895	b	0	153.50	157.02	136.5	27	152.5077	4.5	easy_par	-0.4792	n/a
157.75	4.5	1.3932	 0.01	hard_par	5	 10.424	2 months	60	0.018079	y	1	159.15	162.27	141.75	28	157.7519	4.5	hard_par	n/a	0.4792
163.01	4.5	0.9719	-0.99	easy_par	5	  5.019	3 weeks	21	0.000179	b	0	163.98	167.53	147	29	163.0129	4.5	easy_par	-0.4792	n/a
168.26	4.5	0.9680	-0.95	easy_par	5	  5.094	3 weeks	21	0.000895	b	0	169.23	172.77	152.25	30	168.2571	4.5	easy_par	-0.4792	n/a
173.50	4.5	0.8680	-0.05	hard_par	10	 10.340	2 days	2	0.017005	b	0	174.37	178.02	157.5	31	173.5014	4.5	hard_par	n/a	-0.5208
184.01	4.5	1.1896	-0.01	hard_par	5	  6.861	3 weeks	21	0.017721	b	0	185.20	188.52	168	33	184.0064	4.5	hard_par	n/a	-0.5208
189.25	4.5	1.2703	-0.95	easy_par	5	  5.269	2 months	60	0.000895	b	0	190.52	193.76	173.25	34	189.2508	4.5	easy_par	-0.4792	n/a
194.51	4.5	1.1706	-0.99	easy_par	5	  5.054	2 months	60	0.000179	b	0	195.68	199.03	178.5	35	194.5117	4.5	easy_par	-0.4792	n/a
199.76	4.5	1.3428	 1.90	easy_par	5	 10.451	3 weeks	21	0.051910	y	1	201.10	204.27	183.75	36	199.756	4.5	easy_par	0.5208	n/a
205.02	4.5	1.9369	-0.01	hard_par	10	 31.265	4 months	120	0.017721	y	1	206.95	209.53	189	37	205.0168	4.5	hard_par	n/a	0.4792
210.26	4.5	1.3644	-0.01	hard_par	10	 11.240	1 week	7	0.017721	b	0	211.63	214.78	194.25	38	210.2611	4.5	hard_par	n/a	-0.5208
215.51	4.5	1.4561	 1.90	easy_par	10	 41.146	2 months	60	0.051910	y	1	216.96	220.02	199.5	39	215.5054	4.5	easy_par	0.5208	n/a
220.77	4.5	1.8906	 0.01	hard_par	10	 10.362	2 days	2	0.018079	b	0	222.66	225.28	204.75	40	220.7663	4.5	hard_par	n/a	-0.5208
226.01	4.5	0.9212	-0.05	hard_par	5	  6.786	3 weeks	21	0.017005	b	0	226.93	230.52	210	41	226.0105	4.5	hard_par	n/a	-0.5208
231.25	4.5	1.9953	-0.95	easy_par	10	 10.063	1 week	7	0.000895	b	0	233.25	235.77	215.25	42	231.2548	4.5	easy_par	-0.4792	n/a
236.52	4.5	1.8697	-0.01	hard_par	10	 20.633	2 months	60	0.017721	y	1	238.39	241.03	220.5	43	236.5156	4.5	hard_par	n/a	0.4792
241.76	4.5	1.4823	 1.90	easy_par	10	 20.901	3 weeks	21	0.051910	y	1	243.24	246.27	225.75	44	241.7599	4.5	easy_par	0.5208	n/a
247.00	4.5	0.8707	-0.99	easy_par	5	  5.006	1 week	7	0.000179	b	0	247.87	251.52	231	45	247.0042	4.5	easy_par	-0.4792	n/a
257.51	4.5	2.0690	 0.01	hard_par	10	 31.695	4 months	120	0.018079	b	0	259.58	262.02	241.5	47	257.5094	4.5	hard_par	n/a	-0.5208
262.75	4.5	1.2163	-0.95	easy_par	10	 10.537	2 months	60	0.000895	b	0	263.97	267.27	246.75	48	262.7537	4.5	easy_par	-0.4792	n/a
268.01	4.5	1.0858	-0.99	easy_par	10	 10.653	1 year	365	0.000179	b	0	269.10	272.53	252	49	268.0146	4.5	easy_par	-0.4792	n/a
273.26	4.5	1.4892	 2.00	easy_par	10	 21.277	3 weeks	21	0.053700	y	1	274.75	277.77	257.25	50	273.2588	4.5	easy_par	0.5208	n/a
278.50	4.5	1.4429	-0.05	hard_par	10	 13.571	3 weeks	21	0.017005	b	0	279.95	283.02	262.5	51	278.5031	4.5	hard_par	n/a	-0.5208
283.76	4.5	1.6402	 1.90	easy_par	5	  5.519	2 days	2	0.051910	b	0	285.40	288.28	267.75	52	283.7639	4.5	easy_par	-0.4792	n/a
289.01	4.5	2.3369	-0.01	hard_par	5	 10.316	2 months	60	0.017721	y	1	291.35	293.52	273	53	289.0083	4.5	hard_par	n/a	0.4792
294.25	4.5	1.6293	-0.05	hard_par	5	 36.034	1 year	365	0.017005	b	0	295.88	298.77	278.25	54	294.2524	4.5	hard_par	n/a	-0.5208
299.51	4.5	1.6447	 0.05	hard_par	10	 32.554	4 months	120	0.018795	y	1	301.16	304.03	283.5	55	299.5133	4.5	hard_par	n/a	0.4792
304.76	4.5	2.4868	 2.00	easy_par	10	 13.759	1 week	7	0.053700	y	1	307.24	309.27	288.75	56	304.7575	4.5	easy_par	0.5208	n/a
310.00	4.5	1.6661	 0.05	hard_par	5	 16.277	4 months	120	0.018795	y	1	311.67	314.52	294	57	310.0019	4.5	hard_par	n/a	0.4792
315.26	4.5	2.2180	 2.00	easy_par	5	 37.220	4 months	120	0.053700	y	1	317.48	319.78	299.25	58	315.2628	4.5	easy_par	0.5208	n/a
320.51	4.5	1.0017	-0.99	easy_par	10	 10.107	2 months	60	0.000179	b	0	321.51	325.02	304.5	59	320.507	4.5	easy_par	-0.4792	n/a
331.01	4.5	0.9115	 0.05	hard_par	5	  5.658	1 week	7	0.018795	b	0	331.92	335.53	315	61	331.0121	4.5	hard_par	n/a	-0.5208
336.26	4.5	1.3133	 0.05	hard_par	5	 39.301	1 year	365	0.018795	y	1	337.57	340.77	320.25	62	336.2563	4.5	hard_par	n/a	0.4792
341.52	4.5	1.5575	-0.01	hard_par	5	 15.633	4 months	120	0.017721	y	1	343.07	346.03	325.5	63	341.5173	4.5	hard_par	n/a	0.4792
346.76	4.5	1.6397	-0.05	hard_par	10	 30.406	4 months	120	0.017005	y	1	348.40	351.28	330.75	64	346.7615	4.5	hard_par	n/a	0.4792
352.01	4.5	1.4367	-0.01	hard_par	10	 13.721	3 weeks	21	0.017721	b	0	353.44	356.52	336	65	352.0061	4.5	hard_par	n/a	-0.5208
357.27	4.5	1.7541	-0.99	easy_par	5	  5.327	1 year	365	0.000179	b	0	359.02	361.78	341.25	66	357.2666	4.5	easy_par	-0.4792	n/a
362.51	4.5	2.0372	-0.95	easy_par	10	 13.267	1 year	365	0.000895	b	0	364.55	367.02	346.5	67	362.511	4.5	easy_par	-0.4792	n/a
367.76	4.5	1.4947	-0.01	hard_par	5	  5.177	2 days	2	0.017721	b	0	369.25	372.27	351.75	68	367.7552	4.5	hard_par	n/a	-0.5208
373.02	4.5	1.1048	 0.01	hard_par	5	  5.633	1 week	7	0.018079	b	0	374.12	377.53	357	69	373.0161	4.5	hard_par	n/a	-0.5208
378.26	4.5	1.2144	-0.95	easy_par	5	  6.633	1 year	365	0.000895	b	0	379.47	382.77	362.25	70	378.2603	4.5	easy_par	-0.4792	n/a
383.50	4.5	0.8093	-0.01	hard_par	5	  5.620	1 week	7	0.017721	b	0	384.31	388.02	367.5	71	383.5047	4.5	hard_par	n/a	-0.5208
388.77	4.5	1.3993	 1.90	easy_par	10	 13.634	1 week	7	0.051910	b	0	390.16	393.28	372.75	72	388.7655	4.5	easy_par	-0.4792	n/a
394.01	4.5	1.9930	 0.01	hard_par	10	 20.847	2 months	60	0.018079	y	1	396.00	398.52	378	73	394.0098	4.5	hard_par	n/a	0.4792
404.51	4.5	1.4883	-0.01	hard_par	10	 10.354	2 days	2	0.017721	b	0	406.00	409.03	388.5	75	404.5148	4.5	hard_par	n/a	-0.5208
409.76	4.5	1.8364	 0.05	hard_par	10	 21.277	2 months	60	0.018795	y	1	411.60	414.27	393.75	76	409.7592	4.5	hard_par	n/a	0.4792
415.00	4.5	1.2903	-0.99	easy_par	10	 10.038	3 weeks	21	0.000179	b	0	416.29	419.52	399	77	415.0033	4.5	easy_par	-0.4792	n/a
420.26	4.5	1.1782	-0.99	easy_par	10	 10.013	1 week	7	0.000179	b	0	421.44	424.78	404.25	78	420.2643	4.5	easy_par	-0.4792	n/a
425.51	4.5	1.7730	-0.05	hard_par	5	 15.203	4 months	120	0.017005	y	1	427.28	430.02	409.5	79	425.5086	4.5	hard_par	n/a	0.4792
430.75	4.5	1.4642	 0.05	hard_par	10	 10.376	2 days	2	0.018795	b	0	432.22	435.27	414.75	80	430.7528	4.5	hard_par	n/a	-0.5208
436.01	4.5	2.5196	 2.00	easy_par	10	 74.440	4 months	120	0.053700	y	1	438.53	440.53	420	81	436.0138	4.5	easy_par	0.5208	n/a
441.26	4.5	2.7593	 0.05	hard_par	10	 11.316	1 week	7	0.018795	b	0	444.02	445.77	425.25	82	441.258	4.5	hard_par	n/a	-0.5208
446.50	4.5	1.4434	 2.00	easy_par	10	 11.074	2 days	2	0.053700	y	1	447.95	451.02	430.5	83	446.5024	4.5	easy_par	0.5208	n/a
451.76	4.5	1.3180	-0.95	easy_par	10	 10.018	2 days	2	0.000895	y	1	453.08	456.28	435.75	84	451.7631	4.5	easy_par	0.5208	n/a
457.01	4.5	0.9539	 1.90	easy_par	10	 11.038	2 days	2	0.051910	y	1	457.96	461.52	441	85	457.0074	4.5	easy_par	0.5208	n/a
462.25	4.5	1.1257	 0.01	hard_par	5	  5.181	2 days	2	0.018079	y	1	463.38	466.77	446.25	86	462.2516	4.5	hard_par	n/a	0.4792
467.51	4.5	1.7554	 0.01	hard_par	5	 37.994	1 year	365	0.018079	y	1	469.27	472.03	451.5	87	467.5125	4.5	hard_par	n/a	0.4792
478.00	4.5	0.9601	-0.01	hard_par	10	 74.682	1 year	365	0.017721	y	1	478.96	482.52	462	89	478.0011	4.5	hard_par	n/a	0.4792
