onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.01	4.5	1.7796	 1.90	easy_par	5	 56.337	1 year	365	0.028130	y	1	 17.79	 20.52	0	1	16.0107	4.5	easy_par	0.3542	n/a
 21.26	4.5	1.3280	 0.05	hard_par	10	 47.175	1 year	365	0.010185	y	1	 22.58	 25.77	5.25	2	21.255	4.5	hard_par	n/a	0.0833
 26.52	4.5	2.0967	-0.95	easy_par	5	  5.017	1 week	7	0.000485	y	1	 28.61	 31.03	10.5	3	26.5158	4.5	easy_par	0.3542	n/a
 37.00	4.5	1.1175	-0.01	hard_par	10	 15.762	2 months	60	0.009603	y	1	 38.12	 41.52	21	5	37.0043	4.5	hard_par	n/a	0.0833
 42.27	4.5	1.4002	 1.90	easy_par	5	  5.281	2 days	2	0.028130	y	1	 43.67	 46.78	26.25	6	42.2652	4.5	easy_par	0.3542	n/a
 47.51	4.5	0.9875	 0.01	hard_par	5	  6.029	3 weeks	21	0.009797	y	1	 48.50	 52.02	31.5	7	47.5094	4.5	hard_par	n/a	0.0833
 52.75	4.5	0.7754	-0.01	hard_par	10	 45.051	1 year	365	0.009603	y	1	 53.53	 57.27	36.75	8	52.7537	4.5	hard_par	n/a	0.0833
 58.01	4.5	0.9331	 0.01	hard_par	5	  7.939	2 months	60	0.009797	y	1	 58.95	 62.53	42	9	58.0145	4.5	hard_par	n/a	0.0833
 63.26	4.5	1.5536	 0.05	hard_par	5	  6.069	3 weeks	21	0.010185	b	0	 64.81	 67.77	47.25	10	63.2589	4.5	hard_par	n/a	-0.9167
 68.50	4.5	2.0052	-0.95	easy_par	5	  5.005	2 days	2	0.000485	b	0	 70.51	 73.02	52.5	11	68.5032	4.5	easy_par	-0.6458	n/a
 73.76	4.5	1.1187	-0.99	easy_par	5	  5.003	1 week	7	0.000097	b	0	 74.88	 78.28	57.75	12	73.7641	4.5	easy_par	-0.6458	n/a
 79.01	4.5	1.0842	 0.05	hard_par	10	 16.111	2 months	60	0.010185	y	1	 80.09	 83.52	63	13	79.0083	4.5	hard_par	n/a	0.0833
