onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_orig	duration_orig	trial_type_orig
0.0233818729998347	2	1.27902608000022	1	BALOON	b	ACCEPT	1	0.25	0.75	0.25	0.0234	2	accept
2.69538729399983	2	0.511900800000149	1	BALOON	b	ACCEPT	1	0.25	1	0.25	2.6954	2	accept
4.60389506299998	2	0.274889270000131	1	BALOON	b	ACCEPT	1	0.25	1.25	0.25	4.6039	2	accept
6.03112211999996	2	0.287776419000238	1	BALOON	b	ACCEPT	1	0.25	1.5	0.25	6.0311	2	accept
7.4915169599999	2	0.298848495000129	1	BALOON	b	ACCEPT	1	0.25	1.75	0.25	7.4915	2	accept
9.18432361299983	2	0.366161717000068	1	BALOON	b	ACCEPT	1	0.25	2	0.25	9.1843	2	accept
10.7277155340003	2	0	1	BALOON	n/a	EXPLODE	1	0	2	0.25	10.7277	2	explode
13.8643846670002	2	0.518488907999654	2	BALOON	b	ACCEPT	1	0.25	0.75	0.25	13.8644	2	accept
15.8724429059998	2	0.277424600000359	2	BALOON	b	ACCEPT	1	0.25	1	0.25	15.8724	2	accept
17.6978568620002	2	0.307960604000073	2	BALOON	b	ACCEPT	1	0.25	1.25	0.25	17.6979	2	accept
19.2081358969999	2	0.309801445000176	2	BALOON	b	ACCEPT	1	0.25	1.5	0.25	19.2081	2	accept
20.5856793299999	2	0.364338349000263	2	BALOON	b	ACCEPT	1	0.25	1.75	0.25	20.5857	2	accept
22.4608237910002	2	0.481846215999667	2	BALOON	b	ACCEPT	1	0.25	2	0.25	22.4608	2	accept
24.8010203120002	2	0	2	BALOON	n/a	EXPLODE	1	0	2	0.25	24.801	2	explode
28.5516102840002	2	0.494133170999703	3	BALOON	b	ACCEPT	0	0.25	0.75	0.25	28.5516	2	accept
30.808540167	2	0.341209578999951	3	BALOON	b	ACCEPT	0	0.25	1	0.25	30.8085	2	accept
32.4018096489999	2	0.315742758999932	3	BALOON	b	ACCEPT	0	0.25	1.25	0.25	32.4018	2	accept
33.9618293470003	2	0.333473197999865	3	BALOON	b	ACCEPT	0	0.25	1.5	0.25	33.9618	2	accept
36.0031116210002	2	0.363801713999692	3	BALOON	b	ACCEPT	0	0.25	1.75	0.25	36.0031	2	accept
37.76216088	2	0.420299432999855	3	BALOON	b	ACCEPT	0	0.25	2	0.25	37.7622	2	accept
39.4881435010002	2	0.606403838999995	3	BALOON	y	CASHOUT	0	0	2	0.25	39.4881	2	reject
43.919274586	2	0.678544894999959	4	BALOON	b	ACCEPT	1	0.25	0.75	0.25	43.9193	2	accept
46.0601354569999	2	0.314274407000084	4	BALOON	b	ACCEPT	1	0.25	1	0.25	46.0601	2	accept
47.719820666	2	0.247051740000188	4	BALOON	b	ACCEPT	1	0.25	1.25	0.25	47.7198	2	accept
49.213377216	2	0.36151754399998	4	BALOON	b	ACCEPT	1	0.25	1.5	0.25	49.2134	2	accept
