onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.01	4.5	2.5879	 1.90	easy_par	5	 9.763	1 year	365	0.002610	b	 0	 18.59	 20.52	0	1	16.0069	4.5	easy_par	-0.0625	n/a
 21.25	4.5	2.4988	 0.05	hard_par	10	13.449	1 year	365	0.000945	b	 0	 23.75	 25.77	5.25	2	21.251	4.5	hard_par	n/a	-2.0625
 26.51	4.5	3.1732	-0.95	easy_par	5	 5.002	1 week	7	0.000045	b	 0	 29.69	 31.03	10.5	3	26.5121	4.5	easy_par	-0.0625	n/a
 37.02	4.5	2.1371	-0.01	hard_par	10	10.535	2 months	60	0.000891	b	 0	 39.15	 41.53	21	5	37.0171	4.5	hard_par	n/a	-2.0625
 42.26	4.5	1.7674	 1.90	easy_par	5	 5.026	2 days	2	0.002610	b	 0	 44.03	 46.78	26.25	6	42.2615	4.5	easy_par	-0.0625	n/a
 47.51	4.5	1.9602	 0.01	hard_par	5	 5.095	3 weeks	21	0.000909	b	 0	 49.47	 52.02	31.5	7	47.5056	4.5	hard_par	n/a	-2.0625
 52.77	4.5	1.6745	-0.01	hard_par	10	13.252	1 year	365	0.000891	b	 0	 54.44	 57.28	36.75	8	52.7666	4.5	hard_par	n/a	-2.0625
 58.01	4.5	1.7668	 0.01	hard_par	5	 5.273	2 months	60	0.000909	b	 0	 59.78	 62.52	42	9	58.0109	4.5	hard_par	n/a	-2.0625
 63.25	4.5	1.3023	 0.05	hard_par	5	 5.099	3 weeks	21	0.000945	b	 0	 64.56	 67.77	47.25	10	63.255	4.5	hard_par	n/a	-2.0625
 68.52	4.5	1.1742	-0.95	easy_par	5	 5.000	2 days	2	0.000045	b	 0	 69.69	 73.03	52.5	11	68.516	4.5	easy_par	-0.0625	n/a
 73.76	4.5	1.2285	-0.99	easy_par	5	 5.000	1 week	7	0.000009	b	 0	 74.99	 78.27	57.75	12	73.7602	4.5	easy_par	-0.0625	n/a
 79.00	4.5	1.6548	 0.05	hard_par	10	10.567	2 months	60	0.000945	b	 0	 80.66	 83.52	63	13	79.0044	4.5	hard_par	n/a	-2.0625
 84.27	4.5	1.1069	-0.05	hard_par	5	 5.090	3 weeks	21	0.000855	b	 0	 85.37	 88.78	68.25	14	84.2654	4.5	hard_par	n/a	-2.0625
 89.51	4.5	1.2769	 0.05	hard_par	5	 5.284	2 months	60	0.000945	b	 0	 90.79	 94.02	73.5	15	89.5097	4.5	hard_par	n/a	-2.0625
 94.75	4.5	1.1713	-0.95	easy_par	5	 5.013	2 months	60	0.000045	b	 0	 95.93	 99.27	78.75	16	94.754	4.5	easy_par	-0.0625	n/a
100.01	4.5	0.9572	-0.05	hard_par	10	10.017	2 days	2	0.000855	b	 0	100.97	104.53	84	17	100.0149	4.5	hard_par	n/a	-2.0625
110.50	4.5	1.5551	-0.05	hard_par	10	13.121	1 year	365	0.000855	b	 0	112.06	115.02	94.5	19	110.5034	4.5	hard_par	n/a	-2.0625
115.76	4.5	1.6856	 0.01	hard_par	10	10.191	3 weeks	21	0.000909	b	 0	117.45	120.28	99.75	20	115.7643	4.5	hard_par	n/a	-2.0625
121.01	4.5	1.5806	-0.99	easy_par	10	10.011	4 months	120	0.000009	b	 0	122.59	125.52	105	21	121.0085	4.5	easy_par	-0.0625	n/a
126.25	4.5	1.7351	-0.05	hard_par	5	 5.513	4 months	120	0.000855	b	 0	127.99	130.77	110.25	22	126.2528	4.5	hard_par	n/a	-2.0625
