onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_orig	duration_orig	trial_type_orig
0.019280501999674	2	0.835464719000811	1	BALOON	b	ACCEPT	1	0.25	0.75	0.25	0.0193	2	accept
2.35872017600013	2	0.360175466001238	1	BALOON	b	ACCEPT	1	0.25	1	0.25	2.3587	2	accept
3.78607154200108	2	0.308620413999961	1	BALOON	b	ACCEPT	1	0.25	1.25	0.25	3.7861	2	accept
5.84392093499991	2	0.345954983000411	1	BALOON	b	ACCEPT	1	0.25	1.5	0.25	5.8439	2	accept
7.78556797000056	2	0.285288209999635	1	BALOON	b	ACCEPT	1	0.25	1.75	0.25	7.7856	2	accept
9.2459698950006	2	0.312896802999603	1	BALOON	b	ACCEPT	1	0.25	2	0.25	9.246	2	accept
10.6897245239998	2	0.292705180001576	1	BALOON	b	ACCEPT	1	0.25	2.25	0.25	10.6897	2	accept
12.3991935220001	2	0	1	BALOON	n/a	EXPLODE	1	0	2.25	0.25	12.3992	2	explode
15.5524401319999	2	0.302512760999889	2	BALOON	b	ACCEPT	1	0.25	0.75	0.25	15.5524	2	accept
17.7098872170009	2	0.256719290999172	2	BALOON	b	ACCEPT	1	0.25	1	0.25	17.7099	2	accept
19.5352660230001	2	0.303412712000863	2	BALOON	b	ACCEPT	1	0.25	1.25	0.25	19.5353	2	accept
20.9460536469996	2	0	2	BALOON	n/a	EXPLODE	1	0	1.25	0.25	20.9461	2	explode
27.4349529740011	2	0.508393022999371	3	BALOON	b	ACCEPT	1	0.25	0.75	0.25	27.435	2	accept
29.741760709001	2	0.329589678000048	3	BALOON	b	ACCEPT	1	0.25	1	0.25	29.7418	2	accept
31.4013884840006	2	0.341231185999277	3	BALOON	b	ACCEPT	1	0.25	1.25	0.25	31.4014	2	accept
33.5920530330004	2	0.24624566500097	3	BALOON	b	ACCEPT	1	0.25	1.5	0.25	33.5921	2	accept
35.6999397600011	2	0	3	BALOON	n/a	EXPLODE	1	0	1.5	0.25	35.6999	2	explode
38.7366660590014	2	0.350305126999956	4	BALOON	b	ACCEPT	1	0.25	0.75	0.25	38.7367	2	accept
40.7614688129997	2	0.277294326000629	4	BALOON	b	ACCEPT	1	0.25	1	0.25	40.7615	2	accept
42.5039730280005	2	0.29550293200009	4	BALOON	b	ACCEPT	1	0.25	1.25	0.25	42.504	2	accept
44.7941933580005	2	0.411747513999217	4	BALOON	b	ACCEPT	1	0.25	1.5	0.25	44.7942	2	accept
46.3541454620008	2	0.605195922000348	4	BALOON	b	ACCEPT	1	0.25	1.75	0.25	46.3541	2	accept
