onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.01	4.5	0.0000	-0.05	hard_par	10	156.328	1 year	365	0.040090	n/a	99	  0.00	 20.52	0	1	16.0101	4.5	hard_par	n/a	96.7292
 21.25	4.5	1.5200	 1.90	easy_par	10	456.687	1 year	365	0.122380	y	 1	 22.77	 25.77	5.25	2	21.2543	4.5	easy_par	0.6875	n/a
 26.52	4.5	2.1904	 0.05	hard_par	5	  5.443	2 days	2	0.044310	b	 0	 28.71	 31.03	10.5	3	26.5152	4.5	hard_par	n/a	-2.2708
 37.00	4.5	1.1021	-0.99	easy_par	5	  5.253	4 months	120	0.000422	b	 0	 38.11	 41.52	21	5	37.0037	4.5	easy_par	-0.3125	n/a
 42.26	4.5	0.7671	-0.99	easy_par	10	 10.008	2 days	2	0.000422	b	 0	 43.03	 46.78	26.25	6	42.2646	4.5	easy_par	-0.3125	n/a
 47.51	4.5	1.0365	 0.01	hard_par	10	 12.984	1 week	7	0.042622	b	 0	 48.55	 52.02	31.5	7	47.5088	4.5	hard_par	n/a	-2.2708
 52.75	4.5	1.3181	 2.00	easy_par	5	236.045	1 year	365	0.126600	y	 1	 54.07	 57.27	36.75	8	52.7531	4.5	easy_par	0.6875	n/a
 58.01	4.5	0.7802	 1.90	easy_par	5	 41.714	2 months	60	0.122380	b	 0	 58.79	 62.53	42	9	58.014	4.5	easy_par	-0.3125	n/a
 63.26	4.5	1.3683	 0.05	hard_par	5	 18.293	2 months	60	0.044310	b	 0	 64.63	 67.77	47.25	10	63.2582	4.5	hard_par	n/a	-2.2708
 68.50	4.5	0.7691	-0.99	easy_par	5	  5.004	2 days	2	0.000422	b	 0	 69.27	 73.02	52.5	11	68.5025	4.5	easy_par	-0.3125	n/a
 73.76	4.5	1.0123	-0.95	easy_par	10	 12.532	4 months	120	0.002110	b	 0	 74.78	 78.28	57.75	12	73.7634	4.5	easy_par	-0.3125	n/a
 79.01	4.5	1.3383	 1.90	easy_par	10	156.856	4 months	120	0.122380	y	 1	 80.35	 83.52	63	13	79.0077	4.5	easy_par	0.6875	n/a
 84.25	4.5	0.8779	 0.05	hard_par	10	 19.305	3 weeks	21	0.044310	b	 0	 85.13	 88.77	68.25	14	84.252	4.5	hard_par	n/a	-2.2708
 89.51	4.5	0.9619	 1.90	easy_par	5	 78.428	4 months	120	0.122380	b	 0	 90.47	 94.03	73.5	15	89.5129	4.5	easy_par	-0.3125	n/a
 94.76	4.5	1.2131	-0.05	hard_par	5	 17.027	2 months	60	0.040090	b	 0	 95.97	 99.27	78.75	16	94.757	4.5	hard_par	n/a	-2.2708
100.00	4.5	1.6864	 1.90	easy_par	5	228.344	1 year	365	0.122380	b	 0	101.69	104.52	84	17	100.0014	4.5	easy_par	-0.3125	n/a
110.51	4.5	0.9837	 0.01	hard_par	5	  9.475	3 weeks	21	0.042622	b	 0	111.49	115.02	94.5	19	110.5066	4.5	hard_par	n/a	-2.2708
