onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.01	4.5	1.5137	-0.99	easy_par	10	10.005	2 months	60	0.000009	b	0	 17.52	 20.52	0	1	16.0092	4.5	easy_par	-0.2083	n/a
 21.25	4.5	1.5509	-0.99	easy_par	5	 5.000	2 days	2	0.000009	b	0	 22.80	 25.77	5.25	2	21.2533	4.5	easy_par	-0.2083	n/a
 31.76	4.5	1.2776	 1.90	easy_par	5	 5.783	2 months	60	0.002610	b	0	 33.04	 36.27	15.75	4	31.7586	4.5	easy_par	-0.2083	n/a
 37.00	4.5	0.9441	-0.95	easy_par	10	10.001	2 days	2	0.000045	b	0	 37.95	 41.52	21	5	37.0026	4.5	easy_par	-0.2083	n/a
 42.26	4.5	0.9779	-0.05	hard_par	10	10.017	2 days	2	0.000855	b	0	 43.24	 46.78	26.25	6	42.2636	4.5	hard_par	n/a	-0.1667
 47.51	4.5	0.9256	 0.01	hard_par	10	10.191	3 weeks	21	0.000909	b	0	 48.43	 52.02	31.5	7	47.5078	4.5	hard_par	n/a	-0.1667
 52.75	4.5	0.7292	 1.90	easy_par	10	10.052	2 days	2	0.002610	b	0	 53.48	 57.27	36.75	8	52.7521	4.5	easy_par	-0.2083	n/a
 58.01	4.5	0.8851	-0.99	easy_par	10	10.011	4 months	120	0.000009	b	0	 58.90	 62.53	42	9	58.013	4.5	easy_par	-0.2083	n/a
 63.26	4.5	1.7153	-0.05	hard_par	5	 6.560	1 year	365	0.000855	b	0	 64.97	 67.77	47.25	10	63.2573	4.5	hard_par	n/a	-0.1667
 68.50	4.5	1.1077	-0.01	hard_par	10	10.187	3 weeks	21	0.000891	b	0	 69.61	 73.02	52.5	11	68.5015	4.5	hard_par	n/a	-0.1667
 73.76	4.5	2.0410	 1.90	easy_par	10	13.132	4 months	120	0.002610	y	1	 75.80	 78.28	57.75	12	73.7624	4.5	easy_par	0.7917	n/a
 79.01	4.5	0.8982	 0.01	hard_par	10	10.064	1 week	7	0.000909	b	0	 79.90	 83.52	63	13	79.0066	4.5	hard_par	n/a	-0.1667
 84.25	4.5	0.9512	 2.00	easy_par	10	10.567	3 weeks	21	0.002700	b	0	 85.20	 88.77	68.25	14	84.2509	4.5	easy_par	-0.2083	n/a
 89.51	4.5	1.8728	-0.01	hard_par	5	 6.626	1 year	365	0.000891	y	1	 91.38	 94.03	73.5	15	89.5118	4.5	hard_par	n/a	0.8333
 94.76	4.5	0.9653	 1.90	easy_par	5	 5.026	2 days	2	0.002610	b	0	 95.72	 99.27	78.75	16	94.7561	4.5	easy_par	-0.2083	n/a
105.26	4.5	1.0127	 0.05	hard_par	10	13.449	1 year	365	0.000945	y	1	106.27	109.78	89.25	18	105.2612	4.5	hard_par	n/a	0.8333
110.51	4.5	0.7683	-0.05	hard_par	5	 5.090	3 weeks	21	0.000855	b	0	111.27	115.02	94.5	19	110.5055	4.5	hard_par	n/a	-0.1667
115.77	4.5	0.8931	-0.01	hard_par	10	10.062	1 week	7	0.000891	b	0	116.66	120.28	99.75	20	115.7664	4.5	hard_par	n/a	-0.1667
121.01	4.5	0.7840	-0.95	easy_par	5	 5.000	2 days	2	0.000045	b	0	121.79	125.52	105	21	121.0106	4.5	easy_par	-0.2083	n/a
126.25	4.5	0.6430	 0.01	hard_par	5	 5.032	1 week	7	0.000909	b	0	126.90	130.77	110.25	22	126.2549	4.5	hard_par	n/a	-0.1667
131.52	4.5	0.6656	 0.01	hard_par	5	 5.095	3 weeks	21	0.000909	b	0	132.18	136.03	115.5	23	131.5158	4.5	hard_par	n/a	-0.1667
136.76	4.5	0.5227	-0.01	hard_par	10	10.535	2 months	60	0.000891	b	0	137.28	141.27	120.75	24	136.7601	4.5	hard_par	n/a	-0.1667
142.00	4.5	2.1889	-0.01	hard_par	10	10.018	2 days	2	0.000891	b	0	144.19	146.52	126	25	142.0044	4.5	hard_par	n/a	-0.1667
147.27	4.5	0.4977	 0.05	hard_par	5	 5.033	1 week	7	0.000945	b	0	147.76	151.78	131.25	26	147.2652	4.5	hard_par	n/a	-0.1667
152.51	4.5	1.2355	-0.05	hard_par	10	11.026	4 months	120	0.000855	y	1	153.75	157.02	136.5	27	152.5095	4.5	hard_par	n/a	0.8333
157.75	4.5	0.8793	-0.05	hard_par	10	13.121	1 year	365	0.000855	y	1	158.63	162.27	141.75	28	157.7538	4.5	hard_par	n/a	0.8333
