onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_orig	duration_orig	trial_type_orig
0.0210313289999249	2	0.593645511999966	1	BALOON	b	ACCEPT	0	0.25	0.75	0.25	0.021	2	accept
2.22649998499946	2	0.244089645000713	1	BALOON	b	ACCEPT	0	0.25	1	0.25	2.2265	2	accept
3.9524389219996	2	0.245217104000403	1	BALOON	b	ACCEPT	0	0.25	1.25	0.25	3.9524	2	accept
5.74482086399985	2	0.285432853000202	1	BALOON	y	CASHOUT	0	0	1.25	0.25	5.7448	2	reject
13.5447711400002	2	0.485271297999134	2	BALOON	b	ACCEPT	1	0.25	0.75	0.25	13.5448	2	accept
15.5030610690001	2	0.248794542999349	2	BALOON	b	ACCEPT	1	0.25	1	0.25	15.5031	2	accept
17.2124369630001	2	0.240928655999596	2	BALOON	b	ACCEPT	1	0.25	1.25	0.25	17.2124	2	accept
18.822391705	2	0	2	BALOON	n/a	EXPLODE	1	0	1.25	0.25	18.8224	2	explode
22.257614565	2	0.323853007999787	3	BALOON	b	ACCEPT	0	0.25	0.75	0.25	22.2576	2	accept
24.1992990879999	2	0.262692686999799	3	BALOON	b	ACCEPT	0	0.25	1	0.25	24.1993	2	accept
25.6762933919999	2	0.465181096999913	3	BALOON	b	ACCEPT	0	0.25	1.25	0.25	25.6763	2	accept
27.5018535119998	2	0.363186917000348	3	BALOON	y	CASHOUT	0	0	1.25	0.25	27.5019	2	reject
31.5181852320002	2	0.44840756999929	4	BALOON	b	ACCEPT	0	0.25	0.75	0.25	31.5182	2	accept
34.0074468349994	2	0.270849180000369	4	BALOON	b	ACCEPT	0	0.25	1	0.25	34.0074	2	accept
35.6835849199997	2	0.298650521999662	4	BALOON	b	ACCEPT	0	0.25	1.25	0.25	35.6836	2	accept
37.5090330429994	2	0.328901106000558	4	BALOON	y	CASHOUT	0	0	1.25	0.25	37.509	2	reject
42.5542699369998	2	0.359376899999916	5	BALOON	b	ACCEPT	0	0.25	0.75	0.25	42.5543	2	accept
44.9108606219997	2	0.262754985000356	5	BALOON	b	ACCEPT	0	0.25	1	0.25	44.9109	2	accept
46.9355302260001	2	0.423002439999436	5	BALOON	b	ACCEPT	0	0.25	1.25	0.25	46.9355	2	accept
48.7444547739997	2	0.35680325300018	5	BALOON	y	CASHOUT	0	0	1.25	0.25	48.7445	2	reject
54.3704989979997	2	0.30686374600009	6	BALOON	b	ACCEPT	0	0.25	0.75	0.25	54.3705	2	accept
56.2292280329993	2	0.257788923000589	6	BALOON	b	ACCEPT	0	0.25	1	0.25	56.2292	2	accept
57.8555676719998	2	0.26208105600017	6	BALOON	b	ACCEPT	0	0.25	1.25	0.25	57.8556	2	accept
59.2163556969999	2	0.389838172000054	6	BALOON	y	CASHOUT	0	0	1.25	0.25	59.2164	2	reject
62.6517281429997	2	0.315008661999855	7	BALOON	b	ACCEPT	0	0.25	0.75	0.25	62.6517	2	accept
64.14553634	2	0.236649081999531	7	BALOON	b	ACCEPT	0	0.25	1	0.25	64.1455	2	accept
66.3028637399993	2	0.255620585000543	7	BALOON	b	ACCEPT	0	0.25	1.25	0.25	66.3029	2	accept
68.1283676069997	2	0.237782158999835	7	BALOON	b	ACCEPT	0	0.25	1.5	0.25	68.1284	2	accept
69.5555932319994	2	0.339408728000308	7	BALOON	y	CASHOUT	0	0	1.5	0.25	69.5556	2	reject
74.4513864789997	2	0.298244651999994	8	BALOON	b	ACCEPT	0	0.25	0.75	0.25	74.4514	2	accept
76.6419865239995	2	0.268962903000102	8	BALOON	b	ACCEPT	0	0.25	1	0.25	76.642	2	accept
78.4841871609997	2	0.21804936999979	8	BALOON	b	ACCEPT	0	0.25	1.25	0.25	78.4842	2	accept
79.861562653	2	0.280352390000189	8	BALOON	b	ACCEPT	0	0.25	1.5	0.25	79.8616	2	accept
81.6539604210002	2	0.360053864999827	8	BALOON	y	CASHOUT	0	0	1.5	0.25	81.654	2	reject
85.288537894	2	0.277481426999657	9	BALOON	b	ACCEPT	0	0.25	0.75	0.25	85.2885	2	accept
87.1470911719998	2	0.00273423799990269	9	BALOON	b	ACCEPT	0	0.25	1	0.25	87.1471	2	accept
88.9726943219994	2	0.00317299900052603	9	BALOON	b	ACCEPT	0	0.25	1.25	0.25	88.9727	2	accept
90.897707141	2	0.227766307999445	9	BALOON	b	ACCEPT	0	0.25	1.5	0.25	90.8977	2	accept
92.9392271179995	2	0.699380318999829	9	BALOON	b	ACCEPT	0	0.25	1.75	0.25	92.9392	2	accept
95.1296376119999	2	0.324716441999954	9	BALOON	y	CASHOUT	0	0	1.75	0.25	95.1296	2	reject
99.3449373829999	2	0.324883795999995	10	BALOON	b	ACCEPT	0	0.25	0.75	0.25	99.3449	2	accept
101.668507945999	2	0.256584232000023	10	BALOON	b	ACCEPT	0	0.25	1	0.25	101.6685	2	accept
103.958684900999	2	0.238839098000426	10	BALOON	b	ACCEPT	0	0.25	1.25	0.25	103.9587	2	accept
105.435707963999	2	0.338270885999918	10	BALOON	b	ACCEPT	0	0.25	1.5	0.25	105.4357	2	accept
107.012283135	2	0.249819771999682	10	BALOON	b	ACCEPT	0	0.25	1.75	0.25	107.0123	2	accept
108.472690031	2	0.356729930000256	10	BALOON	b	ACCEPT	0	0.25	2	0.25	108.4727	2	accept
109.999559419	2	0.302246993000153	10	BALOON	y	CASHOUT	0	0	2	0.25	109.9996	2	reject
113.484649083	2	0.256956727000215	11	BALOON	b	ACCEPT	0	0.25	0.75	0.25	113.4846	2	accept
115.691890661	2	0.249646835999556	11	BALOON	b	ACCEPT	0	0.25	1	0.25	115.6919	2	accept
117.41793233	2	0.220595544000389	11	BALOON	b	ACCEPT	0	0.25	1.25	0.25	117.4179	2	accept
119.425957648	2	0.259724919000291	11	BALOON	b	ACCEPT	0	0.25	1.5	0.25	119.426	2	accept
121.218277207	2	0.250985613999546	11	BALOON	b	ACCEPT	0	0.25	1.75	0.25	121.2183	2	accept
123.442140231	2	0.302143767999951	11	BALOON	b	ACCEPT	0	0.25	2	0.25	123.4421	2	accept
125.450265388999	2	0.323279965000438	11	BALOON	y	CASHOUT	0	0	2	0.25	125.4503	2	reject
131.192389461	2	0.293066393000117	12	BALOON	b	ACCEPT	0	0.25	0.75	0.25	131.1924	2	accept
133.100917983	2	0.225134291999893	12	BALOON	b	ACCEPT	0	0.25	1	0.25	133.1009	2	accept
134.710751672999	2	0.231859920000716	12	BALOON	b	ACCEPT	0	0.25	1.25	0.25	134.7108	2	accept
136.038396412	2	0.255972190999273	12	BALOON	b	ACCEPT	0	0.25	1.5	0.25	136.0384	2	accept
137.946873413	2	0.250694340999871	12	BALOON	b	ACCEPT	0	0.25	1.75	0.25	137.9469	2	accept
139.523457642	2	0.290752441000222	12	BALOON	b	ACCEPT	0	0.25	2	0.25	139.5235	2	accept
141.315755728	2	0.281928955999319	12	BALOON	y	CASHOUT	0	0	2	0.25	141.3158	2	reject
145.265679944	2	0.340693215999636	13	BALOON	b	ACCEPT	1	0.25	0.75	0.25	145.2657	2	accept
