onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.01	4.5	2.7712	 1.90	easy_par	10	10.853	3 weeks	21	0.004060	y	1	 18.78	 20.52	0	1	16.0091	2.7712	easy_par	-74.8333	n/a
 21.25	4.5	1.0537	-0.95	easy_par	10	10.001	2 days	2	0.000070	b	0	 22.31	 25.77	5.25	2	21.2523	1.0537	easy_par	-93.8333	n/a
 31.76	4.5	2.6186	 2.00	easy_par	5	 7.520	4 months	120	0.004200	b	0	 34.38	 36.27	15.75	4	31.7574	2.6186	easy_par	24.1667	n/a
 37.00	4.5	1.2448	-0.99	easy_par	5	 5.026	1 year	365	0.000014	b	0	 38.25	 41.52	21	5	37.0017	1.2448	easy_par	269.1667	n/a
 42.26	4.5	1.7576	-0.01	hard_par	10	15.059	1 year	365	0.001386	y	1	 44.02	 46.78	26.25	6	42.2627	1.7576	hard_par	n/a	269.1667
 47.51	4.5	1.2176	 1.90	easy_par	5	 5.142	1 week	7	0.004060	y	1	 48.72	 52.02	31.5	7	47.5068	1.2176	easy_par	-88.8333	n/a
 52.75	4.5	1.8953	-0.95	easy_par	10	10.255	1 year	365	0.000070	b	0	 54.65	 57.27	36.75	8	52.7511	1.8953	easy_par	269.1667	n/a
 58.01	4.5	0.8264	-0.99	easy_par	5	 5.004	2 months	60	0.000014	b	0	 58.84	 62.53	42	9	58.0118	0.8264	easy_par	-35.8333	n/a
 63.26	4.5	3.4287	-0.05	hard_par	10	10.798	2 months	60	0.001330	b	0	 66.69	 67.77	47.25	10	63.2563	3.4287	hard_par	n/a	-35.8333
 68.52	4.5	2.1274	-0.05	hard_par	10	10.093	1 week	7	0.001330	b	0	 70.64	 73.03	52.5	11	68.517	2.1274	hard_par	n/a	-88.8333
 73.76	4.5	2.3788	-0.01	hard_par	10	10.097	1 week	7	0.001386	b	0	 76.14	 78.28	57.75	12	73.7614	2.3788	hard_par	n/a	-88.8333
 79.01	4.5	1.4304	 1.90	easy_par	10	10.081	2 days	2	0.004060	y	1	 80.44	 83.52	63	13	79.0056	1.4304	easy_par	-93.8333	n/a
 84.27	4.5	2.0445	 2.00	easy_par	5	 5.441	3 weeks	21	0.004200	y	1	 86.31	 88.78	68.25	14	84.2665	2.0445	easy_par	-74.8333	n/a
 89.51	4.5	1.9037	 2.00	easy_par	10	10.882	3 weeks	21	0.004200	y	1	 91.41	 94.02	73.5	15	89.5109	1.9037	easy_par	-74.8333	n/a
 94.75	4.5	1.0202	 2.00	easy_par	10	25.330	1 year	365	0.004200	y	1	 95.78	 99.27	78.75	16	94.755	1.0202	easy_par	269.1667	n/a
105.26	4.5	2.8889	-0.01	hard_par	5	 7.529	1 year	365	0.001386	y	1	108.15	109.77	89.25	18	105.2603	2.8889	hard_par	n/a	269.1667
110.50	4.5	1.5651	 0.01	hard_par	10	10.028	2 days	2	0.001414	y	1	112.07	115.02	94.5	19	110.5044	1.5651	hard_par	n/a	-93.8333
115.77	4.5	1.1213	 0.05	hard_par	5	 5.015	2 days	2	0.001470	y	1	116.89	120.28	99.75	20	115.7654	1.1213	hard_par	n/a	-93.8333
121.01	4.5	0.9014	 1.90	easy_par	5	 5.041	2 days	2	0.004060	y	1	121.91	125.52	105	21	121.0096	0.9014	easy_par	-93.8333	n/a
126.25	4.5	0.8490	-0.01	hard_par	10	10.028	2 days	2	0.001386	y	1	127.10	130.77	110.25	22	126.2539	0.849	hard_par	n/a	-93.8333
131.51	4.5	1.2605	 0.01	hard_par	10	10.099	1 week	7	0.001414	y	1	132.78	136.03	115.5	23	131.5147	1.2605	hard_par	n/a	-88.8333
136.76	4.5	1.1893	-0.95	easy_par	10	10.084	4 months	120	0.000070	b	0	137.95	141.27	120.75	24	136.759	1.1893	easy_par	24.1667	n/a
142.00	4.5	1.2418	 2.00	easy_par	5	 5.042	2 days	2	0.004200	y	1	143.25	146.52	126	25	142.0033	1.2418	easy_par	-93.8333	n/a
147.26	4.5	3.5158	 0.05	hard_par	5	 5.882	4 months	120	0.001470	y	1	150.78	151.78	131.25	26	147.2642	3.5158	hard_par	n/a	24.1667
