onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_orig	duration_orig	trial_type_orig
0.013528421999581	2	1.01231506900149	1	BALOON	b	ACCEPT	1	0.25	0.75	0.25	0.0135	2	accept
2.38473135700042	2	1.05717378599911	1	BALOON	b	ACCEPT	1	0.25	1	0.25	2.3847	2	accept
4.74120122100067	2	0.90826945399931	1	BALOON	b	ACCEPT	1	0.25	1.25	0.25	4.7412	2	accept
7.62918720500056	2	1.13239386200075	1	BALOON	b	ACCEPT	1	0.25	1.5	0.25	7.6292	2	accept
10.2179809090012	2	1.0565765299998	1	BALOON	b	ACCEPT	1	0.25	1.75	0.25	10.218	2	accept
12.5081320219997	2	1.00644305200149	1	BALOON	b	ACCEPT	1	0.25	2	0.25	12.5081	2	accept
15.2631691220013	2	0	1	BALOON	n/a	EXPLODE	1	0	2	0.25	15.2632	2	explode
18.4993257959995	2	0.551125941001374	2	BALOON	b	ACCEPT	0	0.25	0.75	0.25	18.4993	2	accept
20.5073260379995	2	0.741735429000983	2	BALOON	b	ACCEPT	0	0.25	1	0.25	20.5073	2	accept
22.9800783009996	2	0.782502971000213	2	BALOON	b	ACCEPT	0	0.25	1.25	0.25	22.9801	2	accept
25.419769954	2	0.773493638000218	2	BALOON	b	ACCEPT	0	0.25	1.5	0.25	25.4198	2	accept
27.5938090020009	2	1.09642512000028	2	BALOON	b	ACCEPT	0	0.25	1.75	0.25	27.5938	2	accept
30.2490152360006	2	0.776218274999337	2	BALOON	y	CASHOUT	0	0	1.75	0.25	30.249	2	reject
35.0453115300006	2	0.548496690998945	3	BALOON	b	ACCEPT	0	0.25	0.75	0.25	35.0453	2	accept
37.3021915600002	2	0.427897431000019	3	BALOON	b	ACCEPT	0	0.25	1	0.25	37.3022	2	accept
39.7085317239998	2	0.60547931200017	3	BALOON	b	ACCEPT	0	0.25	1.25	0.25	39.7085	2	accept
42.1317229859997	2	0.605127171000277	3	BALOON	b	ACCEPT	0	0.25	1.5	0.25	42.1317	2	accept
