onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
310.02	4.5	1.6540	 0.05	hard_par	5	 6.354	2 months	60	0.004515	y	1	311.67	314.53	294	57	310.0162	4.5	hard_par	n/a	0.5208
315.26	4.5	1.3304	 2.00	easy_par	5	 5.452	1 week	7	0.012900	b	0	316.59	319.77	299.25	58	315.2606	4.5	easy_par	-0.3333	n/a
325.77	4.5	1.3937	 1.90	easy_par	5	 6.309	3 weeks	21	0.012470	y	1	327.16	330.28	309.75	60	325.7656	4.5	easy_par	0.6667	n/a
331.01	4.5	1.1166	-0.99	easy_par	5	 5.005	3 weeks	21	0.000043	b	0	332.13	335.52	315	61	331.0099	4.5	easy_par	-0.3333	n/a
336.25	4.5	1.1764	 0.05	hard_par	10	10.948	3 weeks	21	0.004515	y	1	337.43	340.77	320.25	62	336.2542	4.5	hard_par	n/a	0.5208
341.52	4.5	1.1698	-0.01	hard_par	5	 7.554	4 months	120	0.004257	y	1	342.68	346.03	325.5	63	341.5151	4.5	hard_par	n/a	0.5208
346.76	4.5	1.1041	 0.01	hard_par	5	 6.303	2 months	60	0.004343	y	1	347.86	351.27	330.75	64	346.7593	4.5	hard_par	n/a	0.5208
352.00	4.5	1.0414	 1.90	easy_par	5	 5.436	1 week	7	0.012470	b	0	353.04	356.52	336	65	352.0036	4.5	easy_par	-0.3333	n/a
357.26	4.5	0.9091	-0.99	easy_par	5	 5.026	4 months	120	0.000043	b	0	358.17	361.78	341.25	66	357.2645	4.5	easy_par	-0.3333	n/a
362.51	4.5	0.9051	 2.00	easy_par	10	25.480	4 months	120	0.012900	y	1	363.41	367.02	346.5	67	362.5087	4.5	easy_par	0.6667	n/a
367.75	4.5	2.7594	-0.01	hard_par	5	 6.277	2 months	60	0.004257	y	1	370.51	372.27	351.75	68	367.753	4.5	hard_par	n/a	0.5208
373.01	4.5	0.9271	 1.90	easy_par	5	27.758	1 year	365	0.012470	y	1	373.94	377.53	357	69	373.0138	4.5	easy_par	0.6667	n/a
378.26	4.5	0.8293	-0.99	easy_par	5	 5.013	2 months	60	0.000043	b	0	379.09	382.77	362.25	70	378.2581	4.5	easy_par	-0.3333	n/a
383.50	4.5	1.0623	-0.01	hard_par	10	15.108	4 months	120	0.004257	y	1	384.56	388.02	367.5	71	383.5025	4.5	hard_par	n/a	0.5208
388.76	4.5	1.1090	 1.90	easy_par	10	12.619	3 weeks	21	0.012470	y	1	389.87	393.28	372.75	72	388.7633	4.5	easy_par	0.6667	n/a
399.25	4.5	0.9244	-0.99	easy_par	10	10.001	2 days	2	0.000043	b	0	400.18	403.77	383.25	74	399.2518	4.5	easy_par	-0.3333	n/a
404.51	4.5	0.9489	 0.05	hard_par	5	13.240	1 year	365	0.004515	y	1	405.46	409.03	388.5	75	404.5127	4.5	hard_par	n/a	0.5208
409.76	4.5	0.8719	 0.05	hard_par	10	15.418	4 months	120	0.004515	y	1	410.63	414.27	393.75	76	409.7571	4.5	hard_par	n/a	0.5208
415.00	4.5	1.4608	 1.90	easy_par	10	10.873	1 week	7	0.012470	y	1	416.46	419.52	399	77	415.0013	4.5	easy_par	0.6667	n/a
420.26	4.5	0.8026	 1.90	easy_par	10	55.515	1 year	365	0.012470	y	1	421.06	424.78	404.25	78	420.262	4.5	easy_par	0.6667	n/a
425.51	4.5	1.0754	 2.00	easy_par	5	12.740	4 months	120	0.012900	y	1	426.58	430.02	409.5	79	425.5065	4.5	easy_par	0.6667	n/a
430.77	4.5	1.4460	 2.00	easy_par	5	 6.354	3 weeks	21	0.012900	y	1	432.21	435.28	414.75	80	430.7673	4.5	easy_par	0.6667	n/a
436.01	4.5	0.7877	-0.99	easy_par	5	 5.002	1 week	7	0.000043	b	0	436.80	440.53	420	81	436.0116	4.5	easy_par	-0.3333	n/a
441.26	4.5	1.3108	-0.99	easy_par	10	10.157	1 year	365	0.000043	b	0	442.57	445.77	425.25	82	441.2557	4.5	easy_par	-0.3333	n/a
446.52	4.5	0.9055	-0.95	easy_par	10	10.258	4 months	120	0.000215	b	0	447.42	451.03	430.5	83	446.5167	4.5	easy_par	-0.3333	n/a
451.76	4.5	1.5563	-0.05	hard_par	5	 7.451	4 months	120	0.004085	y	1	453.32	456.28	435.75	84	451.761	4.5	hard_par	n/a	0.5208
457.01	4.5	0.8671	-0.95	easy_par	5	 5.023	3 weeks	21	0.000215	b	0	457.87	461.52	441	85	457.0052	4.5	easy_par	-0.3333	n/a
462.27	4.5	1.1110	-0.95	easy_par	10	10.785	1 year	365	0.000215	b	0	463.38	466.78	446.25	86	462.2661	4.5	easy_par	-0.3333	n/a
472.75	4.5	0.8625	 0.05	hard_par	5	 5.045	2 days	2	0.004515	b	0	473.62	477.27	456.75	88	472.7547	4.5	hard_par	n/a	-0.4792
478.02	4.5	1.2062	 2.00	easy_par	10	17.740	2 months	60	0.012900	y	1	479.22	482.53	462	89	478.0154	4.5	easy_par	0.6667	n/a
483.26	4.5	1.0897	-0.95	easy_par	5	 5.064	2 months	60	0.000215	b	0	484.35	487.77	467.25	90	483.2598	4.5	easy_par	-0.3333	n/a
488.50	4.5	0.9753	-0.95	easy_par	10	10.045	3 weeks	21	0.000215	b	0	489.48	493.02	472.5	91	488.5041	4.5	easy_par	-0.3333	n/a
493.77	4.5	1.1520	-0.05	hard_par	10	12.451	2 months	60	0.004085	y	1	494.92	498.28	477.75	92	493.7651	4.5	hard_par	n/a	0.5208
499.01	4.5	1.0318	-0.05	hard_par	5	 5.143	1 week	7	0.004085	b	0	500.04	503.52	483	93	499.0093	4.5	hard_par	n/a	-0.4792
504.25	4.5	0.8962	 2.00	easy_par	5	 5.129	2 days	2	0.012900	b	0	505.15	508.77	488.25	94	504.2535	4.5	easy_par	-0.3333	n/a
509.51	4.5	1.3794	 0.05	hard_par	5	 5.474	3 weeks	21	0.004515	y	1	510.89	514.03	493.5	95	509.5143	4.5	hard_par	n/a	0.5208
514.76	4.5	0.8248	-0.05	hard_par	5	 6.226	2 months	60	0.004085	y	1	515.58	519.27	498.75	96	514.7586	4.5	hard_par	n/a	0.5208
520.00	4.5	0.7403	 2.00	easy_par	10	57.085	1 year	365	0.012900	y	1	520.74	524.52	504	97	520.0029	4.5	easy_par	0.6667	n/a
525.26	4.5	0.8870	-0.99	easy_par	10	10.009	3 weeks	21	0.000043	b	0	526.15	529.78	509.25	98	525.2638	4.5	easy_par	-0.3333	n/a
530.51	4.5	0.8810	 0.05	hard_par	10	10.090	2 days	2	0.004515	b	0	531.39	535.02	514.5	99	530.5079	4.5	hard_par	n/a	-0.4792
535.75	4.5	0.9191	 1.90	easy_par	10	17.482	2 months	60	0.012470	y	1	536.67	540.27	519.75	100	535.7524	4.5	easy_par	0.6667	n/a
546.26	4.5	1.0524	-0.95	easy_par	5	 5.008	1 week	7	0.000215	b	0	547.31	550.77	530.25	102	546.2574	4.5	easy_par	-0.3333	n/a
551.50	4.5	1.1770	-0.95	easy_par	5	 5.392	1 year	365	0.000215	b	0	552.68	556.02	535.5	103	551.5017	4.5	easy_par	-0.3333	n/a
556.76	4.5	1.1732	 0.01	hard_par	5	12.926	1 year	365	0.004343	y	1	557.94	561.28	540.75	104	556.7627	4.5	hard_par	n/a	0.5208
