onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
131.51	4.5	0.7096	 0.01	hard_par	5	 5.064	3 weeks	21	0.000606	b	 0	132.22	136.02	115.5	23	131.5081	0.7096	hard_par	n/a	-74.8333
136.75	4.5	0.8921	-0.01	hard_par	10	10.356	2 months	60	0.000594	b	 0	137.64	141.27	120.75	24	136.7522	0.8921	hard_par	n/a	-35.8333
142.01	4.5	0.8806	-0.01	hard_par	10	10.012	2 days	2	0.000594	b	 0	142.89	146.53	126	25	142.0131	0.8806	hard_par	n/a	-93.8333
147.26	4.5	0.6832	 0.05	hard_par	5	 5.022	1 week	7	0.000630	b	 0	147.94	151.77	131.25	26	147.2575	0.6832	hard_par	n/a	-88.8333
152.50	4.5	0.9840	-0.05	hard_par	10	10.684	4 months	120	0.000570	b	 0	153.49	157.02	136.5	27	152.5018	0.984	hard_par	n/a	24.1667
157.76	4.5	1.0991	-0.05	hard_par	10	12.081	1 year	365	0.000570	b	 0	158.86	162.28	141.75	28	157.7626	1.0991	hard_par	n/a	269.1667
163.01	4.5	0.6151	-0.95	easy_par	5	 5.018	4 months	120	0.000030	b	 0	163.62	167.52	147	29	163.0068	0.6151	easy_par	24.1667	n/a
168.25	4.5	0.7064	-0.95	easy_par	10	10.002	1 week	7	0.000030	b	 0	168.96	172.77	152.25	30	168.2511	0.7064	easy_par	-88.8333	n/a
178.76	4.5	0.6551	-0.95	easy_par	10	10.018	2 months	60	0.000030	b	 0	179.41	183.27	162.75	32	178.7564	0.6551	easy_par	-35.8333	n/a
184.02	4.5	1.1931	 2.00	easy_par	5	 5.540	2 months	60	0.001800	b	 0	185.21	188.53	168	33	184.0172	1.1931	easy_par	-35.8333	n/a
189.26	4.5	1.1967	 0.01	hard_par	5	 5.364	4 months	120	0.000606	b	 0	190.46	193.78	173.25	34	189.2615	1.1967	hard_par	n/a	24.1667
194.51	4.5	0.6818	 2.00	easy_par	10	10.036	2 days	2	0.001800	b	 0	195.19	199.02	178.5	35	194.5058	0.6818	easy_par	-93.8333	n/a
199.77	4.5	0.6273	 0.05	hard_par	5	 5.378	4 months	120	0.000630	b	 0	200.39	204.28	183.75	36	199.7667	0.6273	hard_par	n/a	24.1667
205.01	4.5	1.9366	 0.01	hard_par	5	 5.006	2 days	2	0.000606	b	 0	206.95	209.52	189	37	205.0109	1.9366	hard_par	n/a	-93.8333
210.26	4.5	1.1028	-0.01	hard_par	10	12.168	1 year	365	0.000594	b	 0	211.36	214.77	194.25	38	210.2551	1.1028	hard_par	n/a	269.1667
215.52	4.5	0.7301	-0.05	hard_par	5	 5.006	2 days	2	0.000570	b	 0	216.25	220.03	199.5	39	215.5159	0.7301	hard_par	n/a	-93.8333
220.76	4.5	0.6341	-0.01	hard_par	5	 5.062	3 weeks	21	0.000594	b	 0	221.39	225.27	204.75	40	220.7604	0.6341	hard_par	n/a	-74.8333
226.00	4.5	0.8160	-0.99	easy_par	10	10.000	1 week	7	0.000006	b	 0	226.82	230.52	210	41	226.0045	0.816	easy_par	-88.8333	n/a
231.27	4.5	0.7724	 0.01	hard_par	10	10.364	2 months	60	0.000606	b	 0	232.04	235.78	215.25	42	231.2654	0.7724	hard_par	n/a	-35.8333
236.51	4.5	0.0000	 2.00	easy_par	5	 8.285	1 year	365	0.001800	n/a	99	  0.00	241.02	220.5	43	236.5097	4.5	junk	n/a	n/a
241.75	4.5	2.3547	 0.01	hard_par	10	10.727	4 months	120	0.000606	b	 0	244.11	246.27	225.75	44	241.754	2.3547	hard_par	n/a	24.1667
252.26	4.5	1.1300	 1.90	easy_par	5	 6.044	4 months	120	0.001740	b	 0	253.39	256.77	236.25	46	252.2591	1.13	easy_par	24.1667	n/a
257.50	4.5	0.7584	-0.01	hard_par	5	 5.021	1 week	7	0.000594	b	 0	258.26	262.02	241.5	47	257.5033	0.7584	hard_par	n/a	-88.8333
262.76	4.5	0.6061	-0.01	hard_par	5	 5.006	2 days	2	0.000594	b	 0	263.37	267.28	246.75	48	262.7643	0.6061	hard_par	n/a	-93.8333
268.01	4.5	0.6498	 0.05	hard_par	10	10.044	1 week	7	0.000630	b	 0	268.66	272.52	252	49	268.0085	0.6498	hard_par	n/a	-88.8333
273.25	4.5	0.5756	-0.05	hard_par	10	10.040	1 week	7	0.000570	b	 0	273.83	277.77	257.25	50	273.2529	0.5756	hard_par	n/a	-88.8333
278.51	4.5	0.7460	 0.01	hard_par	10	10.012	2 days	2	0.000606	b	 0	279.26	283.03	262.5	51	278.5135	0.746	hard_par	n/a	-93.8333
283.76	4.5	1.0685	 0.05	hard_par	10	10.378	2 months	60	0.000630	b	 0	284.83	288.27	267.75	52	283.758	1.0685	hard_par	n/a	-35.8333
289.00	4.5	1.1636	 2.00	easy_par	10	10.126	1 week	7	0.001800	b	 0	290.17	293.52	273	53	289.0023	1.1636	easy_par	-88.8333	n/a
294.26	4.5	0.8108	-0.99	easy_par	5	 5.011	1 year	365	0.000006	b	 0	295.07	298.78	278.25	54	294.263	0.8108	easy_par	269.1667	n/a
299.51	4.5	0.5831	-0.05	hard_par	10	10.120	3 weeks	21	0.000570	b	 0	300.09	304.02	283.5	55	299.5072	0.5831	hard_par	n/a	-74.8333
304.75	4.5	1.3389	 0.01	hard_par	10	12.212	1 year	365	0.000606	b	 0	306.09	309.27	288.75	56	304.7515	1.3389	hard_par	n/a	269.1667
310.01	4.5	0.7852	 0.05	hard_par	5	 5.189	2 months	60	0.000630	b	 0	310.80	314.53	294	57	310.0125	0.7852	hard_par	n/a	-35.8333
315.26	4.5	0.6508	 2.00	easy_par	5	 5.063	1 week	7	0.001800	b	 0	315.91	319.77	299.25	58	315.2567	0.6508	easy_par	-88.8333	n/a
325.76	4.5	0.8272	 1.90	easy_par	5	 5.183	3 weeks	21	0.001740	b	 0	326.59	330.28	309.75	60	325.7619	0.8272	easy_par	-74.8333	n/a
331.01	4.5	0.7487	-0.99	easy_par	5	 5.001	3 weeks	21	0.000006	b	 0	331.75	335.52	315	61	331.0061	0.7487	easy_par	-74.8333	n/a
336.27	4.5	0.7125	 0.05	hard_par	10	10.132	3 weeks	21	0.000630	b	 0	336.98	340.78	320.25	62	336.267	0.7125	hard_par	n/a	-74.8333
341.51	4.5	0.7949	-0.01	hard_par	5	 5.356	4 months	120	0.000594	b	 0	342.31	346.03	325.5	63	341.5114	0.7949	hard_par	n/a	24.1667
346.76	4.5	0.6168	 0.01	hard_par	5	 5.182	2 months	60	0.000606	b	 0	347.37	351.27	330.75	64	346.7556	0.6168	hard_par	n/a	-35.8333
352.02	4.5	0.5548	 1.90	easy_par	5	 5.061	1 week	7	0.001740	b	 0	352.57	356.53	336	65	352.0165	0.5548	easy_par	-88.8333	n/a
357.26	4.5	0.9264	-0.99	easy_par	5	 5.004	4 months	120	0.000006	b	 0	358.19	361.77	341.25	66	357.2607	0.9264	easy_par	24.1667	n/a
362.50	4.5	2.6336	 2.00	easy_par	10	12.160	4 months	120	0.001800	y	 1	365.14	367.02	346.5	67	362.5049	2.6336	easy_par	24.1667	n/a
367.77	4.5	0.6927	-0.01	hard_par	5	 5.178	2 months	60	0.000594	b	 0	368.46	372.28	351.75	68	367.7659	0.6927	hard_par	n/a	-35.8333
373.01	4.5	0.9282	 1.90	easy_par	5	 8.175	1 year	365	0.001740	y	 1	373.94	377.52	357	69	373.0102	0.9282	easy_par	269.1667	n/a
378.25	4.5	0.6117	-0.99	easy_par	5	 5.002	2 months	60	0.000006	b	 0	378.87	382.77	362.25	70	378.2544	0.6117	easy_par	-35.8333	n/a
383.52	4.5	2.8414	-0.01	hard_par	10	10.713	4 months	120	0.000594	b	 0	386.36	388.03	367.5	71	383.5153	2.8414	hard_par	n/a	24.1667
388.76	4.5	0.7179	 1.90	easy_par	10	10.365	3 weeks	21	0.001740	b	 0	389.48	393.27	372.75	72	388.7595	0.7179	easy_par	-74.8333	n/a
399.26	4.5	0.6771	-0.99	easy_par	10	10.000	2 days	2	0.000006	b	 0	399.94	403.78	383.25	74	399.2647	0.6771	easy_par	-93.8333	n/a
404.51	4.5	1.0220	 0.05	hard_par	5	 6.150	1 year	365	0.000630	b	 0	405.53	409.02	388.5	75	404.509	1.022	hard_par	n/a	269.1667
409.75	4.5	1.8987	 0.05	hard_par	10	10.756	4 months	120	0.000630	y	 1	411.65	414.27	393.75	76	409.7532	1.8987	hard_par	n/a	24.1667
415.01	4.5	1.1084	 1.90	easy_par	10	10.122	1 week	7	0.001740	b	 0	416.12	419.53	399	77	415.0141	1.1084	easy_par	-88.8333	n/a
420.26	4.5	1.1614	 1.90	easy_par	10	16.351	1 year	365	0.001740	y	 1	421.42	424.77	404.25	78	420.2583	1.1614	easy_par	269.1667	n/a
425.50	4.5	1.8156	 2.00	easy_par	5	 6.080	4 months	120	0.001800	y	 1	427.32	430.02	409.5	79	425.5026	1.8156	easy_par	24.1667	n/a
430.76	4.5	0.8149	 2.00	easy_par	5	 5.189	3 weeks	21	0.001800	b	 0	431.58	435.28	414.75	80	430.7635	0.8149	easy_par	-74.8333	n/a
436.01	4.5	0.6913	-0.99	easy_par	5	 5.000	1 week	7	0.000006	b	 0	436.70	440.52	420	81	436.0078	0.6913	easy_par	-88.8333	n/a
441.25	4.5	0.8728	-0.99	easy_par	10	10.022	1 year	365	0.000006	b	 0	442.12	445.77	425.25	82	441.2521	0.8728	easy_par	269.1667	n/a
446.51	4.5	0.5372	-0.95	easy_par	10	10.036	4 months	120	0.000030	b	 0	447.05	451.03	430.5	83	446.513	0.5372	easy_par	24.1667	n/a
451.76	4.5	0.6889	-0.05	hard_par	5	 5.342	4 months	120	0.000570	b	 0	452.45	456.27	435.75	84	451.7572	0.6889	hard_par	n/a	24.1667
457.00	4.5	0.8270	-0.95	easy_par	5	 5.003	3 weeks	21	0.000030	b	 0	457.83	461.52	441	85	457.0015	0.827	easy_par	-74.8333	n/a
462.26	4.5	1.0942	-0.95	easy_par	10	10.110	1 year	365	0.000030	b	 0	463.36	466.78	446.25	86	462.2624	1.0942	easy_par	269.1667	n/a
472.75	4.5	0.6756	 0.05	hard_par	5	 5.006	2 days	2	0.000630	b	 0	473.43	477.26	456.75	88	472.7508	0.6756	hard_par	n/a	-93.8333
478.01	4.5	1.6222	 2.00	easy_par	10	11.080	2 months	60	0.001800	y	 1	479.63	482.53	462	89	478.0118	1.6222	easy_par	-35.8333	n/a
483.26	4.5	0.6744	-0.95	easy_par	5	 5.009	2 months	60	0.000030	b	 0	483.93	487.77	467.25	90	483.2561	0.6744	easy_par	-35.8333	n/a
488.52	4.5	1.0012	-0.95	easy_par	10	10.006	3 weeks	21	0.000030	b	 0	489.52	493.03	472.5	91	488.5168	1.0012	easy_par	-74.8333	n/a
493.76	4.5	0.7000	-0.05	hard_par	10	10.342	2 months	60	0.000570	b	 0	494.46	498.28	477.75	92	493.7612	0.7	hard_par	n/a	-35.8333
499.01	4.5	0.6924	-0.05	hard_par	5	 5.020	1 week	7	0.000570	b	 0	499.70	503.52	483	93	499.0055	0.6924	hard_par	n/a	-88.8333
504.27	4.5	0.5435	 2.00	easy_par	5	 5.018	2 days	2	0.001800	b	 0	504.81	508.78	488.25	94	504.2663	0.5435	easy_par	-93.8333	n/a
509.51	4.5	0.5312	 0.05	hard_par	5	 5.066	3 weeks	21	0.000630	b	 0	510.04	514.02	493.5	95	509.5106	0.5312	hard_par	n/a	-74.8333
514.75	4.5	0.7513	-0.05	hard_par	5	 5.171	2 months	60	0.000570	b	 0	515.51	519.27	498.75	96	514.7548	0.7513	hard_par	n/a	-35.8333
520.02	4.5	1.0445	 2.00	easy_par	10	16.570	1 year	365	0.001800	y	 1	521.06	524.53	504	97	520.0157	1.0445	easy_par	269.1667	n/a
525.26	4.5	3.3185	-0.99	easy_par	10	10.001	3 weeks	21	0.000006	b	 0	528.58	529.77	509.25	98	525.26	3.3185	easy_par	-74.8333	n/a
530.50	4.5	0.6281	 0.05	hard_par	10	10.013	2 days	2	0.000630	b	 0	531.13	535.02	514.5	99	530.5043	0.6281	hard_par	n/a	-93.8333
535.77	4.5	1.6368	 1.90	easy_par	10	11.044	2 months	60	0.001740	b	 0	537.40	540.28	519.75	100	535.7651	1.6368	easy_par	-35.8333	n/a
546.25	4.5	0.9001	-0.95	easy_par	5	 5.001	1 week	7	0.000030	b	 0	547.15	550.77	530.25	102	546.2537	0.9001	easy_par	-88.8333	n/a
551.51	4.5	0.6072	-0.95	easy_par	5	 5.055	1 year	365	0.000030	b	 0	552.12	556.03	535.5	103	551.5146	0.6072	easy_par	269.1667	n/a
556.76	4.5	2.2436	 0.01	hard_par	5	 6.106	1 year	365	0.000606	y	 1	559.00	561.27	540.75	104	556.7589	2.2436	hard_par	n/a	269.1667
