onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.00	4.5	1.4479	 1.90	easy_par	5	10.822	1 year	365	0.003190	b	0	 17.45	 20.52	0	1	16.0019	4.5	easy_par	-0.25	n/a
 21.26	4.5	1.4500	 0.05	hard_par	10	14.216	1 year	365	0.001155	b	0	 22.71	 25.78	5.25	2	21.2628	4.5	hard_par	n/a	-0.1667
 26.51	4.5	2.1467	-0.95	easy_par	5	 5.002	1 week	7	0.000055	b	0	 28.65	 31.02	10.5	3	26.507	4.5	easy_par	-0.25	n/a
 37.01	4.5	1.4160	-0.01	hard_par	10	10.653	2 months	60	0.001089	b	0	 38.43	 41.53	21	5	37.0122	4.5	hard_par	n/a	-0.1667
 42.26	4.5	1.9750	 1.90	easy_par	5	 5.032	2 days	2	0.003190	b	0	 44.23	 46.77	26.25	6	42.2564	4.5	easy_par	-0.25	n/a
 47.52	4.5	1.5464	 0.01	hard_par	5	 5.117	3 weeks	21	0.001111	b	0	 49.06	 52.03	31.5	7	47.5173	4.5	hard_par	n/a	-0.1667
 52.76	4.5	1.1316	-0.01	hard_par	10	13.975	1 year	365	0.001089	b	0	 53.89	 57.28	36.75	8	52.7615	4.5	hard_par	n/a	-0.1667
 58.01	4.5	1.1917	 0.01	hard_par	5	 5.333	2 months	60	0.001111	b	0	 59.20	 62.52	42	9	58.0058	4.5	hard_par	n/a	-0.1667
 63.27	4.5	2.3768	 0.05	hard_par	5	 5.121	3 weeks	21	0.001155	b	0	 65.64	 67.78	47.25	10	63.2667	4.5	hard_par	n/a	-0.1667
 68.51	4.5	1.5828	-0.95	easy_par	5	 5.001	2 days	2	0.000055	b	0	 70.09	 73.03	52.5	11	68.5109	4.5	easy_par	-0.25	n/a
 73.76	4.5	1.4971	-0.99	easy_par	5	 5.000	1 week	7	0.000011	b	0	 75.25	 78.27	57.75	12	73.7551	4.5	easy_par	-0.25	n/a
 79.02	4.5	1.1734	 0.05	hard_par	10	10.693	2 months	60	0.001155	b	0	 80.19	 83.53	63	13	79.0161	4.5	hard_par	n/a	-0.1667
 84.26	4.5	1.8484	-0.05	hard_par	5	 5.110	3 weeks	21	0.001045	b	0	 86.11	 88.77	68.25	14	84.2603	4.5	hard_par	n/a	-0.1667
 89.50	4.5	2.0941	 0.05	hard_par	5	 5.346	2 months	60	0.001155	b	0	 91.60	 94.02	73.5	15	89.5046	4.5	hard_par	n/a	-0.1667
 94.77	4.5	1.4547	-0.95	easy_par	5	 5.017	2 months	60	0.000055	b	0	 96.22	 99.28	78.75	16	94.7654	4.5	easy_par	-0.25	n/a
100.01	4.5	2.1797	-0.05	hard_par	10	10.021	2 days	2	0.001045	b	0	102.19	104.52	84	17	100.0098	4.5	hard_par	n/a	-0.1667
110.51	4.5	2.3065	-0.05	hard_par	10	13.814	1 year	365	0.001045	b	0	112.82	115.03	94.5	19	110.515	4.5	hard_par	n/a	-0.1667
115.76	4.5	2.1193	 0.01	hard_par	10	10.233	3 weeks	21	0.001111	b	0	117.88	120.27	99.75	20	115.7592	4.5	hard_par	n/a	-0.1667
121.00	4.5	1.1526	-0.99	easy_par	10	10.013	4 months	120	0.000011	b	0	122.16	125.52	105	21	121.0035	4.5	easy_par	-0.25	n/a
126.26	4.5	1.5639	-0.05	hard_par	5	 5.627	4 months	120	0.001045	b	0	127.83	130.78	110.25	22	126.2643	4.5	hard_par	n/a	-0.1667
131.51	4.5	1.6158	 0.01	hard_par	10	14.055	1 year	365	0.001111	b	0	133.12	136.02	115.5	23	131.5087	4.5	hard_par	n/a	-0.1667
136.75	4.5	1.6948	-0.05	hard_par	5	 5.037	1 week	7	0.001045	b	0	138.45	141.27	120.75	24	136.7527	4.5	hard_par	n/a	-0.1667
142.01	4.5	1.6143	-0.05	hard_par	10	10.219	3 weeks	21	0.001045	b	0	143.63	146.53	126	25	142.0138	4.5	hard_par	n/a	-0.1667
147.26	4.5	1.4585	-0.01	hard_par	5	 5.653	4 months	120	0.001089	b	0	148.72	151.77	131.25	26	147.2579	4.5	hard_par	n/a	-0.1667
152.50	4.5	3.1818	-0.95	easy_par	5	 5.100	1 year	365	0.000055	b	0	155.68	157.02	136.5	27	152.5022	4.5	easy_par	-0.25	n/a
157.76	4.5	2.1203	-0.01	hard_par	10	10.076	1 week	7	0.001089	b	0	159.88	162.28	141.75	28	157.7631	4.5	hard_par	n/a	-0.1667
163.01	4.5	2.6240	-0.01	hard_par	10	11.307	4 months	120	0.001089	b	0	165.63	167.52	147	29	163.0074	4.5	hard_par	n/a	-0.1667
168.25	4.5	1.2168	-0.05	hard_par	5	 6.907	1 year	365	0.001045	b	0	169.47	172.77	152.25	30	168.2516	4.5	hard_par	n/a	-0.1667
173.51	4.5	2.3261	-0.95	easy_par	10	10.001	2 days	2	0.000055	b	0	175.84	178.03	157.5	31	173.5126	4.5	easy_par	-0.25	n/a
