sub-01	-24.01
sub-02	46.07
sub-03	36.52
sub-04	-34.00
sub-05	-39.33
sub-06	-31.01
sub-07	-33.68
sub-09	26.68
sub-10	-72.25
sub-11	1.83
sub-12	-21.49
sub-13	14.54
sub-14	-59.44
sub-16	34.41
sub-17	178.56
sub-18	-14.71
sub-20	-11.54
sub-21	-62.49
sub-23	11.71
sub-24	-16.34
sub-25	111.76
sub-26	-9.25
sub-28	-18.32
sub-29	-14.21
