onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_orig	duration_orig	trial_type_orig
0.0158825819999038	2	1.40506787300001	1	BALOON	b	ACCEPT	1	0.25	0.75	0.25	0.0159	2	accept
3.05227937500013	2	0.338077558999885	1	BALOON	b	ACCEPT	1	0.25	1	0.25	3.0523	2	accept
4.52878054199982	2	0.28473186400015	1	BALOON	b	ACCEPT	1	0.25	1.25	0.25	4.5288	2	accept
6.65308287200014	2	0.257115233999684	1	BALOON	b	ACCEPT	1	0.25	1.5	0.25	6.6531	2	accept
8.92673122499991	2	0.295183556000211	1	BALOON	b	ACCEPT	1	0.25	1.75	0.25	8.9267	2	accept
10.7522360440003	2	0.333167684999808	1	BALOON	b	ACCEPT	1	0.25	2	0.25	10.7522	2	accept
12.7107088140001	2	0	1	BALOON	n/a	EXPLODE	1	0	2	0.25	12.7107	2	explode
16.660326708	2	0.385962054000174	2	BALOON	b	ACCEPT	1	0.25	0.75	0.25	16.6603	2	accept
18.3033183960001	2	0.19085048099987	2	BALOON	b	ACCEPT	1	0.25	1	0.25	18.3033	2	accept
19.7305194820001	2	0.194922054000017	2	BALOON	b	ACCEPT	1	0.25	1.25	0.25	19.7305	2	accept
21.8549051280002	2	0.19865525799969	2	BALOON	b	ACCEPT	1	0.25	1.5	0.25	21.8549	2	accept
24.0952648279999	2	0.238890132000051	2	BALOON	b	ACCEPT	1	0.25	1.75	0.25	24.0953	2	accept
26.053582005	2	0.288517588000104	2	BALOON	b	ACCEPT	1	0.25	2	0.25	26.0536	2	accept
27.7795111189998	2	0.274137358000189	2	BALOON	b	ACCEPT	1	0.25	2.25	0.25	27.7795	2	accept
29.3230105450002	2	0	2	BALOON	n/a	EXPLODE	1	0	2.25	0.25	29.323	2	explode
34.8327977459999	2	0.253385579000224	3	BALOON	b	ACCEPT	1	0.25	0.75	0.25	34.8328	2	accept
37.106243064	2	0.227207859999908	3	BALOON	b	ACCEPT	1	0.25	1	0.25	37.1062	2	accept
38.7825839110001	2	0.254395902999931	3	BALOON	b	ACCEPT	1	0.25	1.25	0.25	38.7826	2	accept
40.292730532	2	0.209070737000275	3	BALOON	b	ACCEPT	1	0.25	1.5	0.25	40.2927	2	accept
41.9855169470002	2	0.236082249999981	3	BALOON	b	ACCEPT	1	0.25	1.75	0.25	41.9855	2	accept
43.7612679039999	2	0	3	BALOON	n/a	EXPLODE	1	0	1.75	0.25	43.7613	2	explode
47.4787537080001	2	0.198230996999882	4	BALOON	b	ACCEPT	0	0.25	0.75	0.25	47.4788	2	accept
49.2212621600002	2	0.192495099000098	4	BALOON	b	ACCEPT	0	0.25	1	0.25	49.2213	2	accept
50.6816421920003	2	0.212543671999811	4	BALOON	b	ACCEPT	0	0.25	1.25	0.25	50.6816	2	accept
52.8391124760001	2	0.00313650599991888	4	BALOON	b	ACCEPT	0	0.25	1.5	0.25	52.8391	2	accept
54.7477085850001	2	0.37765656800002	4	BALOON	b	ACCEPT	0	0.25	1.75	0.25	54.7477	2	accept
56.2247245839999	2	1.37249752800017	4	BALOON	y	CASHOUT	0	0	1.75	0.25	56.2247	2	reject
60.8549414270001	2	0.382635189999746	5	BALOON	b	ACCEPT	0	0.25	0.75	0.25	60.8549	2	accept
62.7136684820002	2	0.21957220799959	5	BALOON	b	ACCEPT	0	0.25	1	0.25	62.7137	2	accept
64.837897549	2	0.224394774999837	5	BALOON	b	ACCEPT	0	0.25	1.25	0.25	64.8379	2	accept
66.8127370840002	2	0.280201955999928	5	BALOON	b	ACCEPT	0	0.25	1.5	0.25	66.8127	2	accept
68.58850979	2	0.29801402000021	5	BALOON	b	ACCEPT	0	0.25	1.75	0.25	68.5885	2	accept
70.497042775	2	0.244004267000037	5	BALOON	b	ACCEPT	0	0.25	2	0.25	70.497	2	accept
71.9575024240003	2	1.07117285599998	5	BALOON	b	ACCEPT	0	0.25	2.25	0.25	71.9575	2	accept
74.1316116600001	2	1.28975710699979	5	BALOON	y	CASHOUT	0	0	2.25	0.25	74.1316	2	reject
80.8031033520001	2	0.322961156000019	6	BALOON	b	ACCEPT	1	0.25	0.75	0.25	80.8031	2	accept
82.2137491829999	2	0.287195743000211	6	BALOON	b	ACCEPT	1	0.25	1	0.25	82.2137	2	accept
83.9230394850001	2	0.251367149000089	6	BALOON	b	ACCEPT	1	0.25	1.25	0.25	83.923	2	accept
85.3504926380001	2	0.359087851999902	6	BALOON	b	ACCEPT	1	0.25	1.5	0.25	85.3505	2	accept
87.474547795	2	0.363663748999898	6	BALOON	b	ACCEPT	1	0.25	1.75	0.25	87.4745	2	accept
89.549203652	2	0.512521399999969	6	BALOON	b	ACCEPT	1	0.25	2	0.25	89.5492	2	accept
91.673243961	2	0.764405888000056	6	BALOON	b	ACCEPT	1	0.25	2.25	0.25	91.6732	2	accept
94.2290841630002	2	0	6	BALOON	n/a	EXPLODE	1	0	2.25	0.25	94.2291	2	explode
98.5605985510001	2	0.212340988000051	7	BALOON	b	ACCEPT	1	0.25	0.75	0.25	98.5606	2	accept
100.734550281	2	0.239306015000238	7	BALOON	b	ACCEPT	1	0.25	1	0.25	100.7346	2	accept
102.759321006	2	0.17408152500002	7	BALOON	b	ACCEPT	1	0.25	1.25	0.25	102.7593	2	accept
103.970948941	2	0.33807711899999	7	BALOON	b	ACCEPT	1	0.25	1.5	0.25	103.9709	2	accept
105.929098281	2	0	7	BALOON	n/a	EXPLODE	1	0	1.5	0.25	105.9291	2	explode
109.314714242	2	0.202720447999582	8	BALOON	b	ACCEPT	1	0.25	0.75	0.25	109.3147	2	accept
111.322796166	2	0.19460780999998	8	BALOON	b	ACCEPT	1	0.25	1	0.25	111.3228	2	accept
112.882704481	2	0.243355482999959	8	BALOON	b	ACCEPT	1	0.25	1.25	0.25	112.8827	2	accept
114.558937729	2	0.222062035999897	8	BALOON	b	ACCEPT	1	0.25	1.5	0.25	114.5589	2	accept
116.633439162	2	0.267708511000365	8	BALOON	b	ACCEPT	1	0.25	1.75	0.25	116.6334	2	accept
118.077269349	2	0	8	BALOON	n/a	EXPLODE	1	0	1.75	0.25	118.0773	2	explode
123.952118259	2	0.230138529999749	9	BALOON	b	ACCEPT	0	0.25	0.75	0.25	123.9521	2	accept
125.777708643	2	0.219236667000132	9	BALOON	b	ACCEPT	0	0.25	1	0.25	125.7777	2	accept
127.968257777	2	0.213339019000159	9	BALOON	b	ACCEPT	0	0.25	1.25	0.25	127.9683	2	accept
129.827026062	2	0.218145499000002	9	BALOON	b	ACCEPT	0	0.25	1.5	0.25	129.827	2	accept
131.951404151	2	0.23076801399975	9	BALOON	b	ACCEPT	0	0.25	1.75	0.25	131.9514	2	accept
133.959439658	2	0.910262873000192	9	BALOON	y	CASHOUT	0	0	1.75	0.25	133.9594	2	reject
138.042037478	2	0.347238709000067	10	BALOON	b	ACCEPT	0	0.25	0.75	0.25	138.042	2	accept
139.585403331	2	0.251375144999656	10	BALOON	b	ACCEPT	0	0.25	1	0.25	139.5854	2	accept
141.211805627	2	0.217322637000052	10	BALOON	b	ACCEPT	0	0.25	1.25	0.25	141.2118	2	accept
143.435527435	2	0.250269180000032	10	BALOON	b	ACCEPT	0	0.25	1.5	0.25	143.4355	2	accept
144.862873298	2	1.40716610700019	10	BALOON	b	ACCEPT	0	0.25	1.75	0.25	144.8629	2	accept
148.265017255	2	1.125065189	10	BALOON	b	ACCEPT	0	0.25	2	0.25	148.265	2	accept
150.953420415	2	0.979830590999882	10	BALOON	y	CASHOUT	0	0	2	0.25	150.9534	2	reject
155.069294306	2	0.239544784000373	11	BALOON	b	ACCEPT	0	0.25	0.75	0.25	155.0693	2	accept
156.845084798	2	0.232092805999855	11	BALOON	b	ACCEPT	0	0.25	1	0.25	156.8451	2	accept
158.421667983	2	0.207366549999733	11	BALOON	b	ACCEPT	0	0.25	1.25	0.25	158.4217	2	accept
160.529496427	2	0.195651328999702	11	BALOON	b	ACCEPT	0	0.25	1.5	0.25	160.5295	2	accept
161.840349455	2	0.606229589999657	11	BALOON	b	ACCEPT	0	0.25	1.75	0.25	161.8403	2	accept
164.014399747	2	1.32616381900016	11	BALOON	y	CASHOUT	0	0	1.75	0.25	164.0144	2	reject
170.96806339	2	0.221676248999756	12	BALOON	b	ACCEPT	1	0.25	0.75	0.25	170.9681	2	accept
172.312339304	2	0.244462127000133	12	BALOON	b	ACCEPT	1	0.25	1	0.25	172.3123	2	accept
173.955279804	2	0.434567568000148	12	BALOON	b	ACCEPT	1	0.25	1.25	0.25	173.9553	2	accept
175.432307904	2	0.358011445000102	12	BALOON	b	ACCEPT	1	0.25	1.5	0.25	175.4323	2	accept
176.82644958	2	0.291363861000264	12	BALOON	b	ACCEPT	1	0.25	1.75	0.25	176.8264	2	accept
