onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.00	4.5	1.6478	 1.90	easy_par	10	 17.491	3 weeks	21	0.035670	y	 1	 17.65	 20.52	0	1	16.0019	4.5	easy_par	0.5417	n/a
 21.26	4.5	1.4956	-0.95	easy_par	10	 10.012	2 days	2	0.000615	b	 0	 22.76	 25.78	5.25	2	21.2627	4.5	easy_par	-0.4583	n/a
 31.75	4.5	1.0921	 2.00	easy_par	5	 27.140	4 months	120	0.036900	y	 1	 32.84	 36.27	15.75	4	31.7512	4.5	easy_par	0.5417	n/a
 37.01	4.5	1.4268	-0.99	easy_par	5	  5.224	1 year	365	0.000123	b	 0	 38.44	 41.53	21	5	37.0121	4.5	easy_par	-0.4583	n/a
 42.26	4.5	2.1818	-0.01	hard_par	10	 54.446	1 year	365	0.012177	y	 1	 44.44	 46.77	26.25	6	42.2563	4.5	hard_par	n/a	-1.9792
 47.52	4.5	2.4889	 1.90	easy_par	5	  6.248	1 week	7	0.035670	b	 0	 50.01	 52.03	31.5	7	47.5172	4.5	easy_par	-0.4583	n/a
 52.76	4.5	1.3721	-0.95	easy_par	10	 12.245	1 year	365	0.000615	b	 0	 54.13	 57.28	36.75	8	52.7615	4.5	easy_par	-0.4583	n/a
 58.01	4.5	1.3906	-0.99	easy_par	5	  5.037	2 months	60	0.000123	b	 0	 59.40	 62.52	42	9	58.0058	4.5	easy_par	-0.4583	n/a
 63.27	4.5	1.5442	-0.05	hard_par	10	 17.011	2 months	60	0.011685	y	 1	 64.81	 67.78	47.25	10	63.2666	4.5	hard_par	n/a	-1.9792
 68.51	4.5	1.2362	-0.05	hard_par	10	 10.818	1 week	7	0.011685	b	 0	 69.75	 73.02	52.5	11	68.5109	4.5	hard_par	n/a	-2.9792
 73.76	4.5	2.0900	-0.01	hard_par	10	 10.852	1 week	7	0.012177	y	 1	 75.85	 78.27	57.75	12	73.7551	4.5	hard_par	n/a	-1.9792
 79.02	4.5	1.6190	 1.90	easy_par	10	 10.713	2 days	2	0.035670	b	 0	 80.64	 83.53	63	13	79.016	4.5	easy_par	-0.4583	n/a
 84.26	4.5	1.9751	 2.00	easy_par	5	  8.875	3 weeks	21	0.036900	y	 1	 86.24	 88.77	68.25	14	84.2603	4.5	easy_par	0.5417	n/a
 89.50	4.5	0.8831	 2.00	easy_par	10	 17.749	3 weeks	21	0.036900	y	 1	 90.39	 94.02	73.5	15	89.5045	4.5	easy_par	0.5417	n/a
 94.77	4.5	1.2058	 2.00	easy_par	10	144.685	1 year	365	0.036900	y	 1	 95.97	 99.28	78.75	16	94.7654	4.5	easy_par	0.5417	n/a
105.25	4.5	1.0137	-0.01	hard_par	5	 27.223	1 year	365	0.012177	y	 1	106.27	109.77	89.25	18	105.254	4.5	hard_par	n/a	-1.9792
110.51	4.5	1.4679	 0.01	hard_par	10	 10.248	2 days	2	0.012423	y	 1	111.98	115.03	94.5	19	110.5148	4.5	hard_par	n/a	-1.9792
