0.024087	1.500000	1.000000
7.508034	1.500000	1.000000
9.632458	1.500000	1.000000
12.138330	1.500000	1.000000
14.146509	1.500000	1.000000
17.631652	1.500000	1.000000
20.651989	1.500000	1.000000
26.510371	1.500000	1.000000
32.385254	1.500000	1.000000
35.886921	1.500000	1.000000
38.392820	1.500000	1.000000
40.517228	1.500000	1.000000
42.890376	1.500000	1.000000
45.014557	1.500000	1.000000
52.632124	1.500000	1.000000
54.640194	1.500000	1.000000
56.764466	1.500000	1.000000
59.386645	1.500000	1.000000
62.008731	1.500000	1.000000
64.133032	1.500000	1.000000
66.887920	1.500000	1.000000
69.144908	1.500000	1.000000
72.513861	1.500000	1.000000
76.895145	1.500000	1.000000
85.259492	1.500000	1.000000
90.005739	1.500000	1.000000
92.760779	1.500000	1.000000
95.133931	1.500000	1.000000
98.270505	1.500000	1.000000
100.394777	1.500000	1.000000
103.382076	1.500000	1.000000
106.136930	1.500000	1.000000
108.393926	1.500000	1.000000
110.385442	1.500000	1.000000
114.633982	1.500000	1.000000
117.007068	1.500000	1.000000
124.757332	1.500000	1.000000
126.765529	1.500000	1.000000
131.262934	1.500000	1.000000
137.635743	1.500000	1.000000
140.639632	1.500000	1.000000
142.763850	1.500000	1.000000
150.265146	1.500000	1.000000
153.136226	1.500000	1.000000
155.144370	1.500000	1.000000
157.268673	1.500000	1.000000
160.388657	1.500000	1.000000
162.512927	1.500000	1.000000
167.889915	1.500000	1.000000
170.263025	1.500000	1.000000
172.636227	1.500000	1.000000
174.760549	1.500000	1.000000
176.768572	1.500000	1.000000
181.382254	1.500000	1.000000
193.646664	1.500000	1.000000
195.887064	1.500000	1.000000
198.509150	1.500000	1.000000
202.392565	1.500000	1.000000
204.633015	1.500000	1.000000
207.138972	1.500000	1.000000
222.506721	1.500000	1.000000
225.643367	1.500000	1.000000
231.634368	1.500000	1.000000
235.766825	1.500000	1.000000
237.758264	1.500000	1.000000
240.645838	1.500000	1.000000
246.255247	1.500000	1.000000
249.507950	1.500000	1.000000
251.516225	1.500000	1.000000
254.270942	1.500000	1.000000
256.760483	1.500000	1.000000
263.266034	1.500000	1.000000
266.269846	1.500000	1.000000
269.506025	1.500000	1.000000
273.771156	1.500000	1.000000
276.144322	1.500000	1.000000
282.019333	1.500000	1.000000
286.134950	1.500000	1.000000
289.138824	1.500000	1.000000
291.760960	1.500000	1.000000
294.134233	1.500000	1.000000
296.142117	1.500000	1.000000
298.266548	1.500000	1.000000
311.642734	1.500000	1.000000
313.634240	1.500000	1.000000
315.642285	1.500000	1.000000
318.513352	1.500000	1.000000
322.131246	1.500000	1.000000
324.388410	1.500000	1.000000
328.138978	1.500000	1.000000
330.761072	1.500000	1.000000
333.134313	1.500000	1.000000
338.644155	1.500000	1.000000
340.635580	1.500000	1.000000
345.265846	1.500000	1.000000
