onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.02	4.5	1.6798	-0.05	hard_par	10	 45.715	1 year	365	0.009785	y	1	 17.70	 20.53	0	1	16.0162	4.5	hard_par	n/a	0.5833
 21.26	4.5	1.2861	 1.90	easy_par	10	119.025	1 year	365	0.029870	y	1	 22.55	 25.77	5.25	2	21.2604	4.5	easy_par	0.6042	n/a
 26.50	4.5	1.3283	 0.05	hard_par	5	  5.108	2 days	2	0.010815	b	0	 27.83	 31.02	10.5	3	26.5047	4.5	hard_par	n/a	-0.4167
 37.01	4.5	1.6630	-0.99	easy_par	5	  5.062	4 months	120	0.000103	b	0	 38.67	 41.52	21	5	37.0099	4.5	easy_par	-0.3958	n/a
 42.25	4.5	1.4660	-0.99	easy_par	10	 10.002	2 days	2	0.000103	b	0	 43.72	 46.77	26.25	6	42.2541	4.5	easy_par	-0.3958	n/a
 47.52	4.5	1.0547	 0.01	hard_par	10	 10.728	1 week	7	0.010403	b	0	 48.57	 52.03	31.5	7	47.515	4.5	hard_par	n/a	-0.4167
 52.76	4.5	1.2424	 2.00	easy_par	5	 61.392	1 year	365	0.030900	y	1	 54.00	 57.27	36.75	8	52.7592	4.5	easy_par	0.6042	n/a
 58.00	4.5	2.5893	 1.90	easy_par	5	 13.961	2 months	60	0.029870	y	1	 60.59	 62.52	42	9	58.0034	4.5	easy_par	0.6042	n/a
 63.26	4.5	2.3870	 0.05	hard_par	5	  8.245	2 months	60	0.010815	b	0	 65.65	 67.78	47.25	10	63.2644	4.5	hard_par	n/a	-0.4167
 68.51	4.5	1.2031	-0.99	easy_par	5	  5.001	2 days	2	0.000103	b	0	 69.71	 73.02	52.5	11	68.5086	4.5	easy_par	-0.3958	n/a
 73.75	4.5	1.2241	-0.95	easy_par	10	 10.618	4 months	120	0.000515	b	0	 74.98	 78.27	57.75	12	73.7529	4.5	easy_par	-0.3958	n/a
 79.01	4.5	1.0743	 1.90	easy_par	10	 45.844	4 months	120	0.029870	y	1	 80.09	 83.53	63	13	79.0138	4.5	easy_par	0.6042	n/a
 84.26	4.5	1.7119	 0.05	hard_par	10	 12.271	3 weeks	21	0.010815	b	0	 85.97	 88.77	68.25	14	84.2582	4.5	hard_par	n/a	-0.4167
 89.50	4.5	1.6739	 1.90	easy_par	5	 22.922	4 months	120	0.029870	y	1	 91.18	 94.02	73.5	15	89.5023	4.5	easy_par	0.6042	n/a
 94.76	4.5	1.4367	-0.05	hard_par	5	  7.935	2 months	60	0.009785	y	1	 96.20	 99.28	78.75	16	94.7632	4.5	hard_par	n/a	0.5833
100.01	4.5	1.0245	 1.90	easy_par	5	 59.513	1 year	365	0.029870	y	1	101.03	104.52	84	17	100.0073	4.5	easy_par	0.6042	n/a
110.51	4.5	1.0956	 0.01	hard_par	5	  6.092	3 weeks	21	0.010403	b	0	111.61	115.03	94.5	19	110.5126	4.5	hard_par	n/a	-0.4167
115.76	4.5	1.1028	-0.05	hard_par	5	  5.342	1 week	7	0.009785	b	0	116.86	120.27	99.75	20	115.7568	4.5	hard_par	n/a	-0.4167
121.00	4.5	1.3592	 2.00	easy_par	5	 14.270	2 months	60	0.030900	y	1	122.36	125.52	105	21	121.0011	4.5	easy_par	0.6042	n/a
126.26	4.5	1.2100	-0.99	easy_par	10	 10.124	4 months	120	0.000103	b	0	127.47	130.78	110.25	22	126.262	4.5	easy_par	-0.3958	n/a
131.51	4.5	0.8849	 0.05	hard_par	10	 49.475	1 year	365	0.010815	y	1	132.39	136.02	115.5	23	131.5062	4.5	hard_par	n/a	0.5833
136.77	4.5	1.4361	 0.01	hard_par	5	 11.242	4 months	120	0.010403	b	0	138.20	141.28	120.75	24	136.7672	4.5	hard_par	n/a	-0.4167
142.01	4.5	1.0081	 2.00	easy_par	5	  6.082	1 week	7	0.030900	b	0	143.02	146.53	126	25	142.0113	4.5	easy_par	-0.3958	n/a
147.26	4.5	0.8491	-0.95	easy_par	5	  5.005	2 days	2	0.000515	b	0	148.10	151.77	131.25	26	147.2557	4.5	easy_par	-0.3958	n/a
152.52	4.5	1.6302	-0.95	easy_par	10	 10.108	3 weeks	21	0.000515	b	0	154.15	157.03	136.5	27	152.5166	4.5	easy_par	-0.3958	n/a
157.76	4.5	1.2953	 0.01	hard_par	5	  8.121	2 months	60	0.010403	b	0	159.06	162.27	141.75	28	157.7608	4.5	hard_par	n/a	-0.4167
163.01	4.5	0.8111	-0.99	easy_par	5	  5.011	3 weeks	21	0.000103	b	0	163.82	167.52	147	29	163.0051	4.5	easy_par	-0.3958	n/a
168.27	4.5	0.8879	-0.95	easy_par	5	  5.054	3 weeks	21	0.000515	b	0	169.15	172.78	152.25	30	168.266	4.5	easy_par	-0.3958	n/a
173.51	4.5	0.8261	-0.05	hard_par	10	 10.196	2 days	2	0.009785	b	0	174.34	178.02	157.5	31	173.5102	4.5	hard_par	n/a	-0.4167
184.02	4.5	0.8363	-0.01	hard_par	5	  6.071	3 weeks	21	0.010197	b	0	184.85	188.53	168	33	184.0154	4.5	hard_par	n/a	-0.4167
189.26	4.5	0.7334	-0.95	easy_par	5	  5.154	2 months	60	0.000515	b	0	189.99	193.77	173.25	34	189.2596	4.5	easy_par	-0.3958	n/a
194.50	4.5	0.6595	-0.99	easy_par	5	  5.031	2 months	60	0.000103	b	0	195.16	199.02	178.5	35	194.5038	4.5	easy_par	-0.3958	n/a
199.76	4.5	0.9969	 1.90	easy_par	5	  8.136	3 weeks	21	0.029870	b	0	200.76	204.28	183.75	36	199.7648	4.5	easy_par	-0.3958	n/a
205.01	4.5	1.3596	-0.01	hard_par	10	 22.236	4 months	120	0.010197	y	1	206.37	209.52	189	37	205.0091	4.5	hard_par	n/a	0.5833
210.25	4.5	0.7221	-0.01	hard_par	10	 10.714	1 week	7	0.010197	b	0	210.98	214.77	194.25	38	210.2532	4.5	hard_par	n/a	-0.4167
215.51	4.5	1.1676	 1.90	easy_par	10	 27.922	2 months	60	0.029870	y	1	216.68	220.03	199.5	39	215.5142	4.5	easy_par	0.6042	n/a
220.76	4.5	2.4894	 0.01	hard_par	10	 10.208	2 days	2	0.010403	b	0	223.25	225.27	204.75	40	220.7585	4.5	hard_par	n/a	-0.4167
