onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
 16.01	4.5	1.2096	-0.05	hard_par	10	11.387	1 year	365	0.000380	y	1	 17.22	 20.53	0	1	16.012	4.5	hard_par	n/a	0.1042
 21.26	4.5	1.0120	 1.90	easy_par	10	14.234	1 year	365	0.001160	y	1	 22.27	 25.77	5.25	2	21.2562	4.5	easy_par	0.4167	n/a
 26.52	4.5	1.3888	 0.05	hard_par	5	 5.004	2 days	2	0.000420	y	1	 27.91	 31.03	10.5	3	26.5171	4.5	hard_par	n/a	0.1042
 37.01	4.5	1.5625	-0.99	easy_par	5	 5.002	4 months	120	0.000004	b	0	 38.57	 41.52	21	5	37.0056	4.5	easy_par	-0.5833	n/a
 42.27	4.5	0.9598	-0.99	easy_par	10	10.000	2 days	2	0.000004	b	0	 43.23	 46.78	26.25	6	42.2665	4.5	easy_par	-0.5833	n/a
 47.51	4.5	1.0022	 0.01	hard_par	10	10.028	1 week	7	0.000404	y	1	 48.51	 52.02	31.5	7	47.5109	4.5	hard_par	n/a	0.1042
 52.76	4.5	0.7403	 2.00	easy_par	5	 7.190	1 year	365	0.001200	y	1	 53.50	 57.27	36.75	8	52.755	4.5	easy_par	0.4167	n/a
 58.02	4.5	0.6560	 1.90	easy_par	5	 5.348	2 months	60	0.001160	y	1	 58.67	 62.53	42	9	58.016	4.5	easy_par	0.4167	n/a
 63.26	4.5	0.7148	 0.05	hard_par	5	 5.126	2 months	60	0.000420	y	1	 63.98	 67.77	47.25	10	63.2602	4.5	hard_par	n/a	0.1042
 68.50	4.5	0.7208	-0.99	easy_par	5	 5.000	2 days	2	0.000004	b	0	 69.23	 73.02	52.5	11	68.5044	4.5	easy_par	-0.5833	n/a
 73.77	4.5	0.8751	-0.95	easy_par	10	10.024	4 months	120	0.000020	y	1	 74.64	 78.28	57.75	12	73.7654	4.5	easy_par	0.4167	n/a
 79.01	4.5	0.7095	 1.90	easy_par	10	11.392	4 months	120	0.001160	y	1	 79.72	 83.52	63	13	79.0095	4.5	easy_par	0.4167	n/a
 84.25	4.5	1.0894	 0.05	hard_par	10	10.088	3 weeks	21	0.000420	y	1	 85.34	 88.77	68.25	14	84.2538	4.5	hard_par	n/a	0.1042
 89.51	4.5	1.0520	 1.90	easy_par	5	 5.696	4 months	120	0.001160	y	1	 90.57	 94.03	73.5	15	89.5148	4.5	easy_par	0.4167	n/a
 94.76	4.5	0.9215	-0.05	hard_par	5	 5.114	2 months	60	0.000380	y	1	 95.68	 99.27	78.75	16	94.759	4.5	hard_par	n/a	0.1042
100.00	4.5	0.5656	 1.90	easy_par	5	 7.117	1 year	365	0.001160	y	1	100.57	104.52	84	17	100.0032	4.5	easy_par	0.4167	n/a
110.51	4.5	1.2827	 0.01	hard_par	5	 5.042	3 weeks	21	0.000404	y	1	111.79	115.02	94.5	19	110.5085	4.5	hard_par	n/a	0.1042
115.75	4.5	0.8815	-0.05	hard_par	5	 5.013	1 week	7	0.000380	y	1	116.63	120.27	99.75	20	115.7526	4.5	hard_par	n/a	0.1042
121.01	4.5	0.6109	 2.00	easy_par	5	 5.360	2 months	60	0.001200	y	1	121.62	125.53	105	21	121.0136	4.5	easy_par	0.4167	n/a
126.26	4.5	0.8249	-0.99	easy_par	10	10.005	4 months	120	0.000004	b	0	127.08	130.77	110.25	22	126.2579	4.5	easy_par	-0.5833	n/a
131.50	4.5	0.7222	 0.05	hard_par	10	11.533	1 year	365	0.000420	y	1	132.22	136.02	115.5	23	131.502	4.5	hard_par	n/a	0.1042
136.76	4.5	0.6540	 0.01	hard_par	5	 5.242	4 months	120	0.000404	y	1	137.42	141.28	120.75	24	136.763	4.5	hard_par	n/a	0.1042
142.01	4.5	0.7917	 2.00	easy_par	5	 5.042	1 week	7	0.001200	y	1	142.80	146.52	126	25	142.0072	4.5	easy_par	0.4167	n/a
147.25	4.5	0.6927	-0.95	easy_par	5	 5.000	2 days	2	0.000020	b	0	147.94	151.77	131.25	26	147.2515	4.5	easy_par	-0.5833	n/a
152.51	4.5	0.8388	-0.95	easy_par	10	10.004	3 weeks	21	0.000020	b	0	153.35	157.03	136.5	27	152.5124	4.5	easy_par	-0.5833	n/a
157.76	4.5	0.6917	 0.01	hard_par	5	 5.121	2 months	60	0.000404	y	1	158.45	162.27	141.75	28	157.7567	4.5	hard_par	n/a	0.1042
163.00	4.5	0.5745	-0.99	easy_par	5	 5.000	3 weeks	21	0.000004	b	0	163.58	167.52	147	29	163.001	4.5	easy_par	-0.5833	n/a
168.26	4.5	0.6017	-0.95	easy_par	5	 5.002	3 weeks	21	0.000020	b	0	168.86	172.78	152.25	30	168.2619	4.5	easy_par	-0.5833	n/a
173.51	4.5	0.9446	-0.05	hard_par	10	10.008	2 days	2	0.000380	y	1	174.45	178.02	157.5	31	173.5061	4.5	hard_par	n/a	0.1042
184.01	4.5	0.7333	-0.01	hard_par	5	 5.042	3 weeks	21	0.000396	y	1	184.74	188.53	168	33	184.0112	4.5	hard_par	n/a	0.1042
189.26	4.5	0.7911	-0.95	easy_par	5	 5.006	2 months	60	0.000020	y	1	190.05	193.77	173.25	34	189.2555	4.5	easy_par	0.4167	n/a
194.52	4.5	0.6052	-0.99	easy_par	5	 5.001	2 months	60	0.000004	b	0	195.12	199.03	178.5	35	194.5164	4.5	easy_par	-0.5833	n/a
199.76	4.5	0.5701	 1.90	easy_par	5	 5.122	3 weeks	21	0.001160	y	1	200.33	204.27	183.75	36	199.7607	4.5	easy_par	0.4167	n/a
205.01	4.5	0.7941	-0.01	hard_par	10	10.475	4 months	120	0.000396	y	1	205.80	209.52	189	37	205.005	4.5	hard_par	n/a	0.1042
210.27	4.5	0.7824	-0.01	hard_par	10	10.028	1 week	7	0.000396	y	1	211.05	214.78	194.25	38	210.2658	4.5	hard_par	n/a	0.1042
215.51	4.5	0.8350	 1.90	easy_par	10	10.696	2 months	60	0.001160	y	1	216.35	220.02	199.5	39	215.5102	4.5	easy_par	0.4167	n/a
220.75	4.5	1.0485	 0.01	hard_par	10	10.008	2 days	2	0.000404	y	1	221.80	225.27	204.75	40	220.7543	4.5	hard_par	n/a	0.1042
226.02	4.5	0.6835	-0.05	hard_par	5	 5.040	3 weeks	21	0.000380	y	1	226.70	230.53	210	41	226.0152	4.5	hard_par	n/a	0.1042
231.26	4.5	0.9331	-0.95	easy_par	10	10.001	1 week	7	0.000020	b	0	232.19	235.77	215.25	42	231.2595	4.5	easy_par	-0.5833	n/a
236.50	4.5	0.7518	-0.01	hard_par	10	10.238	2 months	60	0.000396	y	1	237.26	241.02	220.5	43	236.5037	4.5	hard_par	n/a	0.1042
241.76	4.5	0.6755	 1.90	easy_par	10	10.244	3 weeks	21	0.001160	y	1	242.44	246.28	225.75	44	241.7646	4.5	easy_par	0.4167	n/a
247.01	4.5	0.6780	-0.99	easy_par	5	 5.000	1 week	7	0.000004	b	0	247.69	251.52	231	45	247.0089	4.5	easy_par	-0.5833	n/a
257.51	4.5	0.6854	 0.01	hard_par	10	10.485	4 months	120	0.000404	y	1	258.20	262.03	241.5	47	257.5141	4.5	hard_par	n/a	0.1042
262.76	4.5	1.0974	-0.95	easy_par	10	10.012	2 months	60	0.000020	y	1	263.86	267.27	246.75	48	262.7583	4.5	easy_par	0.4167	n/a
268.00	4.5	0.6074	-0.99	easy_par	10	10.015	1 year	365	0.000004	y	1	268.61	272.52	252	49	268.0026	4.5	easy_par	0.4167	n/a
273.26	4.5	0.6340	 2.00	easy_par	10	10.252	3 weeks	21	0.001200	y	1	273.90	277.78	257.25	50	273.2635	4.5	easy_par	0.4167	n/a
278.51	4.5	1.1157	-0.05	hard_par	10	10.080	3 weeks	21	0.000380	y	1	279.62	283.02	262.5	51	278.5077	4.5	hard_par	n/a	0.1042
283.75	4.5	0.9589	 1.90	easy_par	5	 5.012	2 days	2	0.001160	y	1	284.71	288.27	267.75	52	283.752	4.5	easy_par	0.4167	n/a
289.01	4.5	0.6986	-0.01	hard_par	5	 5.119	2 months	60	0.000396	y	1	289.71	293.53	273	53	289.0129	4.5	hard_par	n/a	0.1042
294.26	4.5	0.7342	-0.05	hard_par	5	 5.694	1 year	365	0.000380	y	1	294.99	298.77	278.25	54	294.2572	4.5	hard_par	n/a	0.1042
299.50	4.5	0.7699	 0.05	hard_par	10	10.504	4 months	120	0.000420	y	1	300.27	304.02	283.5	55	299.5014	4.5	hard_par	n/a	0.1042
304.76	4.5	1.0770	 2.00	easy_par	10	10.084	1 week	7	0.001200	y	1	305.84	309.28	288.75	56	304.7622	4.5	easy_par	0.4167	n/a
310.01	4.5	1.0108	 0.05	hard_par	5	 5.252	4 months	120	0.000420	y	1	311.02	314.52	294	57	310.0065	4.5	hard_par	n/a	0.1042
315.25	4.5	1.1187	 2.00	easy_par	5	 5.720	4 months	120	0.001200	y	1	316.37	319.76	299.25	58	315.2508	4.5	easy_par	0.4167	n/a
320.51	4.5	0.9924	-0.99	easy_par	10	10.002	2 months	60	0.000004	b	0	321.50	325.03	304.5	59	320.5117	4.5	easy_par	-0.5833	n/a
331.02	4.5	1.3296	 0.05	hard_par	5	 5.015	1 week	7	0.000420	y	1	332.35	335.53	315	61	331.0169	4.5	hard_par	n/a	0.1042
336.26	4.5	0.7225	 0.05	hard_par	5	 5.766	1 year	365	0.000420	y	1	336.98	340.78	320.25	62	336.2612	4.5	hard_par	n/a	0.1042
341.51	4.5	1.3334	-0.01	hard_par	5	 5.238	4 months	120	0.000396	y	1	342.84	346.02	325.5	63	341.5054	4.5	hard_par	n/a	0.1042
346.77	4.5	0.8806	-0.05	hard_par	10	10.456	4 months	120	0.000380	y	1	347.65	351.28	330.75	64	346.7663	4.5	hard_par	n/a	0.1042
352.01	4.5	0.9080	-0.01	hard_par	10	10.083	3 weeks	21	0.000396	y	1	352.92	356.52	336	65	352.0105	4.5	hard_par	n/a	0.1042
357.25	4.5	1.3874	-0.99	easy_par	5	 5.007	1 year	365	0.000004	b	0	358.64	361.77	341.25	66	357.2549	4.5	easy_par	-0.5833	n/a
362.52	4.5	1.4919	-0.95	easy_par	10	10.073	1 year	365	0.000020	b	0	364.01	367.03	346.5	67	362.5158	4.5	easy_par	-0.5833	n/a
367.76	4.5	1.1514	-0.01	hard_par	5	 5.004	2 days	2	0.000396	b	0	368.91	372.27	351.75	68	367.7599	4.5	hard_par	n/a	-0.8958
373.00	4.5	1.1478	 0.01	hard_par	5	 5.014	1 week	7	0.000404	y	1	374.15	377.52	357	69	373.0042	4.5	hard_par	n/a	0.1042
378.27	4.5	1.1433	-0.95	easy_par	5	 5.037	1 year	365	0.000020	b	0	379.41	382.78	362.25	70	378.2651	4.5	easy_par	-0.5833	n/a
383.51	4.5	0.7877	-0.01	hard_par	5	 5.014	1 week	7	0.000396	b	0	384.30	388.02	367.5	71	383.5093	4.5	hard_par	n/a	-0.8958
388.75	4.5	1.1376	 1.90	easy_par	10	10.081	1 week	7	0.001160	y	1	389.89	393.27	372.75	72	388.7536	4.5	easy_par	0.4167	n/a
394.01	4.5	0.7615	 0.01	hard_par	10	10.242	2 months	60	0.000404	y	1	394.78	398.53	378	73	394.0145	4.5	hard_par	n/a	0.1042
404.50	4.5	2.6594	-0.01	hard_par	10	10.008	2 days	2	0.000396	y	1	407.16	409.02	388.5	75	404.5031	4.5	hard_par	n/a	0.1042
409.76	4.5	0.6835	 0.05	hard_par	10	10.252	2 months	60	0.000420	y	1	410.45	414.28	393.75	76	409.7639	4.5	hard_par	n/a	0.1042
415.01	4.5	0.9225	-0.99	easy_par	10	10.001	3 weeks	21	0.000004	b	0	415.93	419.52	399	77	415.0082	4.5	easy_par	-0.5833	n/a
420.25	4.5	1.1148	-0.99	easy_par	10	10.000	1 week	7	0.000004	b	0	421.37	424.77	404.25	78	420.2525	4.5	easy_par	-0.5833	n/a
425.51	4.5	1.0957	-0.05	hard_par	5	 5.228	4 months	120	0.000380	y	1	426.61	430.03	409.5	79	425.5132	4.5	hard_par	n/a	0.1042
