onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_orig	duration_orig	trial_type_orig
0.0221086549991014	2	0.6662718030002	1	BALOON	b	ACCEPT	0	0.25	0.75	0.25	0.0221	2	accept
2.12977986799888	2	0.237384379001014	1	BALOON	b	ACCEPT	0	0.25	1	0.25	2.1298	2	accept
3.67325833799987	2	0.277853646999574	1	BALOON	b	ACCEPT	0	0.25	1.25	0.25	3.6733	2	accept
5.89713037399997	2	0.269743168999412	1	BALOON	y	CASHOUT	0	0	1.25	0.25	5.8971	2	reject
9.38220187799925	2	0.233644530000674	2	BALOON	b	ACCEPT	0	0.25	0.75	0.25	9.3822	2	accept
10.6601077029991	2	0.226820376999967	2	BALOON	b	ACCEPT	0	0.25	1	0.25	10.6601	2	accept
12.6847149379992	2	0.22688319900044	2	BALOON	b	ACCEPT	0	0.25	1.25	0.25	12.6847	2	accept
14.7591976429994	2	0.279880467000112	2	BALOON	b	ACCEPT	0	0.25	1.5	0.25	14.7592	2	accept
16.6179637329988	2	0.269013253000594	2	BALOON	y	CASHOUT	0	0	1.5	0.25	16.618	2	reject
21.0656394839989	2	0.350609717001134	3	BALOON	b	ACCEPT	0	0.25	0.75	0.25	21.0656	2	accept
22.9077956149995	2	0.220027184999708	3	BALOON	b	ACCEPT	0	0.25	1	0.25	22.9078	2	accept
24.9324448839998	2	0.195081623000078	3	BALOON	b	ACCEPT	0	0.25	1.25	0.25	24.9324	2	accept
26.542276410999	2	0.265648130000045	3	BALOON	b	ACCEPT	0	0.25	1.5	0.25	26.5423	2	accept
28.2516044949989	2	0.483112003001224	3	BALOON	b	ACCEPT	0	0.25	1.75	0.25	28.2516	2	accept
29.8281693589997	2	0.386618086999079	3	BALOON	y	CASHOUT	0	0	1.75	0.25	29.8282	2	reject
33.6784750269999	2	0.00320439799907035	4	BALOON	b	ACCEPT	0	0.25	0.75	0.25	33.6785	2	accept
35.3547994389992	2	0.205630075000954	4	BALOON	b	ACCEPT	0	0.25	1	0.25	35.3548	2	accept
37.4789566649997	2	0.231968416999734	4	BALOON	b	ACCEPT	0	0.25	1.25	0.25	37.479	2	accept
39.6362495819994	2	0.235790163000274	4	BALOON	b	ACCEPT	0	0.25	1.5	0.25	39.6362	2	accept
41.7438401709987	2	0.288051473000451	4	BALOON	y	CASHOUT	0	0	1.5	0.25	41.7438	2	reject
46.0423107549996	2	0.13331174599989	5	BALOON	b	ACCEPT	0	0.25	0.75	0.25	46.0423	2	accept
47.7682882469999	2	0.191797022998799	5	BALOON	b	ACCEPT	0	0.25	1	0.25	47.7683	2	accept
49.3116978399994	2	0.239252641000348	5	BALOON	b	ACCEPT	0	0.25	1.25	0.25	49.3117	2	accept
51.2534438029998	2	0.225716117000047	5	BALOON	b	ACCEPT	0	0.25	1.5	0.25	51.2534	2	accept
