onset	duration	reaction_time	percent_off_trial	trial_type	immediate_amount	delayed_amount	delay_time_words	delay_time_days	k_this_trial	response_button	response_binarized	onset.plus.rt	onset.plus.stimdur	absolute_time	trialnum	onset_orig	duration_orig	trial_type_orig	easy_par_orig	hard_par_orig
121.01	4.5	0.7707	 1.90	easy_par	5	 5.165	2 days	2	0.016530	b	0	121.78	125.52	105	21	121.0085	0.7707	easy_par	-93.8333	n/a
126.25	4.5	1.6631	-0.01	hard_par	10	10.113	2 days	2	0.005643	b	0	127.92	130.77	110.25	22	126.2528	1.6631	hard_par	n/a	-93.8333
131.51	4.5	1.4211	 0.01	hard_par	10	10.403	1 week	7	0.005757	b	0	132.93	136.03	115.5	23	131.5136	1.4211	hard_par	n/a	-88.8333
136.76	4.5	0.8624	-0.95	easy_par	10	10.342	4 months	120	0.000285	b	0	137.62	141.27	120.75	24	136.7578	0.8624	easy_par	24.1667	n/a
142.00	4.5	0.8591	 2.00	easy_par	5	 5.171	2 days	2	0.017100	b	0	142.86	146.52	126	25	142.0022	0.8591	easy_par	-93.8333	n/a
147.26	4.5	1.0850	 0.05	hard_par	5	 8.591	4 months	120	0.005985	y	1	148.35	151.78	131.25	26	147.263	1.085	hard_par	n/a	24.1667
152.51	4.5	1.6900	 2.00	easy_par	5	 5.598	1 week	7	0.017100	y	1	154.20	157.02	136.5	27	152.5073	1.69	easy_par	-88.8333	n/a
157.75	4.5	1.1513	 0.01	hard_par	5	 5.604	3 weeks	21	0.005757	b	0	158.90	162.27	141.75	28	157.7515	1.1513	hard_par	n/a	-74.8333
163.01	4.5	1.5067	 0.05	hard_par	5	 6.795	2 months	60	0.005985	b	0	164.52	167.53	147	29	163.0124	1.5067	hard_par	n/a	-35.8333
168.26	4.5	1.0191	 0.05	hard_par	10	10.120	2 days	2	0.005985	b	0	169.28	172.77	152.25	30	168.2568	1.0191	hard_par	n/a	-93.8333
178.76	4.5	0.8338	-0.95	easy_par	5	 5.086	2 months	60	0.000285	b	0	179.60	183.28	162.75	32	178.7619	0.8338	easy_par	-35.8333	n/a
184.01	4.5	0.9343	 0.05	hard_par	5	 5.209	1 week	7	0.005985	b	0	184.94	188.52	168	33	184.0062	0.9343	hard_par	n/a	-88.8333
189.27	4.5	0.8005	 0.01	hard_par	5	 5.201	1 week	7	0.005757	b	0	190.07	193.78	173.25	34	189.2671	0.8005	hard_par	n/a	-88.8333
194.51	4.5	0.8521	 1.90	easy_par	10	70.335	1 year	365	0.016530	y	1	195.36	199.03	178.5	35	194.5113	0.8521	easy_par	269.1667	n/a
199.76	4.5	0.9997	-0.99	easy_par	10	10.004	1 week	7	0.000057	b	0	200.76	204.27	183.75	36	199.7555	0.9997	easy_par	-88.8333	n/a
205.02	4.5	0.7392	-0.01	hard_par	5	 5.056	2 days	2	0.005643	b	0	205.76	209.53	189	37	205.0165	0.7392	hard_par	n/a	-93.8333
210.26	4.5	0.8729	 0.01	hard_par	5	15.507	1 year	365	0.005757	y	1	211.13	214.77	194.25	38	210.2607	0.8729	hard_par	n/a	269.1667
215.50	4.5	0.9709	 0.01	hard_par	10	31.013	1 year	365	0.005757	y	1	216.48	220.02	199.5	39	215.5049	0.9709	hard_par	n/a	269.1667
220.77	4.5	0.8019	-0.01	hard_par	5	 5.593	3 weeks	21	0.005643	b	0	221.57	225.28	204.75	40	220.7658	0.8019	hard_par	n/a	-74.8333
226.01	4.5	0.8914	-0.99	easy_par	5	 5.034	4 months	120	0.000057	b	0	226.90	230.52	210	41	226.0101	0.8914	easy_par	24.1667	n/a
231.25	4.5	1.0181	 2.00	easy_par	10	30.520	4 months	120	0.017100	y	1	232.27	235.77	215.25	42	231.2544	1.0181	easy_par	24.1667	n/a
236.52	4.5	1.3921	 0.05	hard_par	5	15.923	1 year	365	0.005985	y	1	237.91	241.03	220.5	43	236.5153	1.3921	hard_par	n/a	269.1667
241.76	4.5	0.7505	-0.95	easy_par	10	10.020	1 week	7	0.000285	b	0	242.51	246.27	225.75	44	241.7594	0.7505	easy_par	-88.8333	n/a
252.26	4.5	0.7727	-0.95	easy_par	10	10.171	2 months	60	0.000285	b	0	253.04	256.78	236.25	46	252.2646	0.7727	easy_par	-35.8333	n/a
257.51	4.5	1.0019	-0.95	easy_par	5	 5.171	4 months	120	0.000285	b	0	258.51	262.02	241.5	47	257.5089	1.0019	easy_par	24.1667	n/a
262.75	4.5	1.1880	-0.05	hard_par	10	16.498	4 months	120	0.005415	b	0	263.94	267.27	246.75	48	262.7533	1.188	hard_par	n/a	24.1667
268.01	4.5	1.3170	 1.90	easy_par	10	11.157	1 week	7	0.016530	b	0	269.33	272.53	252	49	268.0141	1.317	easy_par	-88.8333	n/a
273.26	4.5	1.1052	-0.99	easy_par	10	10.068	4 months	120	0.000057	b	0	274.36	277.77	257.25	50	273.2584	1.1052	easy_par	24.1667	n/a
278.50	4.5	0.7487	-0.05	hard_par	10	29.765	1 year	365	0.005415	y	1	279.25	283.02	262.5	51	278.5027	0.7487	hard_par	n/a	269.1667
283.76	4.5	1.3921	 2.00	easy_par	10	20.260	2 months	60	0.017100	y	1	285.16	288.28	267.75	52	283.7635	1.3921	easy_par	-35.8333	n/a
289.01	4.5	0.6924	-0.99	easy_par	10	10.001	2 days	2	0.000057	b	0	289.70	293.52	273	53	289.0077	0.6924	easy_par	-93.8333	n/a
294.25	4.5	1.5998	-0.05	hard_par	10	11.137	3 weeks	21	0.005415	b	0	295.85	298.77	278.25	54	294.252	1.5998	hard_par	n/a	-74.8333
299.51	4.5	0.7892	 0.05	hard_par	5	 5.628	3 weeks	21	0.005985	b	0	300.30	304.03	283.5	55	299.5129	0.7892	hard_par	n/a	-74.8333
304.76	4.5	0.8251	-0.99	easy_par	10	10.208	1 year	365	0.000057	b	0	305.58	309.27	288.75	56	304.7572	0.8251	easy_par	269.1667	n/a
310.00	4.5	1.1808	 1.90	easy_par	5	 9.959	2 months	60	0.016530	b	0	311.18	314.52	294	57	310.0014	1.1808	easy_par	-35.8333	n/a
315.26	4.5	0.9096	 0.01	hard_par	10	16.908	4 months	120	0.005757	y	1	316.17	319.78	299.25	58	315.2623	0.9096	hard_par	n/a	24.1667
325.75	4.5	0.8488	-0.95	easy_par	5	 5.010	1 week	7	0.000285	b	0	326.60	330.26	309.75	60	325.7508	0.8488	easy_par	-88.8333	n/a
331.01	4.5	0.8018	-0.99	easy_par	10	10.012	3 weeks	21	0.000057	b	0	331.81	335.53	315	61	331.0117	0.8018	easy_par	-74.8333	n/a
336.26	4.5	1.1317	-0.01	hard_par	10	13.386	2 months	60	0.005643	y	1	337.39	340.77	320.25	62	336.2559	1.1317	hard_par	n/a	-35.8333
341.52	4.5	1.0561	 0.05	hard_par	10	10.419	1 week	7	0.005985	b	0	342.57	346.03	325.5	63	341.5168	1.0561	hard_par	n/a	-88.8333
346.76	4.5	1.0695	 0.01	hard_par	10	11.209	3 weeks	21	0.005757	b	0	347.83	351.28	330.75	64	346.761	1.0695	hard_par	n/a	-74.8333
352.01	4.5	0.6780	-0.95	easy_par	5	 5.003	2 days	2	0.000285	b	0	352.68	356.52	336	65	352.0055	0.678	easy_par	-93.8333	n/a
357.27	4.5	0.8009	-0.05	hard_par	5	 6.624	2 months	60	0.005415	b	0	358.07	361.78	341.25	66	357.2664	0.8009	hard_par	n/a	-35.8333
362.51	4.5	0.7258	-0.99	easy_par	5	 5.002	1 week	7	0.000057	b	0	363.24	367.02	346.5	67	362.5105	0.7258	easy_par	-88.8333	n/a
367.75	4.5	0.9455	-0.05	hard_par	5	 8.249	4 months	120	0.005415	y	1	368.70	372.27	351.75	68	367.7547	0.9455	hard_par	n/a	24.1667
373.02	4.5	0.7974	-0.95	easy_par	5	 5.030	3 weeks	21	0.000285	b	0	373.81	377.53	357	69	373.0156	0.7974	easy_par	-74.8333	n/a
378.26	4.5	0.9196	 2.00	easy_par	5	10.130	2 months	60	0.017100	y	1	379.18	382.77	362.25	70	378.26	0.9196	easy_par	-35.8333	n/a
383.50	4.5	0.8944	-0.99	easy_par	10	10.034	2 months	60	0.000057	b	0	384.40	388.02	367.5	71	383.5042	0.8944	easy_par	-35.8333	n/a
388.77	4.5	1.1026	-0.05	hard_par	5	 5.569	3 weeks	21	0.005415	b	0	389.87	393.28	372.75	72	388.7651	1.1026	hard_par	n/a	-74.8333
399.25	4.5	0.7056	-0.05	hard_par	10	10.108	2 days	2	0.005415	b	0	399.96	403.77	383.25	74	399.2536	0.7056	hard_par	n/a	-93.8333
404.51	4.5	1.2663	 1.90	easy_par	5	 6.736	3 weeks	21	0.016530	b	0	405.78	409.03	388.5	75	404.5145	1.2663	easy_par	-74.8333	n/a
409.76	4.5	1.3426	-0.01	hard_par	10	11.185	3 weeks	21	0.005643	b	0	411.10	414.27	393.75	76	409.7587	1.3426	hard_par	n/a	-74.8333
415.00	4.5	2.2762	-0.01	hard_par	5	 6.693	2 months	60	0.005643	b	0	417.28	419.52	399	77	415.0031	2.2762	hard_par	n/a	-35.8333
420.26	4.5	0.8777	 0.05	hard_par	10	11.257	3 weeks	21	0.005985	b	0	421.14	424.78	404.25	78	420.2639	0.8777	hard_par	n/a	-74.8333
425.51	4.5	1.3673	 2.00	easy_par	10	10.342	2 days	2	0.017100	b	0	426.88	430.02	409.5	79	425.5082	1.3673	easy_par	-93.8333	n/a
430.75	4.5	0.8229	-0.01	hard_par	5	 5.198	1 week	7	0.005643	b	0	431.58	435.27	414.75	80	430.7524	0.8229	hard_par	n/a	-88.8333
436.01	4.5	0.9842	 0.05	hard_par	10	17.182	4 months	120	0.005985	y	1	437.00	440.53	420	81	436.0135	0.9842	hard_par	n/a	24.1667
441.26	4.5	0.8102	 1.90	easy_par	5	35.167	1 year	365	0.016530	y	1	442.07	445.77	425.25	82	441.2576	0.8102	easy_par	269.1667	n/a
446.50	4.5	1.4230	-0.01	hard_par	10	16.772	4 months	120	0.005643	y	1	447.92	451.02	430.5	83	446.5018	1.423	hard_par	n/a	24.1667
451.76	4.5	1.0184	 0.01	hard_par	10	13.454	2 months	60	0.005757	y	1	452.78	456.28	435.75	84	451.7627	1.0184	hard_par	n/a	-35.8333
457.01	4.5	1.3885	 2.00	easy_par	10	11.197	1 week	7	0.017100	b	0	458.40	461.52	441	85	457.0071	1.3885	easy_par	-88.8333	n/a
462.25	4.5	0.9215	-0.95	easy_par	10	10.060	3 weeks	21	0.000285	b	0	463.17	466.77	446.25	86	462.2513	0.9215	easy_par	-74.8333	n/a
472.76	4.5	0.7272	-0.95	easy_par	5	 5.520	1 year	365	0.000285	b	0	473.48	477.27	456.75	88	472.7564	0.7272	easy_par	269.1667	n/a
478.02	4.5	0.8099	 0.01	hard_par	5	 6.727	2 months	60	0.005757	b	0	478.83	482.53	462	89	478.0172	0.8099	hard_par	n/a	-35.8333
483.26	4.5	1.3017	 0.01	hard_par	5	 8.454	4 months	120	0.005757	y	1	484.56	487.78	467.25	90	483.2616	1.3017	hard_par	n/a	24.1667
488.51	4.5	0.7945	-0.99	easy_par	5	 5.006	3 weeks	21	0.000057	b	0	489.30	493.02	472.5	91	488.5058	0.7945	easy_par	-74.8333	n/a
493.77	4.5	0.9925	-0.01	hard_par	5	 8.386	4 months	120	0.005643	y	1	494.76	498.28	477.75	92	493.7667	0.9925	hard_par	n/a	24.1667
499.01	4.5	0.9523	 1.90	easy_par	10	29.836	4 months	120	0.016530	y	1	499.96	503.53	483	93	499.0109	0.9523	easy_par	24.1667	n/a
504.26	4.5	0.7321	-0.99	easy_par	5	 5.001	2 days	2	0.000057	b	0	504.99	508.77	488.25	94	504.2553	0.7321	easy_par	-93.8333	n/a
509.52	4.5	0.9371	 1.90	easy_par	10	19.918	2 months	60	0.016530	y	1	510.45	514.03	493.5	95	509.5161	0.9371	easy_par	-35.8333	n/a
514.76	4.5	1.1947	 0.05	hard_par	10	13.591	2 months	60	0.005985	y	1	515.96	519.27	498.75	96	514.7603	1.1947	hard_par	n/a	-35.8333
520.00	4.5	0.8094	 2.00	easy_par	5	36.208	1 year	365	0.017100	y	1	520.81	524.52	504	97	520.0047	0.8094	easy_par	269.1667	n/a
525.27	4.5	0.6901	-0.05	hard_par	5	 5.190	1 week	7	0.005415	b	0	525.96	529.78	509.25	98	525.2656	0.6901	hard_par	n/a	-88.8333
530.51	4.5	0.6969	 0.01	hard_par	5	 5.058	2 days	2	0.005757	b	0	531.21	535.02	514.5	99	530.5098	0.6969	hard_par	n/a	-93.8333
535.75	4.5	1.0815	 1.90	easy_par	5	14.918	4 months	120	0.016530	y	1	536.84	540.27	519.75	100	535.7541	1.0815	easy_par	24.1667	n/a
546.26	4.5	0.8565	-0.05	hard_par	5	 5.054	2 days	2	0.005415	b	0	547.12	550.77	530.25	102	546.2593	0.8565	hard_par	n/a	-93.8333
551.50	4.5	0.8223	-0.05	hard_par	5	14.882	1 year	365	0.005415	y	1	552.33	556.02	535.5	103	551.5034	0.8223	hard_par	n/a	269.1667
556.76	4.5	1.0954	 0.05	hard_par	10	31.845	1 year	365	0.005985	y	1	557.86	561.28	540.75	104	556.7644	1.0954	hard_par	n/a	269.1667
