7.003015	1.265012	1.000000
21.009804	1.598659	1.000000
36.012346	2.491686	1.000000
48.011135	2.078190	1.000000
61.005646	1.931941	1.000000
76.008294	1.699603	1.000000
106.013522	0.932258	1.000000
117.016563	1.607723	1.000000
127.007162	1.665129	1.000000
146.009397	1.664407	1.000000
157.012318	1.228113	1.000000
171.002536	1.302477	1.000000
183.001435	1.192445	1.000000
196.012450	0.948630	1.000000
208.011256	1.734791	1.000000
219.014257	0.931660	1.000000
233.004505	0.988016	1.000000
247.011452	1.406381	1.000000
259.010158	1.232198	1.000000
270.013141	1.093222	1.000000
285.015737	1.064421	1.000000
301.014010	1.538997	1.000000
314.008561	1.928079	1.000000
325.011657	1.044743	1.000000
339.001937	0.734499	1.000000
351.017284	1.530270	1.000000
361.007894	0.656250	1.000000
373.006519	0.755127	1.000000
387.013583	2.059938	1.000000
